title,description,creator,date,date is approximate?,scientific name,subject,subject (lcsh),subject (lctgm),location,location (lcsh),region,collection,source,identifier,digital identifier,rights,rightsstatement,format original,type,format,date digital,digitization specifications,scanner technician,metadata cataloger,metadata assistants,collection administrator,filename,latitude,longitude,oclc number,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,objectid
"Lewiston (Idaho),  Parade, 1961 [29]",View of the Lewiston Centennial parade in 1961.,"Laughlin, Kyle (1905-1984)",1961-05-13,,,parades,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Parades & processions--Idaho--Lewiston;  Floats (Parades)--Idaho--Lewiston; People;,Idaho;Nez Perce County;Lewiston,United States--Idaho--Nez Perce County--Lewiston,Clarkston,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 308, Negative 99-308-008",99-308-008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white film negative,Image;StillImage,image/jpeg,2009,"150 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF",Seth Williams,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.419805,-117.022634,669842573,2009-06-23,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1148,1148,1149.jpg,/spec_kl/image/1149.jpg,spec_kl1148
"Lewiston (Idaho),  Parade, 1961 [31]",View of the Lewiston Centennial parade in 1961.,"Laughlin, Kyle (1905-1984)",1961-05-13,,,parades,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Parades & processions--Idaho--Lewiston;  Floats (Parades)--Idaho--Lewiston; People;,Idaho;Nez Perce County;Lewiston,United States--Idaho--Nez Perce County--Lewiston,Clarkston,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 308, Negative 99-308-009",99-308-009,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white film negative,Image;StillImage,image/jpeg,2009,"150 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF",Seth Williams,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.419805,-117.022634,669842411,2009-06-23,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1149,1149,1150.jpg,/spec_kl/image/1150.jpg,spec_kl1149
"Lewiston (Idaho),  Parade, 1961 [30]",View of the Lewiston Centennial parade in 1961.,"Laughlin, Kyle (1905-1984)",1961-05-13,,,parades,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Parades & processions--Idaho--Lewiston;  Floats (Parades)--Idaho--Lewiston; People;,Idaho;Nez Perce County;Lewiston,United States--Idaho--Nez Perce County--Lewiston,Clarkston,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 308, Negative 99-308-010",99-308-010,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white film negative,Image;StillImage,image/jpeg,2009,"150 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF",Seth Williams,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.419805,-117.022634,669842985,2009-06-23,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1150,1150,1151.jpg,/spec_kl/image/1151.jpg,spec_kl1150
"Lewiston (Idaho),  Parade, 1961 [32]",View of the Lewiston Centennial parade in 1961.,"Laughlin, Kyle (1905-1984)",1961-05-13,,,parades,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Parades & processions--Idaho--Lewiston;  Floats (Parades)--Idaho--Lewiston; People; Flags of America,Idaho;Nez Perce County;Lewiston,United States--Idaho--Nez Perce County--Lewiston,Clarkston,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 308, Negative 99-308-011",99-308-011,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white film negative,Image;StillImage,image/jpeg,2009,"150 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF",Seth Williams,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.419805,-117.022634,669842981,2009-06-23,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1151,1151,1152.jpg,/spec_kl/image/1152.jpg,spec_kl1151
"Lewiston (Idaho),  Parade, 1961 [33]",View of the Lewiston Centennial parade in 1961.,"Laughlin, Kyle (1905-1984)",1961-05-13,,,parades,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Parades & processions--Idaho--Lewiston;  Floats (Parades)--Idaho--Lewiston; People;,Idaho;Nez Perce County;Lewiston,United States--Idaho--Nez Perce County--Lewiston,Clarkston,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 308, Negative 99-308-012",99-308-012,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white film negative,Image;StillImage,image/jpeg,2009,"150 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF",Seth Williams,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.419805,-117.022634,669842550,2009-06-23,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1152,1152,1153.jpg,/spec_kl/image/1153.jpg,spec_kl1152
"Lewiston (Idaho), 1952",View of ridge northeast of Lewiston,"Laughlin, Kyle (1905-1984)",1952,,,ridges (landforms),"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Cliffs--Idaho;,Idaho;Nez Perce;Lewiston,United States--Idaho--Nez Perce--Lewiston,Clarkston,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-269, Slide 99-H-014-010",99-H-014-010,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF",Kevin Dobbins,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,46.442794,-117.017956,669842482,2009-06-23,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1204,1204,1205.jpg,/spec_kl/image/1205.jpg,spec_kl1204
"Little Bighorn Battlefield, 1961",View of the cemetery and Custer Battlefield at Little Bighorn in 1961.,"Laughlin, Kyle (1905-1984)",1961,,,graveyards,"Laughlin, Kyle E., 1905-1984; Cemeteries -- Montana;",Monuments--Montana;,Montana;Big Horn County,United States--Montana--Big Horn County,Crow Agency,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 303, Negative 99-303-001",99-303-001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white film negative,Image;StillImage,image/jpeg,2009,"150 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF",Seth Williams,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,45.560515,-107.427162,669842477,2009-06-23,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1097,1097,1098.jpg,/spec_kl/image/1098.jpg,spec_kl1097
"Little Goose Creek (Wash.), 1960 [1]","Scenic view of Little Goose Creek located in the Cascade Mountains, Skamania County (Wash.).","Laughlin, Kyle (1905-1984)",1960,,,creeks,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;   Cascade Range; Rivers -- Washington (State); Mountains -- Washington (State);",Streams--Washington;,Washington;Skamania County,United States--Washington--Skamania County,Sleeping Beauty,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 268, Negative 99-268-008",99-268-008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.093174,-121.649527,669838584,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/757,757,710.jpg,/spec_kl/image/710.jpg,spec_kl757
"Little Goose Creek (Wash.), 1960 [2]",Scenic view of Little Goose Creek located in the Cascade Mountains in Skamania County (Wash.),"Laughlin, Kyle (1905-1984)",1960,,,creeks,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;  Cascade Range; Rivers -- Washington (State); Mountains -- Washington (State);",Streams--Washington;,Washington;Skamania County,United States--Washington--Skamania County,Sleeping Beauty,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 268, Negative 99-268-009",99-268-009,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.093174,-121.649527,669840404,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/758,758,711.jpg,/spec_kl/image/711.jpg,spec_kl758
"Little Goose Creek (Wash.), 1960 [3]",Scenic view of Little Goose Creek located in the Cascade Mountains in Skamania County (Wash.),"Laughlin, Kyle (1905-1984)",1960,,,creeks,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;   Cascade Range; Rivers -- Washington (State); Mountains -- Washington (State);",Streams--Washington;,Washington;Skamania County,United States--Washington--Skamania County,Sleeping Beauty,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 268, Negative 99-268-010",99-268-010,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.093174,-121.649527,669838617,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/759,759,712.jpg,/spec_kl/image/712.jpg,spec_kl759
"Little Salmon River (Idaho), 1960 [1]",Scenic view of Little Salmon River surrounded by snow and trees.,"Laughlin, Kyle (1905-1984)",1960,,,trees,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Rivers -- Idaho; Conifers;",,Idaho;Idaho County,United States--Idaho--Idaho County,Riggins,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 270, Negative 99-270-008",99-270-008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,45.415306,-116.314316,669842238,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/768,768,721.jpg,/spec_kl/image/721.jpg,spec_kl768
"Little Salmon River (Idaho), 1960 [2]",Scenic view of the Little Salmon River with snow capped mountains in the background.,"Laughlin, Kyle (1905-1984)",1960,,,trees,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Rivers -- Idaho; Conifers; Mountains -- Idaho;",,Idaho;Idaho County,United States--Idaho--Idaho County,Riggins,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 270, Negative 99-270-009",99-270-009,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,45.415306,-116.314316,669842517,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/769,769,722.jpg,/spec_kl/image/722.jpg,spec_kl769
"Little Salmon River (Idaho), 1960 [3]",Scenic view of the Little Salmon River with snow capped mountains in the background.,"Laughlin, Kyle (1905-1984)",1960,,,trees,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Rivers -- Idaho; Conifers;",,Idaho;Idaho County,United States--Idaho--Idaho County,Riggins,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 270, Negative 99-270-011",99-270-011,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,45.415306,-116.314316,669842234,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/771,771,724.jpg,/spec_kl/image/724.jpg,spec_kl771
"Little Salmon River (Idaho), 1960 [4]",Scenic view of the Little Salmon River with snow capped mountains in the background.,"Laughlin, Kyle (1905-1984)",1960,,,trees,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Rivers -- Idaho; Conifers;",,Idaho;Idaho County,United States--Idaho--Idaho County,Riggins,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 270, Negative 99-270-012",99-270-012,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,45.415306,-116.314316,669842498,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/772,772,725.jpg,/spec_kl/image/725.jpg,spec_kl772
"Lochsa River (Idaho), 1960 [1]",Looking up the Lochsa River near Jay Creek not far below Powell Ranger Station,"Laughlin, Kyle (1905-1984)",1960-08-27,,,trees,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Rivers -- Idaho ; Clearwater National Forest (Idaho);",,Idaho;Idaho County,United States--Idaho--Idaho County,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 280, Negative 99-280-001",99-280-001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.140278,-115.599444,669842255,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/872,872,825.jpg,/spec_kl/image/825.jpg,spec_kl872
"Lochsa River (Idaho), 1960 [2]",Sign on Lochsa River about Lewis and Clark route,"Laughlin, Kyle (1905-1984)",1960-08-27,,,information signs;trees,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Rivers -- Idaho ; Clearwater National Forest (Idaho);",,Idaho;Idaho County,United States--Idaho--Idaho County,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 280, Negative 99-280-002",99-280-002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.140278,-115.599444,669840414,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/873,873,826.jpg,/spec_kl/image/826.jpg,spec_kl873
"Lochsa River (Idaho), 1960 [3]",[Lochsa River?].,"Laughlin, Kyle (1905-1984)",1960-08-27,,,rock,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Rivers -- Idaho ; Clearwater National Forest (Idaho);",,Idaho;Idaho County,United States--Idaho--Idaho County,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 280, Negative 99-280-005",99-280-005,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.140278,-115.599444,669840518,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/876,876,829.jpg,/spec_kl/image/829.jpg,spec_kl876
"Lochsa River (Idaho), 1960 [4]",[Lochsa River?].,"Laughlin, Kyle (1905-1984)",1960-08-27,,,information signs;roads;trees,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Rivers -- Idaho ; Clearwater National Forest (Idaho);",,Idaho;Idaho County,United States--Idaho--Idaho County,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 280, Negative 99-280-006",99-280-006,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.140278,-115.599444,669842339,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/877,877,830.jpg,/spec_kl/image/830.jpg,spec_kl877
"Lochsa River (Idaho), 1960 [5]","Lochsa River below Lowell, Idaho","Laughlin, Kyle (1905-1984)",1960-08-27,,,roads;trees,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Rivers -- Idaho ; Clearwater National Forest (Idaho);",,Idaho;Idaho County,United States--Idaho--Idaho County,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 280, Negative 99-280-007",99-280-007,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.140278,-115.599444,669842499,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/878,878,831.jpg,/spec_kl/image/831.jpg,spec_kl878
