page,title,headline,text,mediacredit,coordinates,morethan1,pick,cdmid,format,imagedate,objectid,identifier,location,architect,date,date-range,costs,costnotes,description,additions,usehistory,namehistory,standing,standingnotes,sources,marker,search,
Library.html,Library,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/Library.html"">Library</a>","<strong>Dates:</strong> 1957-<br /><strong>Cost:</strong> $1,362,295<br /><strong>Architect: </strong> Whitehouse, Price (Spokane); 1991 addition: Ellis-Feeney (Lewiston)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00231.html"">122-1</a>","46.7274, -117.014217",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/390/full/pct:70/0/default.jpg,390,image/jpeg,1957,campus00231,122-1,University Ave. (across from Memorial Gym) 850 Rayburn St,"Whitehouse, Price (Spokane); 1991 addition: Ellis-Feeney (Lewiston)",1957,1957-,"1,362,295",,"Reinforced concrete frame, brick facing, flat roof, basement, ground and three floors 138' x 205', 89,606 sq. ft. Modular construction allows flexibility of interior arrangement","1988 basement was remodeled; $12.3 million, 66,000 sq. ft. addition built in 1991. New tower is 86 ft above ground level","Book collection, research space, campus branch of U.S. Post Office, 1957-1990",,Standing Building,,"Cards, UG 44, Morton, UG 12 (2311)",wht_diamond,"Library | 46.7274, -117.014217 | University Ave. (across from Memorial Gym) 850 Rayburn St | Whitehouse, Price (Spokane); 1991 addition: Ellis-Feeney (Lewiston) | 1957- |  | 1362295 |  | Reinforced concrete frame, brick facing, flat roof, basement, ground and three floors 138' x 205', 89,606 sq. ft. Modular construction allows flexibility of interior arrangement | 1988 basement was remodeled; $12.3 million, 66,000 sq. ft. addition built in 1991. New tower is 86 ft above ground level | Book collection, research space, campus branch of U.S. Post Office, 1957-1990 |  |",
LifeSciences(South).html,Life Sciences (South),"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/LifeSciences(South).html"">Life Sciences (South)</a>","<strong>Dates:</strong> 1923-<br /><strong>Cost:</strong> $395,327<br /><strong>Architect: </strong> Rudolph Weaver, UI architect 1923-25","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02659.html"">67-62</a>","46.732459,-117.011803",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/1733/full/pct:70/0/default.jpg,1733,image/jpeg,1929,campus02659,67-62,"University Avenue, between Ash and Pine Streets 770 University Ave","Rudolph Weaver, UI architect 1923-25",1923,1923-,"395,327","$395,327 (state appropriation)","Tudor Gothic, reinforced concrete faced with red brick, roofed with slate. Center section 120' long, east and west wings 69' and 100' respectively, 64,057 sq. ft. Three stories and basement.",Life Sciences North added in 1986,Dedicated 1924. Bacteriology/Biochemistry/Biology teaching and research labs; faculty and grad office.,"Science Hall, Life Sciences, Life Sciences South",Standing Building,,"Cards, Morton, UG 44",wht_diamond,"Life Sciences (South) | 46.732459,-117.011803 | University Avenue, between Ash and Pine Streets 770 University Ave | Rudolph Weaver, UI architect 1923-25 | 1923- |  | 395327 | $395,327 (state appropriation) | Tudor Gothic, reinforced concrete faced with red brick, roofed with slate. Center section 120' long, east and west wings 69' and 100' respectively, 64,057 sq. ft. Three stories and basement. | Life Sciences North added in 1986 | Dedicated 1924. Bacteriology/Biochemistry/Biology teaching and research labs; faculty and grad office. | Science Hall, Life Sciences, Life Sciences South |",
LindleyHall.html,Lindley Hall,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/LindleyHall.html"">Lindley Hall</a>","<strong>Dates:</strong> 1920-1973<br /><strong>Cost:</strong> $82,000<br /><strong>Architect: </strong> Unknown","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02575.html"">62-3</a>","46.727733,-117.008453",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/1624/full/pct:70/0/default.jpg,1624,image/jpeg,1923,campus02575,62-3,Ash and Idaho Ave.,Unknown,1920,1920-1973,"82,000","$82,000 (bonds)","Three story, brick, gabled roof with wood shingles",Top floor added in 1922,Men's dormitory,"Named for Ernest Hiram Lindley, President of the University 1917-1920. Name changed to Pine Hall in 1963, then Vandal Hall from 1969-1973",,"Condemned in 1971, Demolished in 1973","Cards, maps, Argonaut",wht_diamond,"Lindley Hall | 46.727733,-117.008453 | Ash and Idaho Ave. | Unknown | 1920-1973 |  | 82000 | $82,000 (bonds) | Three story, brick, gabled roof with wood shingles | Top floor added in 1922 | Men's dormitory | Named for Ernest Hiram Lindley, President of the University 1917-1920. Name changed to Pine Hall in 1963, then Vandal Hall from 1969-1973 | Condemned in 1971, Demolished in 1973",
LindleyHallAnnex.html,Lindley Hall Annex,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/LindleyHallAnnex.html"">Lindley Hall Annex</a>",<strong>Dates:</strong> 1920-1952<br /><br /><strong>Architect: </strong> Unknown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03091.html"">3108</a>","46.727733,-117.008453",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3108/full/pct:70/0/default.jpg,3108,image/jpeg,1947,campus03091,3108,"Originally on site of present infirmary, later on south side of Idaho Ave, between Elm and Ash Streets",Unknown,1920,1920-1952,,,"Three floors, wood frame and siding, gable roof with cedar shingles",,Was originally home of Alpha Tau Omega fraternity; then senior hall for men during the 1930s. From 1941-1946 known as Ridenbaugh Hall Annex; 1946-1952 Lindley Annex; finally sold to Kappa Kappa Gamma.,"Alpha Tau Omega, Lindley Hall Annex, Senior Hall, Ridenbaugh Hall Annex",,Torn down in 1952,Cards,wht_diamond,"Lindley Hall Annex | 46.727733,-117.008453 | Originally on site of present infirmary, later on south side of Idaho Ave, between Elm and Ash Streets | Unknown | 1920-1952 |  |  |  | Three floors, wood frame and siding, gable roof with cedar shingles |  | Was originally home of Alpha Tau Omega fraternity; then senior hall for men during the 1930s. From 1941-1946 known as Ridenbaugh Hall Annex; 1946-1952 Lindley Annex; finally sold to Kappa Kappa Gamma. | Alpha Tau Omega, Lindley Hall Annex, Senior Hall, Ridenbaugh Hall Annex | Torn down in 1952",
LionelHamptonMusicBuilding.html,Lionel Hampton Music Building,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/LionelHamptonMusicBuilding.html"">Lionel Hampton Music Building</a>","<strong>Dates:</strong> 1950-<br /><strong>Cost:</strong> $513,909<br /><strong>Architect: </strong> Hugh Richardson (Lewiston); General contractor, C.B. Lauch (Boise)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00208.html"">117-33</a>","46.725663,-117.007938",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/356/full/pct:70/0/default.jpg,356,image/jpeg,1960,campus00208,117-33,Blake and Sweet Avenue 1010 Blake Avenue,"Hugh Richardson (Lewiston); General contractor, C.B. Lauch (Boise)",1950,1950-,"513,909","$513,909 (state appropriation)","Reinforced concrete, brick facing, Gothic style, basement and two floors, gable roof, 80' x 140, 32,937 sq. ft.",,"Music classrooms, auditorium, faculty offices, library, rehearsal rooms","Renamed in 1987, Lionel Hampton School of Music in honor of Jazz musician Lionel Hampton",Standing Building,,"Cards, UG 44, Morton, Beacon p.176",wht_diamond,"Lionel Hampton Music Building | 46.725663,-117.007938 | Blake and Sweet Avenue 1010 Blake Avenue | Hugh Richardson (Lewiston); General contractor, C.B. Lauch (Boise) | 1950- |  | 513909 | $513,909 (state appropriation) | Reinforced concrete, brick facing, Gothic style, basement and two floors, gable roof, 80' x 140, 32,937 sq. ft. |  | Music classrooms, auditorium, faculty offices, library, rehearsal rooms | Renamed in 1987, Lionel Hampton School of Music in honor of Jazz musician Lionel Hampton |",
LisztHall.html,Liszt Hall,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/LisztHall.html"">Liszt Hall</a>",<strong>Dates:</strong> 1897-1952<br /><br /><strong>Architect: </strong> Unknown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02906.html"">93-1</a>","46.725547, -117.009228",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/1983/full/pct:70/0/default.jpg,1983,image/jpeg,1930,campus02906,93-1,"Eastern slope of campus, 75 yards east of present Administration Building",Unknown,1897,1897-1952,,,"Two story wood frame and siding, 24' x 34'",Remodeled in 1907 for music department,"Originally used for horticulture research, then music","Horticulture Building; Music Building, Liszt Hall",,Dismantled in 1952,"Cards, Petersen",wht_diamond,"Liszt Hall | 46.725547, -117.009228 | Eastern slope of campus, 75 yards east of present Administration Building | Unknown | 1897-1952 |  |  |  | Two story wood frame and siding, 24' x 34' | Remodeled in 1907 for music department | Originally used for horticulture research, then music | Horticulture Building; Music Building, Liszt Hall | Dismantled in 1952",
LivingLearningCommunity.html,Living Learning Community,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/LivingLearningCommunity.html"">Living Learning Community</a>",<strong>Dates:</strong> 2003-<br /><br /><strong>Architect: </strong> Design West Architects P.A. (Pullman),"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03092.html"">3109</a>","46.730454,-117.012744",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3109/full/pct:70/0/default.jpg,3109,image/jpeg,2013-11-12,campus03092,3109,Corner Line Street and Sixth 901 Paradise Creek St,Design West Architects P.A. (Pullman),2003,2003-,,,Eight residence halls and office/dining structure,Phase completed Fall 2003,,,Standing Building,,Facilities Architecture Drawing Archives,wht_diamond,"Living Learning Community | 46.730454,-117.012744 | Corner Line Street and Sixth 901 Paradise Creek St | Design West Architects P.A. (Pullman) | 2003- |  |  |  | Eight residence halls and office/dining structure | Phase completed Fall 2003 |  |  |",
MacLeanField.html,MacLean Field,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/MacLeanField.html"">MacLean Field</a>",<strong>Dates:</strong> 1895-1966<br /><br /><strong>Architect: </strong> Unknown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03057.html"">98-6</a>","46.725486,-117.013243",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/276/full/pct:70/0/default.jpg,276,image/jpeg,1923,campus03057,98-6,Site of current Education Building and Women's Physical Education Building,Unknown,1889,1889-1966,,,Baseball field,,Sports,"Named for James Alexander MacLean, University of Idaho president, 1900-1913",,Displaced by education building,Bookmark,wht_diamond,"MacLean Field | 46.725486,-117.013243 | Site of current Education Building and Women's Physical Education Building | Unknown | 1889-1966 |  |  |  | Baseball field |  | Sports | Named for James Alexander MacLean, University of Idaho president, 1900-1913 | Displaced by education building",
McClureHall.html,McClure Hall,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/McClureHall.html"">McClure Hall</a>","<strong>Dates:</strong> 1992-<br /><strong>Cost:</strong> $11,800,000<br /><strong>Architect: </strong> Zabala, Gilton, Albanese (Boise)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03093.html"">3110</a>","46.728929,-117.010747",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3110/full/pct:70/0/default.jpg,3110,image/jpeg,2013-11-12,campus03093,3110,7th Street 810 W. 7th St,"Zabala, Gilton, Albanese (Boise)",1992,1992-,"11,800,000",$11.8 million,"4 story, 70,000 sq. ft.",,"Completed 1994. Classrooms, laboratories, offices for school of Mines, also Strategic Resources &amp; Environment Laboratory","Named for James A. McClure, U.I. alumnus and U.S. Representative 1967-1972, U.S. Senator 1973-1990",Standing Building,,"Register (Aug. 23, 1993), Argonaut, Facilities Architecture Drawing Archives",wht_diamond,"McClure Hall | 46.728929,-117.010747 | 7th Street 810 W. 7th St | Zabala, Gilton, Albanese (Boise) | 1992- |  | 11800000 | $11.8 million | 4 story, 70,000 sq. ft. |  | Completed 1994. Classrooms, laboratories, offices for school of Mines, also Strategic Resources &amp; Environment Laboratory | Named for James A. McClure, U.I. alumnus and U.S. Representative 1967-1972, U.S. Senator 1973-1990 |",
McConnellHall.html,McConnell Hall,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/McConnellHall.html"">McConnell Hall</a>","<strong>Dates:</strong> 1957-<br /><br /><strong>Architect: </strong> Anton Dropping, ALA","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00489.html"">142-1</a>","46.729886, -117.014614",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/653/full/pct:70/0/default.jpg,653,image/jpeg,1960,campus00489,142-1,N.E. corner Sixth and Rayburn 1020 W. 6th St,"Anton Dropping, ALA",1957,1957-,,,2-story concrete block,,"Single student dormitory for 110 male students, also used as a guest residence, in 1988 became women's quiet dorm","Originally named McConnell Hall after William McConnell, university founder, third governor of the state and recipient of first UI honorary degree. In 1984 it was renamed Willis Sweet Hall after Willis Sweet, university founder and Regent, 1889-93",Standing Building,,"Morton, UG 12 (2279), Argonaut, Facilities Architecture Drawing Archives",wht_diamond,"McConnell Hall | 46.729886, -117.014614 | N.E. corner Sixth and Rayburn 1020 W. 6th St | Anton Dropping, ALA | 1957- |  |  |  | 2-story concrete block |  | Single student dormitory for 110 male students, also used as a guest residence, in 1988 became women's quiet dorm | Originally named McConnell Hall after William McConnell, university founder, third governor of the state and recipient of first UI honorary degree. In 1984 it was renamed Willis Sweet Hall after Willis Sweet, university founder and Regent, 1889-93 |",
MemorialGymnasium.html,Memorial Gymnasium,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/MemorialGymnasium.html"">Memorial Gymnasium</a>","<strong>Dates:</strong> 1927-<br /><strong>Cost:</strong> $616,767<br /><strong>Architect: </strong> Designed by David C. Lang, University Architect and head Dept. of Architecture, assisted by Theodore Pritchard, construction engineer was A.T. Schenck. Unit 2, Victor N. Jones & Assoc. of Boise","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02506.html"">61-10</a>","46.726517, -117.013969",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/1590/full/pct:70/0/default.jpg,1590,image/jpeg,1933,campus02506,61-10,University Ave. 1001 University Ave,"Designed by David C. Lang, University Architect and head Dept. of Architecture, assisted by Theodore Pritchard, construction engineer was A.T. Schenck. Unit 2, Victor N. Jones &amp; Assoc. of Boise",1927,1927-,"616,767","$616,767 (donations and bonds)","Five stories plus tower, concrete and brick construction, tile and plaster walls, 142' x 201'. Tudor-Gothic style, heavily buttressed, especially at the large front bay. Listed on National Register of Historic Places","West end ($281,200) and southeast exit ($35,567) added in 1952; construction on unit 2, the west end, began in the spring of 1951 with Commercial Builders of Moscow serving as contractors; the cost was $261,606. Extensive renovation was completed in 1954","Physical education classes, athletic facilities, campus recreation, ROTC",Built as a memorial to Idaho citizens who lost their lives in the 1914-1918 war,Standing Building,,"Cards, UG 44, Beacon, IHS 137, UG 12 (2313), UG 39",wht_diamond,"Memorial Gymnasium | 46.726517, -117.013969 | University Ave. 1001 University Ave | Designed by David C. Lang, University Architect and head Dept. of Architecture, assisted by Theodore Pritchard, construction engineer was A.T. Schenck. Unit 2, Victor N. Jones &amp; Assoc. of Boise | 1927- | Occupied 1928 | 616767 | $616,767 (donations and bonds) | Five stories plus tower, concrete and brick construction, tile and plaster walls, 142' x 201'. Tudor-Gothic style, heavily buttressed, especially at the large front bay. Listed on National Register of Historic Places | West end ($281,200) and southeast exit ($35,567) added in 1952; construction on unit 2, the west end, began in the spring of 1951 with Commercial Builders of Moscow serving as contractors; the cost was $261,606. Extensive renovation was completed in 1954 | Physical education classes, athletic facilities, campus recreation, ROTC | Built as a memorial to Idaho citizens who lost their lives in the 1914-1918 war |",
MinesBuilding(New).html,Mines Building (New),"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/MinesBuilding(New).html"">Mines Building (New)</a>","<strong>Dates:</strong> 1960-<br /><strong>Cost:</strong> $534,199<br /><strong>Architect: </strong> Hicks & James, Culler, Gale, Martell, Norrie & Davis (Coeur d'Alene). General contractor Commercial Builders (Moscow)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00367.html"">125-13</a>","46.728515, -117.011042",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/542/full/pct:70/0/default.jpg,542,image/jpeg,1962,campus00367,125-13,7th Street east of Line 825 W. 7th St,"Hicks &amp; James, Culler, Gale, Martell, Norrie &amp; Davis (Coeur d'Alene). General contractor Commercial Builders (Moscow)",1960,1960-,"534,199","$534,199 (one half legislative appropriation, one half private contributions from mining industry","Three stories, 28,275 sq. ft., concrete frame with prestressed concrete T-floor and roof system, curtain wall with multi-colored porcelain enamel panels, concrete masonry interior walls and some brick masonry exterior.",,"College administrative and department offices; teaching and research labs; classrooms, faculty and graduate offices.",,Standing Building,,"Morton, UG 12 (2315)",wht_diamond,"Mines Building (New) | 46.728515, -117.011042 | 7th Street east of Line 825 W. 7th St | Hicks &amp; James, Culler, Gale, Martell, Norrie &amp; Davis (Coeur d'Alene). General contractor Commercial Builders (Moscow) | 1960- | Occupied 196 | 534199 | $534,199 (one half legislative appropriation, one half private contributions from mining industry | Three stories, 28,275 sq. ft., concrete frame with prestressed concrete T-floor and roof system, curtain wall with multi-colored porcelain enamel panels, concrete masonry interior walls and some brick masonry exterior. |  | College administrative and department offices; teaching and research labs; classrooms, faculty and graduate offices. |  |",
MorrillHall.html,Morrill Hall,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/MorrillHall.html"">Morrill Hall</a>","<strong>Dates:</strong> 1906-<br /><strong>Cost:</strong> $55,907<br /><strong>Architect: </strong> Unknown","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02602.html"">66-9</a>","46.728034, -117.010995",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/1652/full/pct:70/0/default.jpg,1652,image/jpeg,1920,campus02602,66-9,"Idaho Ave, N. end of Pine Street 820 Idaho Avenue",Unknown,1906,1906-,"55,907","$55,907 (Insurance money from Administration Building fire)","Four story brick and stone, 65' x 125', 28,246 sq. ft.",Fourth floor added in 1930,"Originally constructed for the College of Agriculture and Agricultural Experiment Station. Became Forestry building in 1950. Currently houses the Idaho Geological Survey, Graduate School offices, classrooms, and Dept. of Philosophy.","Morrill Hall, named for Senator Justin S. Morrill of Vermont who introduced a bill later known as the Morrill Act which provided fee land for the founding of land-grant universities in each state; Forestry Building",Standing Building,,"Cards, UG 44, Grant Miller, Petersen, Argonaut",wht_diamond,"Morrill Hall | 46.728034, -117.010995 | Idaho Ave, N. end of Pine Street 820 Idaho Avenue | Unknown | 1906- | Occupied March 1907 | 55907 | $55,907 (Insurance money from Administration Building fire) | Four story brick and stone, 65' x 125', 28,246 sq. ft. | Fourth floor added in 1930 | Originally constructed for the College of Agriculture and Agricultural Experiment Station. Became Forestry building in 1950. Currently houses the Idaho Geological Survey, Graduate School offices, classrooms, and Dept. of Philosophy. | Morrill Hall, named for Senator Justin S. Morrill of Vermont who introduced a bill later known as the Morrill Act which provided fee land for the founding of land-grant universities in each state; Forestry Building |",
MoscowForestrySciencesLaboratory.html,Moscow Forestry Sciences Laboratory (Rocky Mountain Research Station),"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/MoscowForestrySciencesLaboratory.html"">Moscow Forestry Sciences Laboratory (Rocky Mountain Research Station)</a>",<strong>Dates:</strong> 1963-<br />,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00590.html"">158-01</a>","46.72384,-117.002396",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/800/full/pct:70/0/default.jpg,800,image/jpeg,1963,campus00590,158-01,1221 South Main Street,,1963,,,,,,,Building has functioned as the Rocky Mountain Research Station in the area.,,,,,wht_diamond,"Moscow Forestry Sciences Laboratory (Rocky Mountain Research Station) | 46.72384,-117.002396 | 1221 South Main Street | 1963- |  |  |  |  |  |  | Building has functioned as the Rocky Mountain Research Station in the area. |  |"
MusicHallAnnex.html,Music Hall Annex,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/MusicHallAnnex.html"">Music Hall Annex</a>","<strong>Dates:</strong> 1925-1952<br /><strong>Cost:</strong> $6,100<br /><strong>Architect: </strong> Unknown","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00216.html"">118-1</a>","46.72412, -117.010108",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/471/full/pct:70/0/default.jpg,471,image/jpeg,1950,campus00216,118-1,Nez Perce west of Bartley Cottage,Unknown,1925,1925-1952,"6,100",,"Wood frame, gable, two floors and basement",,Once served as home of early presidents. Probably acquired in the original land purchase following the founding of the University in 1889.,"President's House, Music Hall Annex",,Removed and Destroyed in 1952,Cards,wht_diamond,"Music Hall Annex | 46.72412, -117.010108 | Nez Perce west of Bartley Cottage | Unknown | 1925-1952 |  | 6100 |  | Wood frame, gable, two floors and basement |  | Once served as home of early presidents. Probably acquired in the original land purchase following the founding of the University in 1889. | President's House, Music Hall Annex | Removed and Destroyed in 1952",
NativeAmericanandImmigrantEducationCenter.html,Native American and Immigrant Education Center,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/NativeAmericanandImmigrantEducationCenter.html"">Native American and Immigrant Education Center</a>","<strong>Dates:</strong> 1935-<br /><strong>Cost:</strong> $5,974<br /><strong>Architect: </strong> Constructed by UI Department of Buildings and Grounds","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02777.html"">79-2</a>","46.728543, -117.011675",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/1853/full/pct:70/0/default.jpg,1853,image/jpeg,1935,campus02777,79-2,Line and 7th St. 403 Farm Road?,Constructed by UI Department of Buildings and Grounds,1935,1935-,"5,974","$5,974 (Local funds)","Wooden frame, cedar lap siding and shingles, gable roof, 80' x 40'",,Entomology laboratory; personnel and purchasing office; math and statistics tutoring center; career services (2000?- ),"Entomology Laboratory; Personnel Office, Purchasing Office; Math and Statistics Tutoring Center; Career Services",Standing Building,,PG 1,wht_diamond,"Native American and Immigrant Education Center | 46.728543, -117.011675 | Line and 7th St. 403 Farm Road? | Constructed by UI Department of Buildings and Grounds | 1935- |  | 5974 | $5,974 (Local funds) | Wooden frame, cedar lap siding and shingles, gable roof, 80' x 40' |  | Entomology laboratory; personnel and purchasing office; math and statistics tutoring center; career services (2000?- ) | Entomology Laboratory; Personnel Office, Purchasing Office; Math and Statistics Tutoring Center; Career Services |",
NaturalResourcesBuilding.html,Natural Resources Building,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/NaturalResourcesBuilding.html"">Natural Resources Building</a>","<strong>Dates:</strong> 1970-<br /><strong>Cost:</strong> $3,457,579<br /><strong>Architect: </strong> Hummell, Hummell, Jones and Shawver (Boise)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00601.html"">161-5</a>","46.72937, -117.012794",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/931/full/pct:70/0/default.jpg,931,image/jpeg,1970,campus00601,161-5,Sixth Street at Line Street,"Hummell, Hummell, Jones and Shawver (Boise)",1970,1970-,"3,457,579","$3,457,579 (Federal, state and regents funds)",,,"Forestry administrative and department offices, teaching and research labs; classrooms; faculty and grad offices.",,Standing Building,,"Morton, Argonaut",wht_diamond,"Natural Resources Building | 46.72937, -117.012794 | Sixth Street at Line Street | Hummell, Hummell, Jones and Shawver (Boise) | 1970- | Occupied 1971 | 3457579 | $3,457,579 (Federal, state and regents funds) |  |  | Forestry administrative and department offices, teaching and research labs; classrooms; faculty and grad offices. |  |",
NavyQuonset.html,Navy Quonset,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/NavyQuonset.html"">Navy Quonset</a>",<strong>Dates:</strong> 194?-1971<br /><br /><strong>Architect: </strong> Unknown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02763.html"">76-8</a>","46.729008,-117.012695",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/1838/full/pct:70/0/default.jpg,1838,image/jpeg,1960,campus02763,76-8,"Beside Naval Classroom Building, NW corner",Unknown,1945,194?-1971,,,"Quonset hut, sheet steel with wood ends, concrete floor, 19' x 51'",,,,,Taken down ca. 1971,"Cards, Maps",wht_diamond,"Navy Quonset | 46.729008,-117.012695 | Beside Naval Classroom Building, NW corner | Unknown | 194?-1971 |  |  |  | Quonset hut, sheet steel with wood ends, concrete floor, 19' x 51' |  |  |  | Taken down ca. 1971",
Navy_ROTCBuilding.html,Navy/ROTC Building,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/Navy_ROTCBuilding.html"">Navy/ROTC Building</a>","<strong>Dates:</strong> 1942-2011<br /><strong>Cost:</strong> $22,000<br /><strong>Architect: </strong> Unknown","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02797.html"">83-2</a>","46.728912, -117.012569",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/1884/full/pct:70/0/default.jpg,1884,image/jpeg,1942,campus02797,83-2,Line Street 685 S. Line St,Unknown,1942,1942-2011,"22,000",,"One floor, wood frame and siding, gable roof, 60' x 165'","Damaged by arson fire May 6, 1970, repaired at a cost of $22,000.",Originally constructed as a training center for naval radio operators during WW II. Has been used by ROTC since.,Navy Classroom Building; Radio Training Center (WWII),,"Demolished after extensive fire damage, Summer 2011","Cards, Morton, Argonaut",wht_diamond,"Navy/ROTC Building | 46.728912, -117.012569 | Line Street 685 S. Line St | Unknown | 1942-2011 |  | 22000 |  | One floor, wood frame and siding, gable roof, 60' x 165' | Damaged by arson fire May 6, 1970, repaired at a cost of $22,000. | Originally constructed as a training center for naval radio operators during WW II. Has been used by ROTC since. | Navy Classroom Building; Radio Training Center (WWII) | Demolished after extensive fire damage, Summer 2011",
NealeStadium.html,Neale Stadium,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/NealeStadium.html"">Neale Stadium</a>","<strong>Dates:</strong> 1936-1969<br /><strong>Cost:</strong> $47,770<br /><strong>Architect: </strong> Unknown","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02018.html"">3-008</a>","46.726187, -117.017632",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/1118/full/pct:70/0/default.jpg,1118,image/jpeg,1937,campus02018,3-008,West end of campus (Current Kibbie Dome area),Unknown,1936,1936-1969,"47,770","Wood bleachers and press box on north and south of field, $47,770 (Student activities bond fund) 1936.",Football field,,Athletic contests,"Names for Mervin G. Neale, University President, 1930-1937",,"Destroyed by arson fire, November 23, 1969; Condemned 1968.","Cards, Bookmark, VF",wht_diamond,"Neale Stadium | 46.726187, -117.017632 | West end of campus (Current Kibbie Dome area) | Unknown | 1936-1969 |  | 47770 | Wood bleachers and press box on north and south of field, $47,770 (Student activities bond fund) 1936. | Football field |  | Athletic contests | Names for Mervin G. Neale, University President, 1930-1937 | Destroyed by arson fire, November 23, 1969; Condemned 1968.",
