title,creator,description,archival_date,date,date approximate,subject,source,finding_aid,publisher,book relationship,identifier,format original,format,type,rights,rightsstatement,language,date digital,location,state,county,city,geonames,latitude,longitude,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,objectid
Typical Logging Chute,,"Typical log chute with tread for horses used in trailing, near Big Creek in the St. Joe River area. Courtesy of St. Maries Gazette-Record.",1915,1915,yes,chutes; log (wood);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 111,69_2_B-28,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"East Fork Big Creek, Latah County, ID",Idaho,Latah County,East Fork Big Creek,http://www.geonames.org/5591912/east-fork-big-creek.html,46.9906,-116.7001,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/70,70,162.jp2,/whitepine/image/162.jp2,whitepine70
Horses Trailing Logs in Chute,"Anderson, I.V.",Horses trailing logs in chute. Emerald Creek. Creek Camp #2.Credit to U.S.D.A. Forest Service.,1928-06-23,1928-06-23,,chutes; log (wood); draft horses;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 114,69_2_B-29,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"East Fork Emerald Creek, Benewah County, ID",Idaho,Benewah County,East Fork Emeral Creek,http://www.geonames.org/5591971/east-fork-emerald-creek.html,47.0245,-116.329,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/71,71,163.jp2,/whitepine/image/163.jp2,whitepine71
Diamond Match Company Chute and Flume,,"A picture of the Diamond Match Company chute and flume located in  Big Creek, Kaniksu National Forest.",1928,1928,,chutes; flumes; forests (plant community);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-30,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Fall Creek, Bonner County, ID",Idaho,Bonner County,Fall Creek,http://www.geonames.org/5592730/fall-creek.html,48.3359,-116.1668,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/72,72,164.jp2,/whitepine/image/164.jp2,whitepine72
Team of Draft Horses,Trux Truskowsky,"Team of Percherons skidding corral poles driven by Kenneth Smith at the Tree Farm, Hayden Lake, Idaho.",1944,1944,yes,draft horses; log (wood); forests (plant communities);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 108,69_2_B-31,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Lake Hayden, Kootenai County, ID",Idaho,Kootenai County,Lake Hayden,http://www.geonames.org/5595333/lake-hayden.html,47.7689,-116.7149,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/73,73,165.jp2,/whitepine/image/165.jp2,whitepine73
Horses Hauling by Flatboat [02],,John Connors hauling logging supplies to the Winton Lumber Company convoys by flatboat and team on Coeur d'Alene River. Courtesy Mrs. Miles Robbins.,1923,1923,,rivers; draft horses; boats;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 104,69_2_B-32,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Devils Elbow Background, Shoshone County, ID",Idaho,Shoshone County,Devils Elbow Background,http://www.geonames.org/5590997/devils-elbow-campground.html,47.7613,-116.0348,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/74,74,166.jp2,/whitepine/image/166.jp2,whitepine74
Horses Hauling by Flatboat [01],"McHarg, Charles K.","Logging supplies being hauled by flatboat and team up the North Fork of the Coeur d'Alene River, half mile above Prichard, Idaho. All logging supplies, including camp equipment and machinery, are being transported in this way. Logging railroad being constructed will replace this method.",1923-07-16,1923-07-16,,rivers; draft horses; boats;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-33,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Prichard Creek, Shoshone County, ID",Idaho,Shoshone County,Prichards Creek,http://www.geonames.org/5604495/prichard-creek.html,47.6603,-115.9691,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/75,75,167.jp2,/whitepine/image/167.jp2,whitepine75
Tugboat Fleet,"Walker, Kyle; Donated by the Coeur d'Alene Chamber of Commerce",Lafferty Transportation Company diesel tugboats traveling on Lake Coeur d'Alene.,1955,1955,,tugboats; lakes (bodies of water); fleets;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 126,69_2_B-34,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Black Bay, Kootenai County, ID",Idaho,Kootenai County,Black Bay,http://www.geonames.org/5585938/black-bay.html,47.5244,-116.8024,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/76,76,168.jp2,/whitepine/image/168.jp2,whitepine76
Oxen and Logging Crew,,"Joseph Brown (with lead team of oxen) and his logging crew pose for a picture at Old Sanders, Benewah County, Idaho. Courtesy of Mrs. Day of Sanders, Idaho and Mrs. St. George of Fernwood, Idaho; daughters of Joseph Brown. According to Mrs. St. George the crew includes, with oxen left to right: Joe Brown and Nick Smith; in back left to right: John Jordan, Luther Laws, Charlie Gregg, Cyrus Magers, Mr. Nichols, and Sanford (Sandy) Brown.",1907,1907,,group portraits; log (wood); oxen; logging,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 19. Also print.,69_2_B-35,black and white copy negative,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Sanders, Benewah County, ID",Idaho,Benewah County,Sanders,http://www.geonames.org/5606410/sanders.html,47.107,-116.7965,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/77,77,169.jp2,/whitepine/image/169.jp2,whitepine77
White Pine Sale,,"White pine Log Decks at Potlatch Forests Incorporated Sale Homestead Creek. Neil Fullerton with scale stick on deck of white pine logs, St. Joe National Forest. Taken in July. This sale was strictly a White Pine Sale except for a few choice Spruce and Larch which were taken from the road right away. Courtesy Neil Fullerton.",1940,1940,,portraits; log (wood); sales events;  white pine (wood);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 130,69_2_B-36,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Baby Grand Mountain, Latah County, ID",Idaho,Latah County,Baby Grand Mountain,http://www.geonames.org/5584423/baby-grand-mountain.html,47.0041,-116.5056,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/79,79,170.jp2,/whitepine/image/170.jp2,whitepine79
Logs Exiting the Log Chute [02],"McHarg, Charles K.","Log hits the pond from the Delaney Creek chute, Little North Fork Coeur d'Alene river. Winton Lumber Company operations. Credit to U.S.D.A. Forest Service.",1929-07-08,1929-07-08,,flowage; log (wood); chutes; ponds (water);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 112,69_2_B-37,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Delaney Creek, Kootenai County, ID",Idaho,Kootenai County,Delaney Creek,http://www.geonames.org/5590908/delaney-creek.html,47.744,-116.4291,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/80,80,171.jp2,/whitepine/image/171.jp2,whitepine80
Logs Exiting the Log Chute [01],"Gregary, C.H.",Milwaukee Lumber Company log chute located in the St. Joe National Forest. A man looks on as fire damaged logs are chuted to the log pond. Credit to U.S.D.A. Forest Service.,1920,1920,,salvage logging; log (wood); flowage; chutes; ponds (water);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 40,69_2_B-38,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Rochat Creek, Benewah County, ID",Idaho,Benewah County,Rochat Creek,http://www.geonames.org/5605533/rochat-creek.html,47.3288,-116.4556,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/81,81,172.jp2,/whitepine/image/172.jp2,whitepine81
Chute meets Flume [02],,Winston Lumber Company Falls Creek Chute and Flume. According to Dick Reed this was a running chute most of the time  but a man and horse were kept near the junction in case the logs stopped before they got to the flume. Generally the logs entered the flume of their own momentum. Note the tow path to the left of the junction. The white spot is a plume of water thrown up when the log from the chute plunged into the water in the flume. You can also see another log in the chute about ready to hit the flume. Courtesy Tom Reed.,1925,1925,,chutes; log (wood); flumes;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 119,69_2_B-39,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Falls Creek, Shoshone County, ID",Idaho,Shoshone County,Falls Creek,http://www.geonames.org/5592790/falls-creek.html,47.7461,-116.0209,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/82,82,173.jp2,/whitepine/image/173.jp2,whitepine82
Holt Tractor Loaded with Logs,,"A tractor is ready to pull a load of logs to the river, specifically the Ray Rauch operation near Newport, Washington. Holt Caterpillar '60' Tractor pulling  'bummer', two wagons and three trailers loaded with a total 22,270 board feet of logs. Ray Rauch is the man wearing a vest. Courtesy Lester M. Tarbet.",1913,1913,,logs (wood); crawler tractors; group portraits; draft horses;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 131. Also print,69_2_B-40,black and white film copy negative,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Newport, Pend Oreille County, WA",Washington,Pend Oreille County,Newport,http://www.geonames.org/5804694/newport.html,48.1819,-117.0354,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/83,83,174.jp2,/whitepine/image/174.jp2,whitepine83
Sleigh Loaded with Logs [05],,"Sleigh load of logs drawn by horses. Ray Rauch operation near Newport, Washington. Load is a total of 12,400 board feet log measure) Men are left to right: Walt Cooley, Sean Cooley, Seifers Golt, and Ray R. Rauch. The haul was 6 miles and was run twice a day. It cost $2.75 per mile to mill. Courtesy Lester M. Tarbet.",1911,1911,,logs (wood); draft horses; snow; winter; group portraits; sleighs;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 109. Also print,69_2_B-41,black and white film copy negative,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Newport, Pend Oreille County, WA",Washington,Pend Oreille County,Newport,http://www.geonames.org/5804694/newport.html,48.1819,-117.0354,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/84,84,175.jp2,/whitepine/image/175.jp2,whitepine84
Flume Crew Separating Logs,,"Crew separating logs at the Rose Lake Lumber Company flume, Falls Creek. Courtesy of Tom Reed.",1925,1925,,flumes; log (wood); blue collar workers;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 118,69_2_B-42,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Falls Creek, Shoshone County, ID",Idaho,Shoshone County,Falls Creek,http://www.geonames.org/5592790/falls-creek.html,47.7461,-116.0209,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/85,85,176.jp2,/whitepine/image/176.jp2,whitepine85
Pack String [02],,"Kirtly & Stone mule pack string loaded with hay, 20 miles NE of Prichard, Idaho. The pack train is headed to Rose Lake. According to Dick Reed this was either the Falls Creek camp 2 or 3 of the Winton Lumber Company. Men are left to right: Bobby Sears, Bob Conners (packer in the 10 gallon hat), and an unidentified man.",1925,1925,,mules (mammals); hay;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 105,69_2_B-43,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Falls Creek, Shoshone County, ID",Idaho,Shoshone County,Falls Creek,http://www.geonames.org/5592790/falls-creek.html,47.7461,-116.0209,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/86,86,177.jp2,/whitepine/image/177.jp2,whitepine86
Marianne Hensley,,"Marianne Hensley, Spirit Lake, helping on logging operations which she does regularly with her husband. Courtesy of Mrs. Hensley.",1925,1925,,lumbermen; women; log (wood); draft horses;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 158,69_2_B-44,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Spirit Lake, Kootenai County, ID",Idaho,Kootenai County,Spirit Lake,http://www.geonames.org/5608388/spirit-lake.html,47.9671,-116.8739,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/87,87,178.jp2,/whitepine/image/178.jp2,whitepine87
Falls Creek Flume,,An inside view of the flume on Falls Creek.,1925,1925,,flumes;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-45,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Falls Creek, Shoshone County, ID",Idaho,Shoshone County,Falls Creek,http://www.geonames.org/5592790/falls-creek.html,47.7461,-116.0209,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/88,88,179.jp2,/whitepine/image/179.jp2,whitepine88
Chute meets Flume [01],,Neil Fullerton standing next to the Mica Creek trailing chute. This is where the chute landing met the Mica Creek trailing flume. Beginning of flume in background. St. Joe National Forest. Courtesy of Neil Fullerton.,1939-09-22,1939-09-22,,portraits; flumes; chutes; log (wood);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 113. Also print,69_2_B-46,black and white negative,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Mica Creek, Shoshone County, ID",Idaho,Shoshone County,Mica Creek,http://www.geonames.org/5600736/mica-creek.html,47.2686,-116.1363,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/90,90,180.jp2,/whitepine/image/180.jp2,whitepine90
Brickle Creek Flume [02],,"Logs stacked on log deck and Brickle Creek flume of the Panhandle Lumber Company. Brickle Creek is west of Spirit Lake. Courtesy of Mrs. Richard E. Ferrell (widow of the noted North Idaho lumberjack preacher) Spokane, Washington.",1925,1925,yes,flumes; log (wood);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 117. Also print,69_2_B-47,black and white film copy negative,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Brickel Creek, Spokane County, WA",Washington,Spokane County,Brickel Creek,http://www.geonames.org/5788093/brickel-creek.html,47.9285,-116.9887,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/91,91,181.jp2,/whitepine/image/181.jp2,whitepine91
Mica Creek Trailing Chute,,A picture of Neil Fulleron sitting at the Mica Creek Trailing Chute. This is where the chute landing met up with the Mica Creek Flume. Beginning of Flume can be seen in the background. Saint Joe National Forest.,1939-09-22,1939-09-22,,portraits; flumes; chutes; log (wood);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-48,black and white negative,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Mica Creek, Shoshone County, ID",Idaho,Shoshone County,Mica Creek,http://www.geonames.org/5600736/mica-creek.html,47.2686,-116.1363,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/92,92,182.jp2,/whitepine/image/182.jp2,whitepine92
Brickle Creek Flume [01],,"A picture of Brickle Creek flume operating as part of  Panhandle Lumber Company in West of Spirit Lake, Idaho. This photo is from an old post card. Courtesy of Mrs. Richard E. Ferrell, Spokane, Washington.",1924,1924,yes,flumes; log (wood);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 118. Also print,69_2_B-49,black and white film copy negative,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Brickel Creek, Spokane County, WA",Washington,Spokane County,Brickel Creek,http://www.geonames.org/5788093/brickel-creek.html,47.9285,-116.9887,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/93,93,183.jp2,/whitepine/image/183.jp2,whitepine93
Fred Herrick Flume,"Strong, Clarence C.",Pictured is the Milwaukee Lumber Co. flume on Benewah Creek 50 years after construction (built in 1916).,1966,1966,,flumes; portraits;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 86,69_2_B-50,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Benewah Creek, Benewah County, ID",Idaho,Benewah County,Benewah Creek,http://www.geonames.org/5585305/benewah-creek.html,47.2505,-116.7644,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/94,94,184.jp2,/whitepine/image/184.jp2,whitepine94
Skookum Creek Flume,"Swan, K.D.",Pictured is the Winton Lumber Company on Skookum Creek from the chute and rollway to flume. Credit to the U.S.D.A. Forest Service.,1924,1924,,flumes; log (wood); blue collar workers;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 116,69_2_B-51,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Skookum Creek, Kootenai County, ID",Idaho,Kootenai County,Skookum Creek,http://www.geonames.org/5607475/skookum-creek.html,47.7408,-116.4745,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/95,95,185.jp2,/whitepine/image/185.jp2,whitepine95
