objectid,filename,title,creator,description,date,date is approximate?,subject,location,digital collection,source,identifier,digital_source,format original,format,type,rights,rights (standardized),language
spanishflu042,arg1918_10_19p3.png,Nez Perce Stricken With Influenza - Page 3,University Argonaut,"Subheaded 'Lewiston Asked to Help Town Where Disease Has Been Fatal To Four,' the article mentions Dr. E.L. White's, of Lewiston's White hospital, request for assistance in handling the Spanish Flu in Nez Perce. The Lewiston Red Cross chapter urges all women who have taken home nursing courses to report. ",1918-10-19,,Lewiston; Nez Perce; doctors; patients; Red Cross; nurses,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_10_19p3,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1208/filename/ARG-1918-10-19.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu043,arg1918_10_30p1a.png,Three Deaths Result From Spanish Flu - Page 1,University Argonaut,"Subheaded 'Other Camps Lose More Than Idaho - Cases Decrease Here,' the artice discusses the three deaths of S.A.T.C. men at the university due to influenza and compares these losses to Pullman.",1918-10-30,,University of Idaho; Student Army Training Corps (SATC);deaths; vocational division; Section B,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_10_30p1a,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1209/filename/ARG-1918-10-30.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu044,arg1918_10_30p4.png,Influenza Cases on the Wane - Page 1 and 4,University Argonaut,"Subheaded ' Discharges Exceed New Arrivals - No Co-Eds Have Disease,' the article discusses the hospitals used to treat patients of the infuenza, permanent and temporary, as well as measures being taken in cases some female students contract the disease. It mentions that more cases are being discharged than admitted,  ",1918-10-30,,Co-eds; patients; Student Army Training Corps (SATC); hospitals; Alpha Kappa Epsilon; Elks Temple; Inland Hospital; Gritman; nurses; discharges,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_10_30p4,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1209/filename/ARG-1918-10-30.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu045,arg1918_10_30p1b.png,Frosh Still Peeved at Election - Page 1,University Argonaut,"Subheaded 'Protest Against Election Has Signature of Many Students,' the article discusses a petition against the Freshman Class election that was held during the quarantine.",1918-10-30,,Co-eds; women; living groups; elections; Freshman Class; University of Idaho; protests; petitions; quarantine;,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_10_30p1b,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1209/filename/ARG-1918-10-30.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu046,arg1918_10_30p1c.png,Ridenbaugh Hall Enjoys Quarantine - Page 1,University Argonaut,"Subheaded 'Knitting Needles and Crochet Hooks Busy - Journalist Talent Appears,' the article mentions the activities female students have taken up during quarantine.",1918-10-30,,Co-eds; women; living groups; activities; quarantine; knitting; writing; flu masks; masks; patients; food; dorms,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_10_30p1c,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1209/filename/ARG-1918-10-30.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu047,arg1918_10_30p1d.png,Quarantine Rules Still Enforced - Page 1,University Argonaut,"Subheaded 'Military Police 'Shoo' Away All Suspects from Campus,' the article mentions the role of the military police in the enforcement of the university's quarantine.",1918-10-30,,military; quarantine; campus; Christian Science church; police; University of Idaho,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_10_30p1d,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1209/filename/ARG-1918-10-30.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu048,arg1918_10_30p1e.png,Everybody Must Wear Flu Masks - Page 1,University Argonaut,"Subheaded 'Washington Orders Rush ocal Red Cross and Aides,' the article discusses the order from the government that all patients of the influenza were required to wear face masks, and how the Red Cross and sorority members were making the masks for the patients. ",1918-10-30,,Co-eds; women; sororities; Red Cross; Student Army Training Corps (SATC);hospitals; government; masks; face masks,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_10_30p1e,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1209/filename/ARG-1918-10-30.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu049,arg1918_10_30p1f.png,Flu is on the Wane in Sec. B Barracks - Page 1,University Argonaut,"Subheaded 'Prompt Attention Checks Spread of Disease - Men Vaccinated,' the article discusses how the number of cases of influenza appears to be decreasing and the work of all those who had helped during the trying time. ",1918-10-30,,patients; Section B; Student Army Training Corps (SATC); hospitals; supplies; Red Cross;,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_10_30p1f,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1209/filename/ARG-1918-10-30.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu050,arg1918_10_30p1g.png,Co-Ed Safe from Spanish Influenza - Page 1,University Argonaut,The article discusses how no female students have contracted the flu and the quarantines role in preventing the spread of the disease. ,1918-10-30,,Co-eds; women; students; quarantine;,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_10_30p1g,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1209/filename/ARG-1918-10-30.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu051,arg1918_10_30p2a.png,Editorial Notes (top left) - Page 2,University Argonaut,"The editorial notes comment on the fortunate circumstances of the university due to the attention of President Lindley, the cooperation between the university and town, as well as how those in quarantine a fairing during the trying times.",1918-10-30,,University of Idaho; town; deaths; quarantine; students,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_10_30p2a,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1209/filename/ARG-1918-10-30.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu052,arg1918_10_30p2b.png,University Library Being Fumigated - Page 2,University Argonaut,"Subheaded 'Authorities Take Advantage of Quarantine to Kill Mischievous Germs,' the article mentions how the university is using the time it has been ordered to close to fumigate.",1918-10-30,,University of Idaho; library; disinfectant; fumigate; closures;,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_10_30p2b,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1209/filename/ARG-1918-10-30.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu053,arg1918_10_30p3a.png,Quarantine Notes - Page 3,University Argonaut,Lists activities of living groups and individuals on campus during the campus quarantine. ,1918-10-30,,University of Idaho; living groups; Delta Gamma; Phi Delta Phi; Sigma Nu; entertainment; Chi delta Phi; Section B; quarantine,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_10_30p3a,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1209/filename/ARG-1918-10-30.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu054,arg1918_10_30p3b.png,Moscow People Care for the Sick - Page 3,University Argonaut,"Subheaded 'Victims of Influenza Are Being Cared for Better Here Than Elsewhere,' the article praises the work of the university and military administration, as well as the women in Moscow in their care for influenza patients.",1918-10-30,,University of Idaho; Student Army Training Corps (SATC);patients; Red Cross; care; town; Moscow; townspeople,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_10_30p3b,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1209/filename/ARG-1918-10-30.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu055,arg1918_10_30p3c.png,Deans Meet to Study Influenza Situation - Page 3,University Argonaut,"Subheaded 'Outlook on Local Conditions is More Encouraging - Optimism Prevails,' the article discusses a meeting of university deans on how best to combat the influenza epidemic, and possible other disease outbreaks.",1918-10-30,,University of Idaho; deans; cases; examinations; doctors; physicians; nurses; quarantine,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_10_30p3c,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1209/filename/ARG-1918-10-30.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu056,arg1918_11_06p1a.png,Prominent Idaho Man Dies of Influenza - Page 1,University Argonaut,"Subheaded 'Ralph Gochnour Dies at Inland Hospital after Three Weeks' Illness,' the article details the life of Ralph Gochnour, a student at the university, after he dies from the influenza. ",1918-11-06,,Students; Sigma Nu; deaths; Inland Hospital,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_11_06p1a,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1210/filename/ARG-1918-11-06.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu057,arg1918_11_06p1b.png,Influenza Is Being Stamped Out Rapidly - Page 1,University Argonaut,"Subheaded 'Numbers New Cases Grows Smaller - Co-Eds Immune from Epidemic,' the article indicates that the worst of the influenza has passed at the university with few new cases and rapidly emptying hospitals. ",1918-11-06,,students; co-eds; cases; hospitals; faculty; women; patients,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_11_06p1b,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1210/filename/ARG-1918-11-06.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu058,arg1918_11_06p1c.png,Gauze Masks Are No More - Page 1,University Argonaut,"Subheaded 'War Department Rescinds Former Order Requiring Masks to be Worn,' the article looks back on the attitudes of men as they were forced to wear masks. Their major grievance was the inability to smoke.",1918-11-06,,students; men; masks; flu masks; smoking; snoring; Student Army Training Corps (SATC),United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_11_06p1c,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1210/filename/ARG-1918-11-06.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu059,arg1918_11_06p1d.png,University is Praised by Men from Jerome - Page 1,University Argonaut,"After visiting the university to investigate the death of his son, Mr. R.C. Frazer praises the care given to the S.A.T.C. ",1918-11-06,,deaths; University of Idaho; care; Student Army Training Corps (SATC);pneumonia,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_11_06p1d,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1210/filename/ARG-1918-11-06.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu060,arg1918_11_06p1e.png,S. A. T. C. Officers Fight Attacks of Flu - Page 1,University Argonaut,"Two S.A.T.C. officers are victims of the influenza, but appear to be recovering well.",1918-11-06,,patients; Student Army Training Corps (SATC);officers,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_11_06p1e,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1210/filename/ARG-1918-11-06.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu061,arg1918_11_06p2a.png,Football Practice Is Postponed - Page 2,University Argonaut,"Subheaded 'Lieut. Meehan Looks Forward to Brilliant Seaseon for Teams,' the article discusses the postponement of football practice due to the influenza epidemic. The acting coach is waiting on word from Dr. Kotalik before practices may restart.",1918-11-06,,football; activities; sport; Student Army Training Corps (SATC);practice,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_11_06p2a,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1210/filename/ARG-1918-11-06.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu062,arg1918_11_06p2b.png,Flu Mask Wearers Not Very Optimistic - Page 2,University Argonaut,"The article relates that attitudes of men ordered to wear flu masks, and the outcome for not doing so. ",1918-11-06,,flu masks; masks; students; Student Army Training Corps (SATC);pandemic,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_11_06p2b,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1210/filename/ARG-1918-11-06.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu063,arg1918_11_06p2c.png,"Men Give ""Flu"" Birds A Freeze-Out - Page 2",University Argonaut,"The article describes an order from company commanders that all blankets and clothing be exposed to the air during the day to kill the ""flu"" bugs.",1918-11-06,,Student Army Training Corps (SATC);cold,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_11_06p2c,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1210/filename/ARG-1918-11-06.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu064,arg1918_11_06p3.png,Quarantine Notes - Page 3,University Argonaut,Lists activities of living groups and individuals on campus during the campus quarantine. ,1918-11-06,,Kappa Kappa Gamma; Gamma Phi Beta; parties; activities; quarantine; students; living groups,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_11_06p3,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1210/filename/ARG-1918-11-06.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu065,arg1918_11_13p2a.png,Flu Causes Two Deaths - Page 2,University Argonaut,"Subheaded 'Two More Section B Men Are Victims of Spanish Influenza,' the article details the deaths of two S.A.T.C. men who died of the influenza.",1918-11-13,,Student Army Training Corps (SATC);Section B; vocational division; deaths;,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_11_13p2a,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11220/filename/ARG-1918-11-13.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu066,arg1918_11_13p2b.png,Home Ec. Girls Give Their Service - Page 2,University Argonaut,"Subheaded 'Senior Girls in Dietics Make Tempting Dishes for Flu Victims,' the article describes the work home economics students are doing for influenza patients, including cooking meals for approximately 40 patients. ",1918-11-13,,Home Economics; students; food; meals; patients,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_11_13p2b,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11220/filename/ARG-1918-11-13.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu067,arg1918_11_13p3.png,Quarantine Notes - Page 3,University Argonaut,Lists activities of living groups and individuals on campus during the campus quarantine. ,1918-11-13,,Alpha Kappa Epsilon; Zeta Chi; patients; Student Army Training Corps (SATC);quarantine; living groups,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_11_13p3,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11220/filename/ARG-1918-11-13.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu068,arg1918_11_13p4a.png,Strict Quarantine Still In Effect - Page 4,University Argonaut,"Subheaded 'Men Have Supervised Study New Equipment for S.A.T.C. Men,' the article notes that according to Captain Felker the quarantine will remain in effect until all cases of the influenza are cured. ",1918-11-13,,patients; quarantine; preventative measures; Student Army Training Corps (SATC),United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_11_13p4a,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11220/filename/ARG-1918-11-13.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu069,arg1918_11_13p4b.png,Flu Situation Still Demands Caution - Page 4,University Argonaut,"Subheaded 'Guild Hall No Longer Needed as Hospital - Classes Resume Work,' the article indicates that though the influenza continues Guild Hall is no longer being used as a convalescent hospital.",1918-11-13,,deaths; hospitals; quarantine,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_11_13p4b,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11220/filename/ARG-1918-11-13.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu070,arg1918_11_20p1and4.png,Influenza Almost Checked Among Men - Page 1 and 4,University Argonaut,"Subheaded 'Cases Among Girls Very Mild - Saturday May See Quarantine Lifted,' the article discusses the few cases of influenza left among the S.A.T.C. and the first cases of the influenza among the women of the Chi Delta Phi house.",1918-11-20,,cases; patients; hospitals; Alpha Kappa Epsilon; Chi Delta Phi; women; students; nurses,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_11_20p1and4,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1211/filename/ARG-1918-11-20.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu071,arg1918_11_20p1.png,First Death in Section A - Page 1 ,University Argonaut,"Subheaded 'Frank J. Paterka of Spokane Dies from Pneumonia After Influenza,' the article details the death of Frank Paterka.",1918-11-20,,cases; deaths; pneumonia,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_11_20p1,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1211/filename/ARG-1918-11-20.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
spanishflu072,arg1918_11_20p2.png,Editorial Note (top left)- Page 2,University Argonaut,The article discusses the morale of campus after four weeks of quarantine and the students' worry about classes and credits. ,1918-11-20,,students; quarantine; morale; classes; disease,United States--Idaho--Latah County--Moscow,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",arg1918_11_20p2,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1211/filename/ARG-1918-11-20.pdf,clipping,image/jpg,image;stillimage,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
