title,description,item information,postcard type,photographer,date,subject,location,state,publisher,publisher location,source,date is approximate,identifier,rights,standardized rights,original format,type,format,language,latitude,longitude,filename,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
Battleship Oregon Memorial,"Postcard of the Battleship Oregon Memorial in Portland, Oregon. | Battleship Oregon Memorial Marine Park. This is the main mast of the """"Bull Dog"""" of the Navy, U.S.S. Oregon. She served in three major ward. Launched in 1893.",,photographic postcards,,1960,memorials (structures); parks; trees; flagpoles; flags; masts; photographic postcards,Portland,Oregon,Anderson Sundry Co.,"Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_154,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"5.5 x 3.5, Color",Image;StillImage,application/pdf,eng,45.520639,-122.671008,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/82,82,173.pdf,/nwpostcards/image/173.pdf,nwpostcards82
Mount Rainier and Flower Decked Meadows,Postcard of Mount Rainier in Washington State.  | Mount Rainier and Flower Decked Meadows. The highway to Sunrise Park leads though verdant forests and on to the Alpine wonderland where camping facilities are available.,,photographic postcards,Forest & Whitmire,1960,mountains; snow; trees; roads; signs; women; flowers; meadows; photographic postcards,Mount Rainier; Rainier National Park,Washington,Ellis Post Card Co.,"Arlington, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_178,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.4375 x 5.4375, Color",Image;StillImage,application/pdf,eng,46.736206,-121.856502,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/83,83,174.pdf,/nwpostcards/image/174.pdf,nwpostcards83
"Mt. Rainier and Myrtle Falls, Washington","Postcard of Mount Rainier and a waterfall at Edith Creek in Washington state. | Mt. Rainier and Myrtle Falls, Washington. Mount Rainier National Park. Washington State. Myrtle Falls. Mt. Rainier poses as a beautiful backdrop for one of 34 waterfalls that cascade down her slopes. This is Edith Creek, a short distance below Alta Vista. The foot bridge is about 1/4 of a mile from Paradise Inn.",,photographic postcards,Bruce Nelson,1960,mountains; snow; trees; creeks; waterfalls; men; photographic postcards,Mount Rainier; Rainier National Park,Washington,"Smith Western, Inc.","Tacoma, WA; Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_179,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"5.9375 x 3.875, Color",Image;StillImage,application/pdf,eng,46.790988,-121.732006,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/84,84,175.pdf,/nwpostcards/image/175.pdf,nwpostcards84
Mount Si,Postcard of Mount Si in Washington State.  | Mount Si. Motorists along the Sunset Highway (US 10) are impressed by the rugged beauty of this mountain which is an outpost of the Cascade Range.,,photographic postcards,Godon Hearing,1960,mountains; rivers; trees; flowers; buildings; photographic postcards,Mount Si; Tanner,Washington,Ellis Post Card Co.,"Arlington, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_180,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.4375, Color",Image;StillImage,application/pdf,eng,47.475506,-121.74664,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/85,85,176.pdf,/nwpostcards/image/176.pdf,nwpostcards85
Mount St. Helens,"Postcard of Mount St. Helens erupting. | Mount St. Helens located in southwest Washington. This 9,677 foot mountain, a dormant volcano for over 100 years, began volcanic activity in early 1980. Mount St. Helens is the first active volcano in the continental United States in over 60 years.",,photographic postcards,Jack Leffler/SKY EYE,1980,volcanoes; volcanic eruptions; mountains; photographic postcards,Mount St. Helens,Washington,C.P. Johnston Company,"Seattle, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_181,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"5.9375 x 3.9375, Color",Image;StillImage,application/pdf,eng,46.278869,-122.201986,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/86,86,177.pdf,/nwpostcards/image/177.pdf,nwpostcards86
"Mt. St. Helens, Washington May 18, 1980 Eruption","Postcard of the Mount St. Helens eruption.  | Mount St. Helens, Washington. On May 18th, 1980 at 8:32 A.M. the top 1300 feet of the mountain was blown into the atmosphere reducing it to 8400 feet. The force of the blast was equal to 5,000 H-bombs and was the first lateral blast known to man. It pulverized the north side of the mountain into fine ash that reached an altitude of 63,000 feet, spreading ash eastward across the continent eventually circling the globe. This photo was taken from the West that afternoon.",,photographic postcards,Ken Hagdahl,1980,volcanoes; volcanic eruptions; trees; mountains; photographic postcards,Mount St. Helens,Washington,"Smith Western, Inc.","Tacoma, WA; Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_182,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.9375 x 5.9375, Color",Image;StillImage,application/pdf,eng,46.14547,-122.452784,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/87,87,178.pdf,/nwpostcards/image/178.pdf,nwpostcards87
Eruption of Mt. St. Helens,"Postcard of Mount St. Helens erupting. | Mt. St. Helens in southwest Washington, about 50 miles from Portland, Oregon and 40 miles from Vancouver, Washington, erupted on March 27, 1980, after being silent for 123 years. This aerial photo was taken on March 30, 1980.",,photographic postcards,David Olson,1980,volcanoes; volcanic eruptions; trees; mountains; photographic postcards,Mount St. Helens,Washington,"Smith Western, Inc.","Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_183,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"5.9375 x 3.9375, Color",Image;StillImage,application/pdf,eng,46.313679,-122.133479,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/88,88,179.pdf,/nwpostcards/image/179.pdf,nwpostcards88
"Whatcom County Court House, Bellingham, Washington","Postcard of the Whatcom County Courthouse in Bellingham, Washington.",,picture postcards,Sandison,1930,public buildings; county courthouses; trees; picture postcards,Bellingham; Whatcom County Courthouse,Washington,Lowman & Hanford Co.,"Seattle, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_018,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.4375 x 5.4375, Color",Image;StillImage,application/pdf,eng,48.754334,-122.480156,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/89,89,18.pdf,/nwpostcards/image/18.pdf,nwpostcards89
"Spirit Lake and Mount St. Helens, Washington","Postcard of Mount St. Helens and Spirit Lake before the 1980 eruption.  |  Mount St. Helens and Spirit Lake, Washington. One of the majestic mountains which is part of the Cascade Range in southwest Washington. This photo taken before March 27, 1980 volcanic eruptions. The massive May 18, 1980 eruption blew the top 1300 feet into the atmosphere and reduced the mountain from 9700 feet to 8400 feet. The violent May 18, 1980 eruption filled this lake with mud and the ultimate fate of the lake is unknown at press time.",,photographic postcards,,1960,volcanoes; mountains; lakes; trees; snow; photographic postcards,Mount St. Helens; Spirit Lake,Washington,"Smith Western, Inc.","Tacoma, WA; Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_184,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.9375 x 5.9375, Color",Image;StillImage,application/pdf,eng,46.290409,-122.158437,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/90,90,180.pdf,/nwpostcards/image/180.pdf,nwpostcards90
Mt. St. Helens and Spirit Lake,Postcard of Mount St. Helens and Spirit Lake in the fall before the 1980 eruption.  | Mt. St. Helens and Spirit Lake are especially charming under the spell of autumn coloring.,,photographic postcards,Walt Dyke,1960,volcanoes; mountains; lakes; boats; trees; snow; photographic postcards,Mount St. Helens; Spirit Lake,Washington,J. Boyd Ellis,"Arlington, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_185,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,46.28986,-122.157058,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/91,91,181.pdf,/nwpostcards/image/181.pdf,nwpostcards91
Waptus Lake,"Postcard of Waptus Lake in Washington State.  | Waptus Lake, with rugged peaks along the Cascade Crest, is the largest of many popular wilderness lakes reached by foot or horseback from Salmon La Sac, Washington.",,photographic postcards,John F. Warth,1970,lakes; mountains; trees; photographic postcards,Waptus Lake,Washington,Ellis Post Card Co.,"Arlington, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_186,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.4375 x 5.4375, Color",Image;StillImage,application/pdf,eng,47.500098,-121.163678,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/92,92,182.pdf,/nwpostcards/image/182.pdf,nwpostcards92
Lake Keechelus,"Postcard of Lake Keechelus in Washington state.  | Lake Keechelus. One of the many storage reservoirs which collect the waters from the melting snows of the Cascade mountains and make them available for the irrigation projects of eastern Washington. Sunset highway (U.S. No. 10), the main cross state highway, may be seen along the shore on the right.",,photographic postcards,J. Boyd Ellis,1960,lakes; mountains; trees; photographic postcards,Lake Keechelus,Washington,Ellis Post Card Co.,"Arlington, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_187,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.4375, Color",Image;StillImage,application/pdf,eng,47.380452,-121.390958,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/93,93,183.pdf,/nwpostcards/image/183.pdf,nwpostcards93
Saint Anne's Chapel,"Postcard of the Saint Anne's Chapel in Portland, Oregon. | Saint Anne's Chapel contains reproductions of the famous paintings of the Madonna by world-renowned artists. Sanctuary of Our Sorrowful Mother, Portland, Oregon.",,photographic postcards,H.A. Williams,1960,chapels (rooms or structures); trees; religious buildings; photographic postcards,Portland,Oregon,"Christian's Color Card Service, Inc.","Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_155,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.4375 x 5.5, Color",Image;StillImage,application/pdf,eng,45.553307,-122.574541,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/94,94,184.pdf,/nwpostcards/image/184.pdf,nwpostcards94
Tieton Reservoir,Postcard of Rimrock Lake in Washington state.  | Tieton Reservoir. Affords irrigation storage and at the same time provides a recreational spot of matchless beauty. On the White Pass highway leading from the Yakima Valley across the Cascades to South West Washington.,,photographic postcards,Bob & Ira Spring,1960,lakes; mountains; trees; automobiles; men; women; children; clouds; reservoirs; photographic postcards,Rimrock Lake,Washington,Ellis Post Card Co.,"Arlington, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_188,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,46.634866,-121.127425,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/95,95,185.pdf,/nwpostcards/image/185.pdf,nwpostcards95
North Head Lighthouse,"Postcard of the North Head Lighthouse at the entrance of the Columbia River.  | North Head Lighthouse. A part of the light warning system marking the entrance to the Columbia River. It's 250,000 candle power beam reaches far to sea guiding ocean traffic over the Columbia Bar.",,photographic postcards,J. Boyd Ellis,1960,lighthouses; oceans; fences; buildings; photographic postcards,North Head Lighthouse; Lewis and Clark National Historical Park; Ilwaco,Washington,Ellis Post Card Co.,"Arlington, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_189,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"5.5 x 3.5, Color",Image;StillImage,application/pdf,eng,46.298742,-124.077816,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/96,96,186.pdf,/nwpostcards/image/186.pdf,nwpostcards96
Hop Harvesting,"Postcard of men harvesting hops in Washington state. | Hop Harvesting - Central Washington, the Hop Capitol of the World. The long sunny days of summer result in the development of hops of a superior quality, which are in great demand by brewers throughout the country.",,photographic postcards,Forest & Whitmire,1960,agriculture; men; herbaceous plants; perennials; farming; automobiles; photographic postcards,Yakima; Moxee,Washington,Ellis Post Card Co.,"Arlington, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_190,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,46.555884,-120.417276,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/97,97,187.pdf,/nwpostcards/image/187.pdf,nwpostcards97
Pete Lake,Postcard of a man fishing on Pete Lake in Washington state.  | Pete Lake. One of the hundreds of beautiful alpine lakes in the Salmon La Sac Recreational Area in Wenatchee National Forest in the Cascade mountains in Washington State. Easily accessible through the Salmon La Sac Mountain Resort.,,photographic postcards,John F. Warth,1960,lakes; mountains; trees; fishing; men; photographic postcards,Pete Lake; Wenatchee National Forest,Washington,Ellis Post Card Co.,"Arlington, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_191,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,47.475817,-121.231804,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/98,98,188.pdf,/nwpostcards/image/188.pdf,nwpostcards98
Pittock Mansion,"Postcard of the Pittock Mansion in Portland, Oregon. | Pittock Mansion, Portland, Oregon. This beautiful mansion was built in 1909 by one of Portland's most prominent citizens. Situated in the west hills with a panoramic view of the city, it is one of Portland's most interesting sights. Now a part of the City's park system, it has been fully restored to its former elegance. Completely modern with such innovations as a central vacuum cleaner system - elevators - thermosats in individual rooms and indirect lighting made it a marvel in its day.",,photographic postcards,Ken Vermillion,1970,historic buildings; trees; mansions; chateaux; photographic postcards,Portland,Oregon,"Smith Western, Inc.","Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_156,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.4375 x 5.4375, Color",Image;StillImage,application/pdf,eng,45.525171,-122.716666,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/99,99,189.pdf,/nwpostcards/image/189.pdf,nwpostcards99
"City Hall, Bellingham, Washingon","Postcard is of the City Hall building in Bellingham, Washington. | City Hall, Bellingham, Wash. Webber. British Columbia Penitentiary Censor's Office stamp.","written message; Postmark: 4/7/1950, Bellingham, WA; Destination: New Westminster, B.C., Canada",photographic postcards,,1950,public buildings; city halls; photographic postcards,Bellingham; Bellingham City Hall,Washington,E.C. Kropp Co.,"Milwaukee, WI","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_019,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.4375 x 5.375, Black and white",Image;StillImage,application/pdf,eng,48.755089,-122.478832,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/100,100,19.pdf,/nwpostcards/image/19.pdf,nwpostcards100
World's largest log cabin,"Postcard of the old Forestry Building in Portland, Oregon, which burned down in 1964. | Portland, Oregon. The world's largest log cabin built in 1905 for the Lewis & Clark World Exposition held in Portland at that time. For many years it was a Timber Museum housing exhibits of the Forest and Lumber Industry. Requiring 2 years to build, it was consumed in 2 hours by fire on August 17, 1964.",,photographic postcards,Georg Nilson,1960,log cabins (houses); exhibition buildings; automobiles; trees; benches; photographic postcards,Portland,Oregon,"Smith Western, Inc.","Tacoma, WA; Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_157,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,45.536017,-122.708842,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/101,101,190.pdf,/nwpostcards/image/190.pdf,nwpostcards101
"Ice Rink, Lloyd Center, Portland, Oregon","Postcard of the ice rink in the Lloyd Center shopping mall in Portland, Oregon. | Ice rink, Lloyd Center, Portland, Oregon. Spectators watching the ice skating, a feature attraction of the Lloyd Center.",,photographic postcards,,1960,ice skating rinks; men; women; shopping malls;  footbridges; photographic postcards,Portland,Oregon,Anderson Sundry Co.,"Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_158,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,45.53259,-122.653307,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/102,102,191.pdf,/nwpostcards/image/191.pdf,nwpostcards102
"Causland Memorial Park, Anacortes, Washington","Postcard is of the Causland Memorial Park in Anacortes, Washington.  |  Causland Memorial Park, Anacortes, Wash. One of the most beautiful examples of rock work in the world.",,photographic postcards,J. Boyd Ellis,1960,trees; churches; shrubs; automobiles; mosaics (visual works); buildings; amphitheaters (built works); photographic postcards,Anacortes,Washington,Ellis Post Card Co.,"Arlington, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_198,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,48.51619,-122.616009,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/103,103,192.pdf,/nwpostcards/image/192.pdf,nwpostcards103
Whatcom County Court House,"Postcard of the Whatcom County Courthouse in Bellingham, Washington.",,photographic postcards,Kyle Smith,1960,public buildings; county courthouses; totem poles; automobiles; men; photographic postcards; flagpoles; flags,Bellingham,Washington,Smith's Scenic Views,"Tacoma, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_199,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.4375 x 5.375, Color",Image;StillImage,application/pdf,eng,48.754352,-122.478094,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/104,104,193.pdf,/nwpostcards/image/193.pdf,nwpostcards104
"Bremerton, Washington","Postcard of a street in Bremerton, Washington. | Bremerton, Washington. Site of the U.S. Naval Shipyard, it is also the gateway to the Olympic Peninsula and the Hood Canal areas.",,photographic postcards,Clifford B. Ellis,1960,automobiles; streets; buildings; photographic postcards,Bremerton,Washington,Ellis Post Card Co.,"Arlington, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_200,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.4375 x 5.4375, Color",Image;StillImage,application/pdf,eng,47.565521,-122.626962,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/105,105,194.pdf,/nwpostcards/image/194.pdf,nwpostcards105
Historic Covered Bridge,"Postcard of the Grays River Bridge near Grays River, Washington. | Historic Covered Bridge. Located just off Highway 30, about 20 miles west of Cathlamet, Washington, one of the few covered bridges left in the Northwest. Built in 1905 at a cost of around $2700.00. The 158 foot span was covered in 1908. It is located on the Grays River in Wahkiakum County.",,photographic postcards,,1960,bridges; rivers; covered bridges; trees; photographic postcards,Grays River,Washington,Photo'Neil,"Long Beach, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_201,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,46.356175,-123.581067,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/106,106,195.pdf,/nwpostcards/image/195.pdf,nwpostcards106
"Snoqualmie Pass Ski Area, Washington",Postcard of the Snoqualmie Pass Ski Area in Washington state. | Snoqualmie Pass Ski Area - Night skiing is popular along the various slopes through the winter. Lake Keechelus sets in the background.,,photographic postcards,John Rucker,1960,ski trails; ski resorts; roads; mountains; snow; trees; photographic postcards,Snoqualmie Pass,Washington,Ellis Post Card Co.,"Arlington, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_192,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"4 x 5.875, Color",Image;StillImage,application/pdf,eng,47.461523,-121.478777,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/107,107,196.pdf,/nwpostcards/image/196.pdf,nwpostcards107
