objectid,title,description,creator,date,date_is_approximate,location,lcsh_loc,coverage,region,relation,digital_collection,holding_institution,source,finding aid,notes,original_file_number,identifier,rights,rightsstatement,original_format,type,language,format,cdm_url,cdmid
shattuck97,Concolor Fir,"The glass slide reads: 'Concolor Fir, Rocky Mountains, Colorado.'","Shattuck, C. H.",1904,yes,Colorado,,United States--Colorado,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,Saint Louis Biological Laboratory (645),"PG 105, Box 2, Slide 23; 35-21",0105-02-23,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/97,97
shattuck98,Pack train [3],The glass slide reads: 'Climbing Gray's Peak with pack train.',"Shattuck, C. H.",1904,yes,Grays Peak;Idaho;Blaine County,,United States--Idaho--Blaine County,Grays Peak,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 37; 41-5",105-02-37,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/98,98
shattuck99,Three Forks Cabin,"The glass slide reads: 'Three Forks Cabin, Selway National Forest.'","Shattuck, C. H.",1904,yes,Idaho,,United States--Idaho,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 38; 41-6",105-02-38,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/99,99
shattuck100,Alpine meadow,The glass slide reads: 'Packing up in a typical alpine meadow. Idaho.',"Shattuck, C. H.",1904,yes,Idaho,,United States--Idaho,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 39; 41-13",105-02-39,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/100,100
shattuck101,Rangers Weholt and Fitting,The glass slide reads: 'Rangers Weholt and Fitting in Glover's Camp. Selway N.F.',"Shattuck, C. H.",1904,yes,Selway-Bitterroot Wilderness (Idaho and Mont.);Idaho,Selway-Bitterroot Wilderness (Idaho and Mont.);,United States--Idaho,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 40; 41-16",105-02-40,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/101,101
shattuck102,Ranger Weholt,The glass slide reads: 'Ranger Weholt with pack train - Selway River.',"Shattuck, C. H.",1904,yes,Idaho,,United States--Idaho,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 42; 41-18",105-02-42,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/102,102
shattuck103,Glover's Camp,The glass slide reads: 'Friday and the bean pot. Glover's Camp. Selway N.F.',"Shattuck, C. H.",1904,yes,Selway-Bitterroot Wilderness (Idaho and Mont.);Idaho,Selway-Bitterroot Wilderness (Idaho and Mont.);,United States--Idaho,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 43; 41-19",105-02-43,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/103,103
shattuck104,Camp Blodgett,"The glass slide reads: 'Camp Blodgett. Blodgett Canyon. Rangers Weholt, Fitting and Fenn.'","Shattuck, C. H.",1904,yes,Hamilton North;Montana;Ravalli County,,United States--Montana--Ravalli County,Hamilton North,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 44; 41-20",105-02-44,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/104,104
shattuck105,Ranger Weholt crossing Moose Creek,The glass slide reads: 'Weholt fording Moose Creek near Three Forks.',"Shattuck, C. H.",1904,yes,Idaho;Idaho County,,United States--Idaho--Idaho County,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 45; 41-21",105-02-45,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/105,105
shattuck106,Pete King Cabin,The glass slide reads: 'Pete King Cabin and new ranger station. Lowell Idaho.',"Shattuck, C. H.",1904,yes,Idaho;Idaho County,,United States--Idaho--Idaho County,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 46; 41-22",105-02-46,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/106,106
shattuck107,Three Forks Ranger Station,The glass slide reads: 'Three Forks Ranger Station.',"Shattuck, C. H.",1904,yes,Idaho;Idaho County,,United States--Idaho--Idaho County,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 48; 41-24",105-02-48,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/107,107
shattuck108,"Grandfather Mountain, New Hampshire",The glass slide reads: 'Grandfather Mountain. White Mountains N.H.',"Shattuck, C. H.",1904,yes,New Hampshire,,United States--New Hampshire,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 24; 35-24",0105-02-24,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/108,108
shattuck109,Trappers Cabin,The glass slide reads: 'Trappers Cabin White Sand Lake.',"Shattuck, C. H.",1904,yes,Selway-Bitterroot Wilderness (Idaho and Mont.);White Sand Lake;Idaho;Idaho County,Selway-Bitterroot Wilderness (Idaho and Mont.);,United States--Idaho--Idaho County,White Sand Lake,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 49; 41-25",105-02-49,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/109,109
shattuck110,Falls Ranger Station,The glass slide reads: 'Falls Ranger Station Selway N.F.',"Shattuck, C. H.",1904,yes,Selway-Bitterroot Wilderness (Idaho and Mont.);Quartz Mountain;Idaho;Bonner County,Selway-Bitterroot Wilderness (Idaho and Mont.);,United States--Idaho--Bonner County,Quartz Mountain,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 50; 41-26",105-02-50,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/110,110
shattuck111,Red Fir and Cedar,The glass slide reads: 'Red Fir and Cedar. Puget Sound Or.',"Shattuck, C. H.",1904,yes,Washington,,United States--Washington,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,The end of the film,"PG 105, Box 2, Slide 25; 35-31",0105-02-25,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/111,111
shattuck112,Loess Formation,"The glass slide reads: 'Fine wind-blown sand. Loess formation on Missouri River St. Joe, Mo.'","Shattuck, C. H.",1904,yes,Missouri,,United States--Missouri,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 26; 35-32",0105-02-26,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/112,112
shattuck113,Yellow Pine Stump [1],Unidentified man standing next to a stump. The glass slide reads: '4 ft yellow pine stump cracked with 14 sticks of dynamite.',"Shattuck, C. H.",1904,yes,Washington,,United States--Washington,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 56; 48.9",105-02-56,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/113,113
shattuck114,Explosion of stump [1],"The glass slide reads: 'The down logs and trash were piled before the stumps were removed. Fig, 2. Plot I.'","Shattuck, C. H.",1904,yes,Washington,,United States--Washington,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 57; 48.12",105-02-57,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/114,114
shattuck115,View of Plot I,"The glass slide reads: 'View across Plot I showing part of slough after it was cleaned out. Fig, 4. Plot I.'","Shattuck, C. H.",1904,yes,Washington,,United States--Washington,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, http://digital.lib.uidaho.edu/cdm/ref/collection/ui_ep/id/3327)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, http://digital.lib.uidaho.edu/cdm/search/collection/spec_cs","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 58",105-02-58,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_cs/id/115,115
