objectid,title,description,interviewee,creator,creators title,interviewer,date original,date is approximate?,subject (lcsh),subject (keywords),coverage,latitude,longitude,publisher,contributing institution,publisher digital,digital collection,source,national archive number,identifier,regional office number,rights,format original,duration,type,digital format,language,website,genre,digitization specifications,date digital,full text,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path
sbw_071,Green Mountain lookout,"Green Mountain lookout, Curtis, Chester, 1951",,"Curtis, Chester",,,1951,,Selway-Bitterroot Wilderness,lookout; fire lookout,Selway-Bitterroot Wilderness (Idaho and Mont.),45.771235,-115.076222,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,475831,99-1130,99-1130,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/70,70,68.jp2,/sbw/image/68.jp2
sbw_072,Burnt Knob Cabin,"Burnt Knob Cabin, Photographer Unknown, 1920",,Photographer Unknown,,,1920,,Selway-Bitterroot Wilderness,lookout; fire lookout,Selway-Bitterroot Wilderness (Idaho and Mont.),45.70546,-114.991336,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,,99-3293,99-3293,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/71,71,69.jp2,/sbw/image/69.jp2
sbw_073,"Main street in Elk City, Nezperce National Forest","Main street in Elk City, Nezperce National Forest, Swan, K.D., 1938-08-01",,"Swan, K.D.",,,8/1/1938,,Selway-Bitterroot Wilderness,rural town,Selway-Bitterroot Wilderness (Idaho and Mont.),45.825869,-115.435939,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",National Archives Records Administration College Park,366235,FS-GP132,RG95 GP366235,Public Domain,Black-and-white photographs,,Image;StillImage; Text,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/72,72,70.jp2,/sbw/image/70.jp2
sbw_074,"Old timers in Elk City, Nezperce National Forest","Old timers in Elk City, Nezperce National Forest, Swan, K. D., 1938-08-01",,"Swan, K. D.",,,8/1/1938,,Selway-Bitterroot Wilderness,rural town,Selway-Bitterroot Wilderness (Idaho and Mont.),45.826467,-115436883,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",National Archives Records Administration College Park,366236,FS-GP131,RG95 GP366236,Public Domain,Black-and-white photographs,,Image;StillImage; Text,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/73,73,71.jp2,/sbw/image/71.jp2
sbw_075,A small unnamed natural lake in the Bitterroot Mountains. An important water shed and home for big game. Magruder Ranger District,"A small unnamed natural lake in the Bitterroot Mountains. An important water shed and home for big game. Magruder Ranger District, Steuerwald, W. E., 1958-08-01",,"Steuerwald, W. E.",,,8/1/1958,,Selway-Bitterroot Wilderness,lake,Selway-Bitterroot Wilderness (Idaho and Mont.),45.905778,-114.469414,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",National Archives Records Administration College Park,496514,FS-GP77,RG95 GP496514,Public Domain,Black-and-white photographs,,Image;StillImage; Text,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/74,74,72.jp2,/sbw/image/72.jp2
sbw_076,"Castle Rock as seen  from Nez Perce Peak, Salmon Mountain District","Castle Rock as seen  from Nez Perce Peak, Salmon Mountain District, Flint, Howard, 1922",,"Flint, Howard",,,1922,,Selway-Bitterroot Wilderness,mountain,Selway-Bitterroot Wilderness (Idaho and Mont.),45.726555,-114.561067,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,168787,99-6724,99-6724,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/75,75,73.jp2,/sbw/image/73.jp2
sbw_077,"Selway River Scene, Selway National Forest","Selway River Scene, Selway National Forest, Flint, Howard, 1922",,"Flint, Howard",,,1922,,Selway-Bitterroot Wilderness,scenic lanscape,Selway-Bitterroot Wilderness (Idaho and Mont.),46.055841,-115.206127,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,168758,99-6999,99-6999,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/76,76,74.jp2,/sbw/image/74.jp2
sbw_078,"Selway River Scene, Selway National Forest","Selway River Scene, Selway National Forest, Flint, Howard, 1922",,"Flint, Howard",,,1922,,Selway-Bitterroot Wilderness,scenic lanscape,Selway-Bitterroot Wilderness (Idaho and Mont.),46.090853,-115.1124,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,168759,99-6999a,99-6999a,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/77,77,75.jp2,/sbw/image/75.jp2
sbw_079,"Papoose Lake, El Capitan in background, Moose Creek Ranger District","Papoose Lake, El Capitan in background, Moose Creek Ranger District, Blackerby, A. W., 1957",,"Blackerby, A. W.",,,1957,,Selway-Bitterroot Wilderness,lake,Selway-Bitterroot Wilderness (Idaho and Mont.),46.136371,-114.787902,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,516259,99-7621,99-7621,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/78,78,76.jp2,/sbw/image/76.jp2
sbw_080,Selway Falls,"Selway Falls, Slusher, Edward, 1961",,"Slusher, Edward",,,1961,,Selway-Bitterroot Wilderness,scenic lanscape,Selway-Bitterroot Wilderness (Idaho and Mont.),46.053816,-115.309954,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,509855,99-7620,99-7620,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/79,79,77.jp2,/sbw/image/77.jp2
sbw_081,Selway River,"Selway River, Swan, K. D., 1925",,"Swan, K. D.",,,1925,,Selway-Bitterroot Wilderness,scenic lanscape,Selway-Bitterroot Wilderness (Idaho and Mont.),46.081447,-115.434752,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,,99-7579,99-7579,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/80,80,78.jp2,/sbw/image/78.jp2
sbw_082,"Gold Pan Lake, Magruder Ranger District","Gold Pan Lake, Magruder Ranger District, Steuenwald, W. E., 1958",,"Steuenwald, W. E.",,,1958,,Selway-Bitterroot Wilderness,lake,Selway-Bitterroot Wilderness (Idaho and Mont.),45.645008,-114.810491,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,49651,99-7100,99-7100,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/81,81,79.jp2,/sbw/image/79.jp2
sbw_083,"Carlton Lake, Bitterroot National Forest","Carlton Lake, Bitterroot National Forest, Swan, K. D., 1927-10-01",,"Swan, K. D.",,,10/1/1927,,Selway-Bitterroot Wilderness,lake,Selway-Bitterroot Wilderness (Idaho and Mont.),46.684246,-114.22298,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,223981,99-7071,99-7071,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/82,82,80.jp2,/sbw/image/80.jp2
sbw_084,Powell Ranger Station,"Powell Ranger Station, Stevenwald, W. E., 1954",,"Stevenwald, W. E.",,,1954,,Selway-Bitterroot Wilderness,ranger station,Selway-Bitterroot Wilderness (Idaho and Mont.),46.509942,-114.712207,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,479261,99-3497,99-3497,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/83,83,81.jp2,/sbw/image/81.jp2
sbw_085,"Upper Big Creek Lake, Bitterroot National Forest","Upper Big Creek Lake, Bitterroot National Forest, Swan, K. D., 1923",,"Swan, K. D.",,,1923,,Selway-Bitterroot Wilderness,lake,Selway-Bitterroot Wilderness (Idaho and Mont.),46.475463,-114.377832,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,,99-7069,99-7069,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/84,84,82.jp2,/sbw/image/82.jp2
sbw_086,"Big Creek Lake and Pilot Peak view south from Stony Pass, Selway National Forest","Big Creek Lake and Pilot Peak view south from Stony Pass, Selway National Forest, McDonald, C. H., 1958",,"McDonald, C. H.",,,1958,,Selway-Bitterroot Wilderness,mountain,Selway-Bitterroot Wilderness (Idaho and Mont.),46.499692,-114.346075,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,493653,99-7082,99-7082,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/85,85,83.jp2,/sbw/image/83.jp2
sbw_087,"Burnt Knob Lake, Nez Perce National Forest","Burnt Knob Lake, Nez Perce National Forest, Swan, K. D., 1938",,"Swan, K. D.",,,1938,,Selway-Bitterroot Wilderness,lake,Selway-Bitterroot Wilderness (Idaho and Mont.),45.703902,-114.98816,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,366747,99-6733,99-6733,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/86,86,84.jp2,/sbw/image/84.jp2
sbw_088,"Burnt Knob Lookout, Nez Perce National Forest","Burnt Knob Lookout, Nez Perce National Forest, Swan, K. D., 1938-08-01",,"Swan, K. D.",,,8/1/1938,,Selway-Bitterroot Wilderness,lookout; fire lookout,Selway-Bitterroot Wilderness (Idaho and Mont.),45.701564,-114.990821,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",National Archives Records Administration College Park,366241,FS-GP134,RG95 GP366241,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/87,87,85.jp2,/sbw/image/85.jp2
sbw_089,View into Flat Creek from the North Side of Salmon Mountain,"View into Flat Creek from the North Side of Salmon Mountain, Swan, K. D., 1938",,"Swan, K. D.",,,1938,,Selway-Bitterroot Wilderness,mountain,Selway-Bitterroot Wilderness (Idaho and Mont.),45.635947,-114.838042,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,366244,99-6731,99-6731,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/88,88,86.jp2,/sbw/image/86.jp2
sbw_090,"View Across Big Creek, Bitterroot National Forest","View Across Big Creek, Bitterroot National Forest, Shoemaker, Theodore, 1924",,"Shoemaker, Theodore",,,1924,,Selway-Bitterroot Wilderness,mountain,Selway-Bitterroot Wilderness (Idaho and Mont.),45.50563,-114.35395,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,184879,99-6261a,99-6261a,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/89,89,87.jp2,/sbw/image/87.jp2
sbw_091,"Fishing in Bargemon Creek, Nez Perce National Forest","Fishing in Bargemon Creek, Nez Perce National Forest, Swan, K.D., 1938-08-01",,"Swan, K.D.",,,8/1/1938,,Selway-Bitterroot Wilderness,fishing,Selway-Bitterroot Wilderness (Idaho and Mont.),45.72284,-115.033386,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",National Archives Records Administration College Park,366239,FS-GP123,RG95 GP366239,Public Domain,Black-and-white photographs,,Image;StillImage; Text,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/90,90,88.jp2,/sbw/image/88.jp2
sbw_092,"Landscape on Salmon Mountain District, Jerusalem Mountain (center)","Landscape on Salmon Mountain District, Jerusalem Mountain (center), Flint, Howard, 1922",,"Flint, Howard",,,1922,,Selway-Bitterroot Wilderness,scenic lanscape,Selway-Bitterroot Wilderness (Idaho and Mont.),45.818093,-114.552569,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,168789,99-6261a,99-6261,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/91,91,89.jp2,/sbw/image/89.jp2
sbw_093,"View of Salmon Mountain District ""A Storm on the High Range""","View of Salmon Mountain District ""A Storm on the High Range"", Flint, Howard, 1922",,"Flint, Howard",,,1922,,Selway-Bitterroot Wilderness,scenic lanscape,Selway-Bitterroot Wilderness (Idaho and Mont.),45.774827,-114.590678,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,168776,99-6723a,99-6723a,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/92,92,90.jp2,/sbw/image/90.jp2
sbw_094,"Hot Springs on Warm Spring Creek, Powell Ranger District, Selway National Forest","Hot Springs on Warm Spring Creek, Powell Ranger District, Selway National Forest, Beatty, D. L., 1922",,"Beatty, D. L.",,,1922,,Selway-Bitterroot Wilderness,hot springs,Selway-Bitterroot Wilderness (Idaho and Mont.),46.461534,-114.873059,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,169157,99-7000,99-7000,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/93,93,91.jp2,/sbw/image/91.jp2
sbw_095,"Hot Springs on Warm Springs Creek, Powell Ranger District, Selway National Forest","Hot Springs on Warm Springs Creek, Powell Ranger District, Selway National Forest, Beatty, D. L., 1922",,"Beatty, D. L.",,,1922,,Selway-Bitterroot Wilderness,hot springs,Selway-Bitterroot Wilderness (Idaho and Mont.),4.1534,-114.873059,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,169156,99-7142,99-7142,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/94,94,92.jp2,/sbw/image/92.jp2
sbw_096,"View from the Steep Hill Trail, El Capitan in center, Salmon Mountain District","View from the Steep Hill Trail, El Capitan in center, Salmon Mountain District, Flint, Howard, 1922",,"Flint, Howard",,,1922,,Selway-Bitterroot Wilderness,scenic lanscape,Selway-Bitterroot Wilderness (Idaho and Mont.),45.660727,-114.507594,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,168783,99-6260c,99-6260c,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/95,95,93.jp2,/sbw/image/93.jp2
sbw_097,Lolo Pass,"Lolo Pass, Photographer Unknown, 1926",,Photographer Unknown,,,1926,,Selway-Bitterroot Wilderness,Landmark,Selway-Bitterroot Wilderness (Idaho and Mont.),46.634822,-114.57922,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,,99-4583,99-4583,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/96,96,94.jp2,/sbw/image/94.jp2
sbw_098,"Packing lumber for Freeman Peak lookout cabin, Selway National Forest","Packing lumber for Freeman Peak lookout cabin, Selway National Forest, Swan, K. D., 1925",,"Swan, K. D.",,,1925,,Selway-Bitterroot Wilderness,pack string,Selway-Bitterroot Wilderness (Idaho and Mont.),46.133694,-114.810591,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,199187,99-4959,99-4959,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/97,97,95.jp2,/sbw/image/95.jp2
sbw_099,Fishing in the Selway River below the mouth of Deep Creek,"Fishing in the Selway River below the mouth of Deep Creek, Swan, K. D., 1938",,"Swan, K. D.",,,1938,,Selway-Bitterroot Wilderness,fishing,Selway-Bitterroot Wilderness (Idaho and Mont.),45.713312,-114722257,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,346246,99-5788,99-5788,Public Domain,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/98,98,96.jp2,/sbw/image/96.jp2
sbw_100,"Unpacking the packstring at the end of a day of travel in the Selway Wilderness Area. Scene taken at Indian Lake, Moose Creek District. An adirondack shelter in right portion of picture. Personnel left to right: Reginald Blundell, packer, Eugene Dyson, Forest Engineer, Glenn Boy, Ranger. Indian Lake, Moose Creek District","Unpacking the packstring at the end of a day of travel in the Selway Wilderness Area. Scene taken at Indian Lake, Moose Creek District. An adirondack shelter in right portion of picture. Personnel left to right: Reginald Blundell, packer, Eugene Dyson, Forest Engineer, Glenn Boy, Ranger. Indian Lake, Moose Creek District, Blakerby, A. W., 1957-08-14",,"Blakerby, A. W.",,,8/14/1957,,Selway-Bitterroot Wilderness,pack string,Selway-Bitterroot Wilderness (Idaho and Mont.),46.144697,-114.710498,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",NARA College Park,516261,FS-GP23,RG95 GP516261,Public Domain,Black-and-white photographs,,Image;StillImage; Text,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpt JPEG for access.,2012,,,,4/25/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/99,99,97.jp2,/sbw/image/97.jp2
