title,description,authors,date,subject,publisher,identifier,rights,rightsstatement,document type,type,format digital,language,full text,filename,OCLC number,date created,date modified,reference url,cdmid,CONTENTdm file name,CONTENTdm file path,objectid
Establishing Reference Sites and Evaluating Thinning and Burning As Restoration Tools for the Northern Idaho Ground Squirrel (Urocitellus brunneus),"Thesis by Elise Suronen concerning Restoration, Fire, Wildlife and other subjects",Elise Suronen,2012,Restoration;Fire;Wildlife,University of Idaho,Suronen_2012,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Thesis,Text,application/pdf,eng,,,,2015-03-10,2015-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/rangecoll/id/50,50,55.pdf,/rangecoll/image/55.pdf,rangecoll50
The Use of Nurse Crops for Roadside Revegetation,"Thesis by Mitch Thomas concerning Restoration, Plant Communities, Native Plants and other subjects",Mitch Thomas,2002,Restoration;Plant Communities;Native Plants,University of Idaho,Thomas_2002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Thesis,Text,application/pdf,eng,,,,2015-03-10,2015-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/rangecoll/id/51,51,56.pdf,/rangecoll/image/56.pdf,rangecoll51
Guide for Quantifying Fuels in the Sagebrush Steppe and Juniper Woodlands of the Great Basin,"Field Guide by Andrea Stebleton et al. concerning Fire, Rangeland Management, Monitoring and other subjects",Andrea Stebleton; S. Bunting,2009,Fire;Rangeland Management;Monitoring,University of Idaho,SageSTEP-Fuels-Guide_2009,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Field Guide,Text,application/pdf,eng,,,,2015-03-10,2015-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/rangecoll/id/52,52,57.pdf,/rangecoll/image/57.pdf,rangecoll52
Guide for Quantifying Post-Treatment Fuels in the Sagebrush Steppe and Juniper Woodlands of the Great Basin,"Field Guide by Andrea Stebleton et al. concerning Fire, Rangeland Management, Monitoring and other subjects",Andrea Stebleton; S. Bunting,2009,Fire;Rangeland Management;Monitoring,University of Idaho,SageSTEP-Post-Fuels-Guide_2009,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Field Guide,Text,application/pdf,eng,,,,2015-03-10,2015-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/rangecoll/id/53,53,58.pdf,/rangecoll/image/58.pdf,rangecoll53
Pasture and Grazing Management in the Northwest,"Book by Glenn Shewmaker et al. concerning Pasture, Grazing, Rangeland Management and other subjects",Glenn Shewmaker; M.G. Bohle (eds.),2010,Pasture;Grazing;Rangeland Management,Pacific Northwest Extension Publication 614,Pasture-Grazing-Mgmt-PNW_2010,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Book,Text,application/pdf,eng,,,,2015-03-10,2015-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/rangecoll/id/54,54,59.pdf,/rangecoll/image/59.pdf,rangecoll54
Effects of a Specific Sordaria Fimicola Strain on Fecundity and Herbivory of Bromus Tectorum,"Thesis by Jason Campbell concerning Invasive Plants, Ecology and other subjects",Jason Campbell,2013,Invasive Plants;Ecology,University of Idaho,Campbell_2013,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Thesis,Text,application/pdf,eng,,,,2015-03-10,2015-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/rangecoll/id/55,55,6.pdf,/rangecoll/image/6.pdf,rangecoll55
Sage-grouse Habitat in Idaho: A Pratical Guide for Landowners and Managers,"Field Guide by Jeff Gillian et al. concerning Wildlife, Rangeland Management and other subjects",Jeff Gillian; E.K. Strand,2010,Wildlife;Rangeland Management,University of Idaho,Sage-grouse-guide_2010,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Field Guide,Text,application/pdf,eng,,,,2015-03-10,2015-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/rangecoll/id/56,56,60.pdf,/rangecoll/image/60.pdf,rangecoll56
50+ Years of Change on Abandoned Farmland in Southern Idaho,"Report by Steve Bunting concerning Invasive Plants, Ecology, Herbivory and other subjects",Steve Bunting,1993,Invasive Plants;Ecology;Herbivory,University of Idaho,Bunting-Piemeisel-Report_1993,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Report,Text,application/pdf,eng,"50+ Years of Change on Abandoned Farmland in Southern Idaho  A Final Report submitted to the Bureau of Land Management  Submitted by: Erin F. Peters, Univ. of Idaho  Stephen c. Bunting, Univ. of Idaho  28 Jan. 1993  2  INTRODUCTION  Prior to Euro-American settlement of the Snake River Plains,  plant communities were dominated by big sagebrush (Artemisia  tridentata), with interspersed bunchgrasses (Stipa and Festuca)  (Hironaka et al. 1983). Disturbance in this region was believed  to have been fairly low, with fire having the greatest impact  when it occurred (Peters and Bunting in press). Following fire,  these communities may have been dominated by annual fescues  (Vulpia spp.) and early seral perennial grasses, such as  squirreltail (Sitanion bystrix), and replaced later by the  sagebrush and late seral bunchgrasses. With the advent of  farming and cattle grazing, and with the introduction of weedy  annual species, the successional pattern changed. Initial  dominance by annual forbs, such as Russian thistle (Salsola kali)  and mustards (Sisymbrium spp. and Descurainia spp.) followed by  long-term dominance by annual grasses, mainly cheatgrass (Bromus  tectorum) has occurred on many disturbed sites. Piemeisel (1945,  1951} observed that this change in annual dominance generally  occurred over a five year period, and would be repeated with  disturbance.  In the Snake River Plains region, many farms were abandoned  during the early 1900's because of low crop productivity and  drought. These abandoned farmlands, and other degraded areas,  supported a weedy cover that provided large host areas for the  beet leafhopper (Eutettix tenellus) a vector of the virus that  causes curly top disease in sugar beets (Piemeisel 1938). The  initial study resulting in the establishment of the exclosures  was developed by Piemeisel to study the relationship between the  weedy cover of the abandoned farmlands and populations of the  beet leafhopper. This initial study evolved into a long-term  successional study that has been continued by researchers at the  University of Idaho.  METHODS  3  To study the relationship between the weedy cover and the  beet leafhopper, five plots were originally established  (Piemeisel 1938). Today, two are still intact and managed in  cooperation by the Bureau of Land Management and the University  of Idaho. These exclosures occur within the Artemisia tridentata  spp. wyomingensis/Stipa thurberiana habitat type (Hironaka et al.  1983). Sandberg's bluegrass (Poa secunda), streambank wheatgrass  (Agropyron riparium) and squirreltail are common species in this  habitat type. The soils of these sites have been classified as  coarse-silty, mixed, mesic Xerollic Camborthid, Typic Camborthid  or Durixerollic Camborthid (Hironaka et al. 1983).  The Burley exclosure, located approximately 7 miles  southwest of the city of Burley, was established in 1930 on a  farm abandoned in 1916 (Piemeisel 1938). In June 1938, this  exclosure was additionally fenced to exclude jackrabbits. The  Castleford exclosure, located approximately 15 miles southeast of  the town of Castleford, was established in April 1931 (Piemeisel  1938). This farm was abandoned in 1920. In 1944, the exclosure  was additionally fenced against jackrabbits.  Plots were set up on 40 acres to include 1/2 cropland and  1/2 sagebrush. However, on the Castleford exclosure, the split  was slightly more than 20 acres of sagebrush. Transects were  permanently established and numbered posts were set up on a  lOOxlOO' grid. Sample quadrats were established on either side  of the transect posts 10m on a diagonal (Fig. 1). Sample  quadrats were initially marked with small wooden stakes. In  1992, the near corner of each sample plot was re-marked with  looped steel stakes. Also in 1992, permanent plots were  established within the sagebrush portion of the exclosures.  4  Density data were collected initially only within 25x25cm  quadrats, but in 1948 was expanded to include lxlm quadrats for  better representation of the perennial species, primarily  sagebrush. The density of the annual species is under-estimated  since actual counts of the plants in the 25x25cm plot were  suspended after the first 25 plants were counted. This was done  to emulate the work done by Dr. Piemeisel and also to save time.  The density of streambank wheatgrass, a rhizomatous species, was  also under-estimated. Analysis of the density of streambank  wheatgrass was based on the number of clumps for this species.  Individual stems were counted up to 25, then discountinued to  save time. Frequency data were also obtained for each species.  Sampling in 1992 included density and frequency in 25x25cm and  lxlm plots, and was conducted in both the ""weedy"" and ""sagebrush""  portion of each exclosure.  CLXHATB  The climate of this area is characterized by low rainfall  (mean annual precipitation = 2.5 em) and dry, hot summers.  Precipitation occurs primarily in the winter months (Figure 2).  For the years that data have been collected, average growing  season (April - August) temperature, average growing season  precipitation, and winter (October - March) precipitation is  presented in Figure 2 (US Weather Bureau Data).  RESULTS  BURLEY EXCLOSURE - ""WEEDY"" PORTION  5  In 1938, the vegetation on the Burley site was dominated by  Russian thistle (76 plantsfm2  ) and two mustards (118 plantsfm2 )  (Table 1). Cheatgrass replaced Russian thistle by 1945  (Piemeisel 1951), and has maintained a density of more than 100  plantsfm2 since 1948 (Table 1). Perennial grasses, as a whole,  have maintained densities between 50 and 90 plantsfm2 , with the  sampling in 1954 having the highest density (Table 1). Density  of species groupings have shifted from annual herbs (1937 and  1938) to annual/perennial grass (1948-1992) (Figure 3).  Sagebrush density declined from approximately 8 plantsfm2 in 1937  to 1 plantfm2 in 1992 (Figure 4). A comparison of annual vs.  perennial density (Figure 5) indicated the change in life-form  dominance: by 1992, perennial species occur in higher densities  than annual species.  Frequency analysis (Figure 6) showed that the first  6  perennial species to increase on these plots was squirreltail ,  which by 1951 occurred in 60% of the plots sampled (Table 2) and  maintained a consistent frequency until 1992. Sampling in 1992  indicated that Sandberg's bluegrass and streambank wheatgrass had  a 3-fold increase in frequency (Figure 6). The dominance of  sagebrush on this portion of the site is not reflected by  frequency analysis.  BURLEY EXCLOSURE - ""SAGEBRUSH"" PORTION  Changes in the community composition of the sagebrush  portion have occurred, but data are not available for comparison.  The only record of vegetation changes are in the old photographs  of Dr. Piemeisel (stored at the University of Idaho) and slides  of the area taken by Dr. M. Hironaka (University of Idaho).  Fires have occurred on the exclosure in the early 1960's and  again in the mid 1980's. Thus, the current community composition  reflects the successional changes after disturbance. Figure 7  illustrates the density of perennial species within the sagebrush  portion. This portion of the site is dominated by streambank  wheatgrass and Sandberg's bluegrass. Cheatgrass density,  extrapolated from the 25x25cm data, was greater than 107  plantsjm2  •  CASTLEFORD EXCLOSURE - ""WEEDY"" PORTION  In the years since the Castleford exclosure has been  7  exclosed to cattle and jackrabbits, the dominant species has been  cheatgrass. In the earlier years of the study (1938}, Russian  thistle dominated (11.7 plantsfm2  ), but in later years, it was  replaced by tumblemustard and cheatgrass (1943) (Table 3).  Russian thistle has not been recorded on this site since 1945.  The results from the 1992 sampling indicated an increase in  salsify (Tragopogon), Sandberg's bluegrass, and crested  wheatgrass (Agropyron cristatum) (Figure 8). Combined, the  perennial grasses had a density of 3.4 plantsfm2 (Table 3). This  value may be somewhat misleading, in that the perennial species  occurred in isolated dense patches and were not uniformly  distributed on the plot. Prior seeding experiments of Dr.  Piemeisel's account for part of the increase in crested  wheatgrass, but more importantly, part has been the natural  establishment of seedlings from the surrounding crested  wheatgrass allotment. No sagebrush were observed within this  half of the exclosure.  Analysis of frequency data (Table 4, Figure 9) also  indicates the change in community composition of the ""weedy""  portion of this exclosure. However, it is clear that cheatgrass  remains the dominant species on this site (Figure 9).  CASTLEFORD EXCLOSURE - ""SAGEBRUSH"" PORTION  Community composition change of this portion of the  Castleford exclosure appears to have been slight since the early  1930's. It is unfortunate that there is very little data on the  sagebrush portion of both exclosures, and old photographs and  slides are the only method of comparison. The perennial grass  species are scattered in the interspaces between the dominant  sagebrush, which form a fairly dense stand (approx. 3 plantsfm2)  (Figure 10). A portion of the sagebrush, along an old ditch or  roadway, has died back. Within this area, cheatgrass and other  annual species dominate. Throughout the whole ""sagebrush""  portion, cheatgrass had an average density of 80 plantsfm2  (extrapolated from 25x25cm data).  DrscussroN  BURLEY EXCLOSURE  8  Successional changes on the abandoned farmland (""weedy"")  portion of this exclosure have been well documented (Piemeisel  1951, Hironaka and Tisdale 1963). The initial vegetation was  dominated by annual forbs (Russian thistle and mustards) and  those were replaced by annual grasses, chiefly cheatgrass, but  also the native annual fescue. squirreltail was the primary  perennial grass to establish in the cheatgrass communities  (Piemeisel 1945, 1951, Hironaka and Tisdale 1963). The frequency  of streambank wheatgrass had increased in the years between 1948  and 1951, but had declined by 1954, and since then has increased  to approximately 50%. Changes in the perennial grass component  have occurred over the past 50 years, but were not unexpected. A  decrease in squirreltail, and a concurrent increases in  bluegrass, riparian wheatgrass and needlegrasses indicate a later  seral stage community, as evidenced by the low density of large  sagebrush •  9  Sagebrush had established in the ""weedy"" portion by 1937,  but since then the density has declined. This phenomenon may be  due to the self-thinning of maturing sagebrush. The sagebrush  present at the 1992 sampling were quite large, and very few small  sagebrush were observed. It may be that sagebrush experiences  population cycling, such that recruitment does not occur until  the mature plants become quite decadent, or until some  disturbance opens up the community.  Cheatgrass remains very prominent on both portions of this  exclosure, but has been limited to slightly more than 50% of the  sampled plots. Total preclusion of cheatgrass by the perennial  species will likely not occur, as localized disturbances will  always create openings for this species which has an ample seed  source from the surrounding farmlands.  CASTLEFORD EXCLOSURE  Community changes on the ""weedy"" portion of the Castleford  exclosure have been slow. This site is still dominated by  cheatgrass, with widely interspersed crested wheatgrass. No  sagebrush has become established in the last several decades.  This lack of colonization by sagebrush, or other perennial  grasses may be due to the lack of seed source from the  surrounding vegetation. Examination of early photographs  indicates that the vegetation surrounding the exclosure was  10  dominated by annual species, and then the area was converted to a  crested wheatgrass allotment. The wind pattern at this site  comes from a southerly direction, and thus the seed source from  the sagebrush and perennial grasses, which lay to the north, are  not available. It is not known if sagebrush are being  established outside the north end of the exclosure in the crested  wheatgrass allotment. In May 1992, there was very little  vegetation surrounding the exclosure due to intense grazing of  the crested wheatgrass (in June 1991, the allotment had not been  grazed)  Soil disturbance, by animal species within the ""sagebrush""  portion, open areas for colonization by annual species. A  constant seed source, from both within and outside the exclosure,  guarantee the presence of annual species for many years to come.  The dominance of cheatgrass in the ""weedy"" portion of the  exclosure, and the dominance of sagebrush in the ""sagebrush""  portion make this an ideal place to study differences in nutrient  cycling between annual dominated communities and perennial shrub  dominated communities.  11  Literature Cited  Hironaka, M., M. A. Fosberg, A. H. Winward. 1983. sagebrush­grass  habitat types of southern Idaho. Univ. of Idaho, FWR Bull.  No. 35.  Hironaka, M. and E. w. Tisdale. 1963. Secondary succession in  annual vegetation in southern Idaho. Ecology 44:810-812.  Peters, E. F. and s. c. Bunting. (in press). Fire conditions  Pre- and Postoccurrence of annual grasses on the Snake River  Plain. Symposium on Ecology, Management, and Restoration of  Intermountain Annual Rangelands, Boise, ID, May 18-24, 1992.  USDA For. Serv. Gen. Tech. Rep. Int. Res. Station, Ogden, UT.  Piemeisel, R. L. 1938.  sagebrush land and their  654. 44pp.  Changes in weedy plant cover on cleared  probable causes. USDA Tech. Bull. No.  1945. Natural replacement of weed hosts of the beet  leafhopper as affected by rodents. USDA Circular No. 739. 48pp.  1951. Causes affecting change and rate of change in a  vegetation of annuals in Idaho. Ecology 32:53-72.  ••••••••••••  •••••··•·•.••·•·••••••••••·•·•·I·•··••••  ···················· ii ............... .  ••••••••••••••  ••••••••••••••••• ••••••••••••••••••••  • •••••••••  10 m  Figure 1. Schematic of the layout of the Burley and  Castleford exclosures. The shaded area represents the  initial sagebrush portion, the unshaded area represents the  cleared portion. The exclosure was subdivided into 100 ft.  sections, marked with permanently placed stakes (depicted by  ""-""). Sample plots are located on the diagonal 10 meters  from the corner stake, depicted by ""·"" as illustrated in  lower left.  YEAR  1938  1948  1954  1961  1992  30  ~ Temperature ~~A pn'I -Au g Pp t  25 20 15 10 5 0 5  Temp (C)  - Oct-March ppt  10 15  Ppt (em)  20 25  Figure 2. Weather data from Burley, ID, for the years that data were collected.  Precipitation (em) is divided into two categories: growing season (April- Aug.) and  winter (Sept.- March). Temperature (°C) is the mean for the growing season.  Precipitation data for Oct.-March 1938 was not available.  Number 1m2  200 -j I  150 +----------  100--  50--  0  1937 1938 1948 1954 1961 1992  Year  ~ R. Thistle tR Mustards - Borages 1111 Cheatgrass  l'kt%1 Fescue - Perennial ~Sage  Figure 3. Density (m2) of vegetation on the ""weedy"" portion of the Burley Exclosure for  the years 1937 through 1992. Values were extrapolated from 25x25cm quadrat data. Species  - of borages, fescues, mustards, and perennial grasses (perennial) were grouped to coincide  with the data from 1937 and 1938 of Dr. Piemeisel.  Number/m2  8.--------------------------------------------------,  7 ----------- ···------------------------·- ·····-····· ·------·-···----- ------------ .. -------- ······-·····-···------ ------------------- ·J  6  5  4 .... --- ----·--L-  3  2 ---  1  0 -1937 1938 1948 1954 1961 1992  YEAR  ·Figure 4. Density (m2  ) of sagebrush within the ""weedy"" portion of the Burley Exclosure  for the years 1937 through 1992. Values were extrapolated from 25x25cm quadrat data.  Number/m2  300  250 -------·----------------------·---·--------·---·--·-----------·---------·-----·· -----·-----·-·------1  200  150  100  50  0  1937 1938 1948 1954 1961 1992  YEAR  -Annuals -Perennials  'Figure 5. Annual and perennial density (m2) within the ""weedy"" portion of the Burley  Exclosure for the years 1937 through 1992. Values extrapolated from 25x25cm quadrat data.  PERCENT FREQUENCY  100.---------------------------------------------~  80  60  40  20  0  1948  - Cheatgrass  Et~l Squirreltail  1951 1954  YEAR  lmntl Ann. Fescue  D Sagebrush  1963 1992  - Wheatgrass  ~ Bluegrass  Figure 6. Percent frequency of species within the ""weedy"" portion of the Burley Exclosure  for the years 1948 through 1992.  Number/m2  30r---------------/=~~--------------~  25  20 ~--  15 _____ ,. _____ .. -······-···-·--·····--··-------··-···-- ------~------- ----···--·-- ····--------··-  10  5  0  Wheatgrass Squirreltail Bluegrass Needlegrass Sagebrush  SPECIES  . Figure 7. Density (m2) of perennial species within the ""sagebrush"" portion of the Burley  Exclosure for the year 1992. '  Number/m2  400 ~ ~  350  300  250  200  150  -----·---·--· -- --··-···--··-·----- ---.. ·-··---- -· ----------------------------------------  1 00 +----- ----- ·----··--·------------------------------------  50 ----------· --------··-·- -------------------------------------···----···-----  ~  0 IQ---7 227 I &lt;~7 z&lt;~z L  1938 1943  - R. Thistle  - Cheatgraaa  1945 1950  YEAR  ~ Mustards  llll Perennials  1---------------------------· -------·-. -· -----  1961 1992  hit I Boragea  Figure 8. Density (m2) of species within the ""weedy"" portion of the Castleford Exclosure  for the years 1938 through 1992. All species of mustards, borages, and perennial grasses  (perennial) were grouped together to coincide with the data from 1938 of Dr. Piemeisel.  PERCENT FREQUENCY  100 ~  80  60  40  20  0  1948  B Cheatgrass  ~ Salsify  1949 1950  YEAR  ~ Mustard  ~ Wheatgrass  1961 1992  r~:=:l 81 uegrass  Figure 9. Percent frequency of species within the ""weedy"" portion of the Castleford  Exclosure for the years 1948 through 1992.  Number 1m2  25~--------~==~~----------------~  20 +-------- I  15 + -------  10  5  0  Agri Sihy Pose Stth Artr Phac Agcr  SPECIES  Figure 10. Density (m2) of perennial species within the ""sagebrush"" portion of the  Castleford Exclosure for 1992. Agri = streambank wheatgrass; Sihy = Squirreltail; Pose =  _Sandberg's bluegrass; Stth = Thurber's needlegrass; Artr = sagebrush; Phac = phlox; Agcr =  crested wheatgrass.",,,2015-03-10,2015-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/rangecoll/id/57,57,61.pdf,/rangecoll/image/61.pdf,rangecoll57
"Interactions Among Grazing, Fire, and Invasive Plants in the Sagebrush Steppe Ecosystem","Report by Eva Strand et al. concerning Fire, Grazing, Invasive Plants and other subjects",Eva Strand; B.H. Brockett; B.J. Goehring; S. Hatch; A.L. Kuchy; A.A. Stebelton; K.L. Launchbaugh,2008,Fire;Grazing;Invasive Plants,University of Idaho,Murphy-Final-Report_2008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Report,Text,application/pdf,eng,,,,2015-03-10,2015-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/rangecoll/id/58,58,62.pdf,/rangecoll/image/62.pdf,rangecoll58
Targeted Grazing - A Natural Approach to Vegetation Management,"Book by Karen Launchbaugh et al. concerning Grazing, Rangeland Management, Livestock and other subjects",Karen Launchbaugh; J.W. Walker; R. Daines (eds.),2006,Grazing;Rangeland Management;Livestock,American Sheep Industry,ASI-Target-Grazing-Book_2006,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Book,Text,application/pdf,eng,,,,2015-03-10,2015-03-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/rangecoll/id/59,59,63.pdf,/rangecoll/image/63.pdf,rangecoll59
