title,description,date,date_is_approximate,subject,campus_event,campus_organization,latitude,longitude,donor,publisher-digital,source,identifier,rights,rightsstatement,format_original,type,format,language,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Alpha Kappa Epsilon house circa 1915,"Alpha Kappa Epsilon house, circa 1915. The fraternity later became Phi Gamma Delta in 1920.",1915,yes,fraternity houses,Greek Life,Alpha Kappa Epsilon,46.726021,-117.006981,Hodgins Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,025-01,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/166,166,167.jp2,/pg2/image/167.jp2,pg2166
"Delta Sigma Phi house, 503 University Avenue","An angled photo of Delta Sigma Phi house, located at 503 University Avenue on the University of Idaho campus.",1950,yes,fraternity houses,Greek Life,Delta Sigma Phi house,46.727046,-117.007558,,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,026-01,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5x4 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/167,167,168.jp2,/pg2/image/168.jp2,pg2167
"Alpha Kappa Lambda, 1038 Blake Avenue [01]","Photo of two men sitting outside Alpha Kappa Lambda; one sits over the entrance of the building, and one sits on a bench near the entrance. The house was previously used by Gamma Phi Beta (1917-1958) and Alpha Gamma Delta (1958-1969).",1970,yes,fraternity houses,Greek Life,Alpha Kappa Lambda,46.725823,-117.008691,,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,027-01,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5x7 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/168,168,169.jp2,/pg2/image/169.jp2,pg2168
"Sigma Chi house under construction, 735 Nez Perce Drive","Distanced photo of Sigma Chi house under construction, located at 735 Nez Perce Drive. An individual walks past the building site in the foreground.",1960,yes,fraternity houses,Greek Life,Sigma Chi,46.723394,-117.012389,,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,028-01,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/169,169,170.jp2,/pg2/image/170.jp2,pg2169
"Sigma Chi house, 735 Nez Perce Drive","An angled photo of the entrance to Sigma Chi house, located at735 Nez Perce Drive.",1960,yes,fraternity houses,Greek Life,Sigma Chi,46.723405,-117.011725,,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,028-02,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/170,170,171.jp2,/pg2/image/171.jp2,pg2170
Delta Gamma shield,A pin of the Delta Gamma shield.,1931,yes,sororities; emblems (symbols),Greek Life,Delta Gamma,46.72853,-117.007894,Hodgins Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,039-09a,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,120mm black and white film negative,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/171,171,172.jp2,/pg2/image/172.jp2,pg2171
Gamma Phi Beta shield,Photo of worn Gamma Phi Beta shield on a pin.,1931,yes,sororities; emblems (symbols),Greek Life,Gamma Phi Beta,46.728506,-117.008651,Hodgins Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,039-10,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x2.5 black and white film negative,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/172,172,173.jp2,/pg2/image/173.jp2,pg2172
Kappa Alpha Theta shield,Photo of metallic Kappa Alpha Theta shield.,1931,yes,sororities; emblems (symbols),Greek Life,Kappa Alpha Theta,46.728958,-117.007829,Hodgins Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,039-11,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x2.5 black and white film negative,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/173,173,174.jp2,/pg2/image/174.jp2,pg2173
Kappa Kappa Gamma shield,A photograph of the Kappa Kappa Gamma shield.,1931,yes,sororities; emblems (symbols),Greek Life,Kappa Kappa Gamma,46.727529,-117.008666,Hodgins Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,039-12,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x2.5 black and white film negative,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/174,174,175.jp2,/pg2/image/175.jp2,pg2174
Kappa Sigma shield,A leather patch of the Kappa Sigma shield.,1931,yes,fraternities; emblems (symbols),Greek Life,Kappa Sigma,46.722592,-117.008467,Hodgins Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,039-13,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x2.5 black and white film negative,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/175,175,176.jp2,/pg2/image/176.jp2,pg2175
Sigma Alpha Epsilon shield,Photograph of a leather patch of Sigma Alpha Epsilon shield.,1931,yes,fraternities; emblems (symbols),Greek Life,Sigma Alpha Epsilon,46.726171,-117.006469,Hodgins Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,039-16,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x2.5 black and white film negative,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/176,176,177.jp2,/pg2/image/177.jp2,pg2176
Sigma Chi shield,Photograph  of the Sigma Chi shield. University of Idaho.,1931,yes,fraternities; emblems (symbols),Greek Life,Sigma Chi,46.723155,-117.011775,Hodgins Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,039-17,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x2.5 black and white film negative,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/177,177,178.jp2,/pg2/image/178.jp2,pg2177
Sigma Nu shield,Photograph of a leather patch of the Sigma Nu shield.,1931,yes,fraternities; emblems (symbols),Greek Life,Sigma Nu,46.728289,-117.007936,Hodgins Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,039-18,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x2.5 black and white film negative,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/178,178,179.jp2,/pg2/image/179.jp2,pg2178
"Alpha Kappa Lambda, 1038 Blake Avenue [02]","Alpha Kappa Lambda house, located at 1038 Blake Avenue on the University of Idaho campus. The house was previously used by Gamma Phi Beta (1917-1958) and Alpha Gamma Delta (1958-1969).",1970,yes,fraternity houses,Greek Life,Alpha Kappa Lambda,46.726031,-117.008803,,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,027-02,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,4.25x3.25 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/179,179,180.jp2,/pg2/image/180.jp2,pg2179
Hays Hall fashion tea,A room full of guests and models at the Hays Hall fashion tea.,1931,yes,banquet halls; fashions shows; tea (beverage),Campus Housing,Hays Hall,46.723853,-117.008093,,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,041-01,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,6.5x4 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/180,180,181.jp2,/pg2/image/181.jp2,pg2180
"Banquet, Delta Delta Delta",Students and alumnae line the tables at a Delta Delta Delta Banquet.,1953,yes,sororities; banquets (feasts),Greek Life,"Banquet, Delta",46.729515,-117.008758,,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,042-01,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/181,181,182.jp2,/pg2/image/182.jp2,pg2181
"Group picture at formal dinner, Delta Delta Delta",Women of Delta Delta Delta sit down to eat at a formal dinner in the Delta Delta Delta house.,1947,yes,sororities; dinners; group portrait,Greek Life,Delta Delta Delta,46.72956,-117.008666,Hodgins Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,042-02,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/182,182,183.jp2,/pg2/image/183.jp2,pg2182
Delta Delta Delta tea,Five ladies stand behind a table set for tea. Bonnie McKay is on the left.,1962,yes,sororities; tea (beverage); group portrait,Greek Life,Delta Delta Delta,46.729618,-117.008805,"Johnson, Maurice",University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,042-10,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/183,183,184.jp2,/pg2/image/184.jp2,pg2183
Christmas party at Ethel Steel House,A group of people sit at tables during a Christmas party at Ethel Steel House. One person walks around the room dressed as Santa Claus.,1960,yes,dormitories; parties (events),Campus Housing,Ethel Steel House,46.724392,-117.009139,University of Idaho. Publications Department.,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,043-01,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5x3.5 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/184,184,185.jp2,/pg2/image/185.jp2,pg2184
Nickel Hop at Ethel Steel House [01],Two men donate money to the Ethel Steel House at the Nickel Hop. One woman collects money and fills out raffle tickets.,1960,yes,dormitories,Campus Housing,Ethel Steel House,46.724473,-117.00907,"University of Idaho. Photo Center. Literal, Arden.",University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,043-02,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/185,185,186.jp2,/pg2/image/186.jp2,pg2185
Nickel Hop at Ethel Steel House [02],People dance at the Nickel Hop at Ethel Steel House.,1960,yes,dormitories; social dances,Campus Housing,Ethel Steel House,46.724495,-117.008831,"University of Idaho. Photo Center. Literal, Arden.",University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,043-03,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/186,186,187.jp2,/pg2/image/187.jp2,pg2186
"Nickel Hop, Forney Hall [01]",People dance in Forney Hall at the Ethel Steel House Nickel Hop.,1960,yes,dormitories; social dances,Campus Housing,Forney Hall,46.724237,-117.008052,"University of Idaho. Photo Center. Literal, Arden.",University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,044-01,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/187,187,188.jp2,/pg2/image/188.jp2,pg2187
Mr. And Mrs. Fehr bring three daughters to Forney Hall,"Mr. And Mrs. Fehr and their three daughters stand outside of the their car, ready to go to Forney Hall.",1960,yes,families; group portrait; dormitories (buildings),Campus Housing,Forney Hall,46.724262,-117.00805,"University of Idaho. Photo Center. Literal, Arden.",University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,044-03,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/188,188,189.jp2,/pg2/image/189.jp2,pg2188
"Nickel Hop, Forney Hall [02]","A couple dances at the Ethel Steel House Nickel Hop, held in Forney Hall. Other dancers can be seen in the background.",1960,yes,dormitories (buildings); social dances,Campus Housing,Forney Hall,46.724482,-117.008058,"University of Idaho. Photo Center. Literal, Arden.",University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,044-02,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/189,189,190.jp2,/pg2/image/190.jp2,pg2189
"Registering for sorority rush, Forney Hall [01]",Two women assist another woman with registering for sorority rush in Forney Hall.,1960,yes,registration (information handling); recruiting; sororities,Greek Life,Rush,46.724239,-117.008232,"University of Idaho. Photo Center. Literal, Arden.",University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,044-04,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/190,190,191.jp2,/pg2/image/191.jp2,pg2190
"Registering for sorority rush, Forney Hall [02]",Women registering for sorority rush in Forney Hall.,1960,yes,registration (information handling); recruiting; sororities,Greek Life,Rush,46.72432,-117.008246,"University of Idaho. Photo Center. Literal, Arden.",University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,044-05,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/191,191,192.jp2,/pg2/image/192.jp2,pg2191
Alpha Gamma Delta Nickel Hop [01],People dance at the Alpha Gamma Delta Nickel Hop.,1960,yes,sororities; social dances,Greek Life,Alpha Gamma Delta,46.723474,-117.011195,"University of Idaho. Photo Center. Literal, Arden.",University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,045-01,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/192,192,193.jp2,/pg2/image/193.jp2,pg2192
Alpha Gamma Delta Nickel Hop [02],People dance at the Alpha Gamma Delta Nickel Hop at the University of Idaho.,1960,yes,sororities; social dances,Greek Life,Alpha Gamma Delta,46.723554,-117.011235,"University of Idaho. Photo Center. Literal, Arden.",University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,045-02,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/193,193,194.jp2,/pg2/image/194.jp2,pg2193
"Alpha Gamma Delta house, 1038 Blake Avenue [02]","Four women stand outside the entrance of Alpha Gamma Delta house, located at 1038 Blake Avenue.",1960,yes,sorority houses; sororities; group portrait,Greek Life,Alpha Gamma Delta,46.725377,-117.008111,,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,045-04,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/194,194,195.jp2,/pg2/image/195.jp2,pg2194
Kappa Alpha Theta Nickel Hop [01],Dance participants relax and take a break during the Kappa Alpha Theta Nickel Hop.,1960,yes,sorority houses; sororities; group portrait; dances (performance arts),Greek Life,Kappa Alpha Theta,46.728964,-117.007853,"University of Idaho. Photo Center. Literal, Arden.",University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,046-01,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/195,195,196.jp2,/pg2/image/196.jp2,pg2195
Kappa Alpha Theta Nickel Hop [02],People dance at the Kappa Alpha Theta Nickel Hop at the University of Idaho.,1960,yes,sorority houses; sororities; social dances,Greek Life,Kappa Alpha Theta,46.729113,-117.007892,"University of Idaho. Photo Center. Literal, Arden.",University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,046-02,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/196,196,197.jp2,/pg2/image/197.jp2,pg2196
Kappa Alpha Theta Nickel Hop [03],Dancers take a break at the Kappa Alpha Theta Nickel Hop.,1960,yes,sorority houses; sororities; social dances,Greek Life,Kappa Alpha Theta,46.728989,-117.007959,"University of Idaho. Photo Center. Literal, Arden.",University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,046-03a,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/197,197,198.jp2,/pg2/image/198.jp2,pg2197
"Alpha Gamma Delta house, 1038 Blake Avenue [01]","Four women stand outside the Alpha Gamma Delta house, located at 1038 Blake Avenue.",1960,yes,sorority houses; sororities; group portrait,Greek Life,Alpha Gamma Delta,46.725379,-117.008304,,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,045-03,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/198,198,199.jp2,/pg2/image/199.jp2,pg2198
Kappa Alpha Theta,Two women sit and talk in the Kappa Alpha Theta living room.,1960,yes,sorority house; sorority; double portrait,Greek Life,Kappa Alpha Theta,46.728974,-117.008071,,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,046-03b,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,image;stillimage,image/jpg,eng,2017-10-18,2017-10-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/199,199,200.jp2,/pg2/image/200.jp2,pg2199
Delta Chi dance,Three couples pose for a photo during the Delta Chi formal dance.,1960,yes,fraternities; social dances; group portrait,Greek Life,Delta Chi; Dances,46.726601,-117.008015,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,054-1,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,image;stillimage,image/jpg,eng,2017-10-19,2017-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/200,200,201.jp2,/pg2/image/201.jp2,pg2200
Sigma Nu dance,Three couples pose for a photo during the Sigma Nu formal dance.,1960,yes,fraternities; social dances; group portrait,Greek Life,Sigma Nu; Dances,46.728244,-117.007972,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,055-01,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,image;stillimage,image/jpg,eng,2017-10-19,2017-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/201,201,202.jp2,/pg2/image/202.jp2,pg2201
Nickel Hop at Kappa Kappa Gamma [01],Students dance at the Kappa Kappa Gamma Nickel Hop.,1960,yes,sororities; sorority houses; social dances,Greek Life,Kappa Kappa Gamma,46.727485,-117.008632,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,047-01,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-19,2017-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/202,202,203.jp2,/pg2/image/203.jp2,pg2202
Nickel Hop at Delta Gamma [04],Students wait and talk outside the entrance to the Delta Gamma Nickel Hop.,1960,yes,sororities; sorority houses; social dances,Greek Life,Delta Gamma,46.728503,-117.007716,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,048-04,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-19,2017-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/203,203,204.jp2,/pg2/image/204.jp2,pg2203
