objectid,title,description,creator,date,subject,location,latitude,longitude,digital collection,collection,findingaid,rights,rightsstatement,format original,pages,identifier,type,format,language,cdm_url,cdmid,contentdm file name,contentdm file path file path
chatcolab23,Chatcolab 1982 - Discover Your Wings,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1982-05-09,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.443367,-116.83758,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,309,MG571_1982,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/23,23,30.pdf,/chatcolab/image/30.pdf
chatcolab24,Chatcolab 1983 - A long time ago in a camp far away???,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1983-05-08,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.44449,-116.838606,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,180,MG571_1983,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/24,24,31.pdf,/chatcolab/image/31.pdf
chatcolab25,Chatcolab 1984 - Leader-Ship,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1984-05-14,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.443533,-116.837157,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,230,MG571_1984,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/25,25,32.pdf,/chatcolab/image/32.pdf
chatcolab26,Chatcolab 1985 - Come Out of Hibernation Time for Bears,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1985-06-09,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.443117,-116.83761,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,286,MG571_1985,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/26,26,33.pdf,/chatcolab/image/33.pdf
chatcolab27,Chatcolab 1986 - Energize - Let's Glow Together,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1986-06-08,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.44463,-116.837694,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,215,MG571_1986,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/27,27,34.pdf,/chatcolab/image/34.pdf
chatcolab28,Chatcolab 1987 - Follow the Rainbow,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1987-06-07,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.444034,-116.838024,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,423,MG571_1987,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/28,28,35.pdf,/chatcolab/image/35.pdf
chatcolab29,Chatcolab 1988 - Celebrating 40 Years,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1988-06-05,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.443069,-116.838501,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,479,MG571_1988,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/29,29,36.pdf,/chatcolab/image/36.pdf
chatcolab30,Chatcolab 1989 - A Kaleidoscope of Communication,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1989-06-04,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.443421,-116.837516,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,298,MG571_1989,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/30,30,37.pdf,/chatcolab/image/37.pdf
chatcolab31,Chatcolab 1990 - Laughter in Leadership,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1990-06-03,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.444114,-116.839863,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,338,MG571_1990,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/31,31,38.pdf,/chatcolab/image/38.pdf
chatcolab32,Chatcolab 1991 - Create Harmony in Leadership,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1991-06-01,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.444293,-116.838583,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,291,MG571_1991,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/32,32,39.pdf,/chatcolab/image/39.pdf
chatcolab33,Chatcolab Notes from '52' -,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1952-05-14,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Benewah County, Idaho;Plummer;Heyburn State Park;Chatcolet;Camp Heyburn",47.374765,-116.765278,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,191,MG571_1952,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/33,33,4.pdf,/chatcolab/image/4.pdf
chatcolab34,Chatcolab 1977 - Prospecting a Discovery in Adventure,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1977-05-08,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.443349,-116.837029,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,336,MG571_1977,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/34,34,40.pdf,/chatcolab/image/40.pdf
chatcolab35,Chatcolab 1992 - We Can Make a Difference,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1992-06-07,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.443956,-116.838162,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,311,MG571_1992,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/35,35,41.pdf,/chatcolab/image/41.pdf
chatcolab36,Chatcolab 1993 - A Journey into Leadership,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1993-06-06,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.443896,-116.837259,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,379,MG571_1993,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/36,36,42.pdf,/chatcolab/image/42.pdf
chatcolab37,Chatcolab 1994 - A Recipe for Leadership,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1994-06-05,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"United States;Washington;Stevens County, Idaho;Loon Lake;Camp Gifford",48.115492,-117.603302,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,373,MG571_1994,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/37,37,43.pdf,/chatcolab/image/43.pdf
chatcolab38,Chatcolab 1995 - Stepping Stones,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1995-06-04,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.442509,-116.838261,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,414,MG571_1995,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/38,38,44.pdf,/chatcolab/image/44.pdf
chatcolab39,Chatcolab 1978 - Celebrating 30 Years,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1978-05-14,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.443548,-116.836766,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,313,MG571_1978,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/39,39,45.pdf,/chatcolab/image/45.pdf
chatcolab40,Chatcolab 1979 - Seek a Rainbow Color it You,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1979-05-13,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.443172,-116.837511,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,373,MG571_1979,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/40,40,46.pdf,/chatcolab/image/46.pdf
chatcolab41,Chatcolab 1980 - Bloom and Grow,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1980-05-11,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.442447,-116.839272,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,201,MG571_1980,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/41,41,47.pdf,/chatcolab/image/47.pdf
chatcolab42,Chatcolab 1953 - To know is to care - to care is to share,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1953-05-13,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Benewah County, Idaho;Plummer;Heyburn State Park;Chatcolet;Camp Heyburn",47.373648,-116.762428,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,139,MG571_1953,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/42,42,5.pdf,/chatcolab/image/5.pdf
chatcolab43,Chatcolab 1954 - Our Peace Through Participation,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1954-05-12,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Benewah County, Idaho;Plummer;Heyburn State Park;Chatcolet;Camp Heyburn",47.374482,-116.764016,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,120,MG571_1954,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/43,43,6.pdf,/chatcolab/image/6.pdf
chatcolab44,Chatcolab 1955 - A Menu for Fun,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1955-05-15,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Benewah County, Idaho;Plummer;Heyburn State Park;Chatcolet;Camp Heyburn",47.375943,-116.766037,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,134,MG571_1955,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/44,44,7.pdf,/chatcolab/image/7.pdf
chatcolab45,Chatcolab 1956 - Family Fun Fest,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1956-05-12,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Benewah County, Idaho;Plummer;Heyburn State Park;Chatcolet;Camp Heyburn",47.373926,-116.764578,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,98,MG571_1956,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/45,45,8.pdf,/chatcolab/image/8.pdf
chatcolab46,Chatcolab 1957 - B-U (Be You),"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1957-05-12,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Benewah County, Idaho;Plummer;Heyburn State Park;Chatcolet;Camp Heyburn",47.375554,-116.761731,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,201,MG571_1957,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/46,46,9.pdf,/chatcolab/image/9.pdf
