title,creator,interviewee,date,description,subject,interviewer,residence,birth year,family origin,occupation,subject (lcsh),subject (lctgm),location depicted,region,source,original collection,publisher - digital,holding institution,ordering information,format original,format,type,identifier,date digital,language,web site,rights,rightsstatment,digital specifications,filename,oclc number,date created,date modified,cdm_url,cdmid,collectionid,contentdm file name,contentdm file path,objectid,archiveswest_fa
Two men standing in yard of home,"Barnard-Stockbridge Studio (Wallace, Idaho)",,1910,Images shows two men standing in the yard of a home. 1910 Forest fire,"fires; groups of people; dwellings;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-27831a,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/57,57,bigburn,2.jp2,/bigburn/image/2.jp2,bigburn20,https://archiveswest.orbiscascade.org/ark:80444/xv949259
"Forest Fire Aftermath, 1910 - Wallace, Men burned in the fire","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910-08,"Men burned in the forest fire of August 20, 1910.","fires; damage; studio portraits;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie;    Group portraits;  wounds and injuries;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections;",fires; Group portraits;  wounds and injuriesIdaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-X545h,2009-09,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"300 dpi grayscale with watermark (displayed), Scanned from a 8 x 10  black and white print. Master is a 300 dpi Tiff.",,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/58,58,bigburn,20.jp2,/bigburn/image/20.jp2,bigburn21,https://archiveswest.orbiscascade.org/ark:80444/xv407875
"Forest Fire, 1910 - Wallace burning [01]","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910-08-20,"Night time image of the forest fire burning buildings in Wallace, Idaho August 20, 1910.","fires;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris; cities and towns;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris; Cities and towns--Idaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-B498a,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/59,59,bigburn,21.jp2,/bigburn/image/21.jp2,bigburn22,https://archiveswest.orbiscascade.org/ark:80444/xv407875
"Forest Fire, 1910 - Wallace burning [02]","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910-08-20,"Night time image of the forest fire burning buildings in Wallace, Idaho August 20, 1910.","fires;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris; cities and towns;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris; Cities and towns--Idaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-B498b,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/60,60,bigburn,22.jp2,/bigburn/image/22.jp2,bigburn23,https://archiveswest.orbiscascade.org/ark:80444/xv407875
"Forest Fire, 1910 - Wallace burning [03]","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910-08-20,"Night time image of the forest fire burning buildings in Wallace, Idaho August 20, 1910.","fires;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris; cities and towns;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris; Cities and towns--Idaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-B498c,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/61,61,bigburn,23.jp2,/bigburn/image/23.jp2,bigburn24,https://archiveswest.orbiscascade.org/ark:80444/xv407875
"Forest Fire, 1910 - Wallace burning [04]","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910-08-20,"Night time image of the forest fire burning buildings in Wallace, Idaho August 20, 1910.","fires;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris; cities and towns;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris; Cities and towns--Idaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-B498d,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/62,62,bigburn,24.jp2,/bigburn/image/24.jp2,bigburn25,https://archiveswest.orbiscascade.org/ark:80444/xv407875
"Forest Fire, 1910 - Wallace burning [05]","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910-08-20,"Night time image of the forest fire burning buildings in Wallace, Idaho August 20, 1910.","fires;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris; cities and towns;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris; Cities and towns--Idaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-B498e,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/63,63,bigburn,25.jp2,/bigburn/image/25.jp2,bigburn26,https://archiveswest.orbiscascade.org/ark:80444/xv407875
"Forest Fire Aftermath, 1910 - Wallace, street view [03]","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910-08,"Image of Wallace, Idaho after the fire of August 20, 1910, people can be seen in the distance assessing the damage","fires;  groups of people;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris; buildings; Bricks; cities and towns;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris; Buildings--Idaho; Bricks; Cities and towns--Idaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-B498f,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/64,64,bigburn,26.jp2,/bigburn/image/26.jp2,bigburn27,https://archiveswest.orbiscascade.org/ark:80444/xv407875
"Forest Fire Aftermath, 1910 - Wallace, street view [04]","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910-08,"Image of Wallace, Idaho after the fire of August 20, 1910, appears to caputre a pile of burned-over debris from a building and maybe equipment","fires;  buildings ;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris; buildings; Bricks; cities and towns;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris; Buildings--Idaho; Bricks; Cities and towns--Idaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-B498g,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/65,65,bigburn,27.jp2,/bigburn/image/27.jp2,bigburn28,https://archiveswest.orbiscascade.org/ark:80444/xv407875
"Forest Fire Aftermath, 1910 - Wallace, street view [05]","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910-08,"Image of Wallace, Idaho after the fire of August 20, 1910, with debris from a damaged building","fires;  buildings ;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris; buildings; Bricks; cities and towns;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris; Buildings--Idaho; Bricks; Cities and towns--Idaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-B498h,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"300 dpi grayscale with watermark (displayed). Archival master is a TIFF.; 300 dpi grayscale with watermark (displayed), Scanned from a 8 x 10  black and white print. Master is a 300 dpi Tiff.",,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/66,66,bigburn,28.jp2,/bigburn/image/28.jp2,bigburn29,https://archiveswest.orbiscascade.org/ark:80444/xv407875
"Forest Fire Aftermath, 1910 - Wallace, street view [06]","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910-08,"Image of Wallace, Idaho after the fire of August 20, 1910, with debris from a damaged building that bears the words ""Levi Strauss & Co's Overalls""","fires;  groups of people; buildings ;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris; buildings; Bricks; cities and towns; Bicycles & tricycles--;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris; Buildings--Idaho; Bricks; Cities and towns--Idaho; Bicycles & tricycles--Idaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-B498i,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/67,67,bigburn,29.jp2,/bigburn/image/29.jp2,bigburn30,https://archiveswest.orbiscascade.org/ark:80444/xv407875
"Forest Fire Aftermath, 1910 - Big pine that killed three men, Big Creek","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910,"Image is of the big pine that killed three men, Big Creek. 1910 Forest fire. Copied from S.A. Woodbury. ","fires;  creeks;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris;,United States--Idaho--Shoshone County,Kellogg East,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-27831e,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/68,68,bigburn,3.jp2,/bigburn/image/3.jp2,bigburn31,https://archiveswest.orbiscascade.org/ark:80444/xv949259
"Forest Fire Aftermath, 1910 - Wallace, street view [07]","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910,"Image shows the remains of brick building at 721 Bank Street and, in background, O.R. & N railroad depot, after fire of August 20, 1910.","fires;  groups of people; buildings;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris; buildings; Bricks; cities and towns;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris; Buildings--Idaho; Bricks; Cities and towns--Idaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-C04a,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/69,69,bigburn,30.jp2,/bigburn/image/30.jp2,bigburn32,https://archiveswest.orbiscascade.org/ark:80444/xv407875
"Forest Fire Aftermath, 1910 - Wallace, street view [08]","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910,"Image shows the remains of brick building at 721 Bank Street and, in background, O.R. & N railroad depot, after fire of August 20, 1910.","fires;  groups of people; buildings;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris; buildings; Bricks; cities and towns;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris; Buildings--Idaho; Bricks; Cities and towns--Idaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-C04b,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/70,70,bigburn,31.jp2,/bigburn/image/31.jp2,bigburn33,https://archiveswest.orbiscascade.org/ark:80444/xv407875
"Forest Fire Aftermath, 1910 - Wallace, street view of brewery damage [01]","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910,Image is of debris from damaged Wallace Brewery building. Forest fire 1910.,"fires;  buildings;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris; buildings; Bricks; cities and towns;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris; Buildings--Idaho; Bricks; Cities and towns--Idaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-C04c,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"300 dpi grayscale with watermark (displayed). Archival master is a TIFF.; 300 dpi grayscale with watermark (displayed), Scanned from a 8 x 10  black and white print. Master is a 300 dpi Tiff.",,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/71,71,bigburn,32.jp2,/bigburn/image/32.jp2,bigburn34,https://archiveswest.orbiscascade.org/ark:80444/xv407875
Mr. Morris at the Pulaski tunnel in Placer Creek. 1910 forest fire.,"Barnard-Stockbridge Studio (Wallace, Idaho)",,1910,Image shows Mr. Morris at the Pulaski tunnel in Placer Creek. 1910 Forest fire. Copied from S.A. Woodbury.,"fires;  creeks;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris;,United States--Idaho--Shoshone County,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-27831d,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/72,72,bigburn,33.jp2,/bigburn/image/33.jp2,bigburn35,https://archiveswest.orbiscascade.org/ark:80444/xv949259
"Forest Fire Aftermath, 1910 - Wallace, street view of brewery damage [02]","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910,Image is of debris from damaged Wallace Brewery building. Forest fire 1910.,"fires;  buildings;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris; buildings; Bricks; cities and towns;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris; Buildings--Idaho; Bricks; Cities and towns--Idaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-C04d,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/73,73,bigburn,34.jp2,/bigburn/image/34.jp2,bigburn36,https://archiveswest.orbiscascade.org/ark:80444/xv407875
"Forest Fire Aftermath, 1910  - Placer Creek after the fire. [01]","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910,Image shows burned timber surrounding Placer Creek after the fire. Forest fire 1910.,"fires;  creeks;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris; buildings; Bricks; cities and towns;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris; Buildings--Idaho; Bricks; Cities and towns--Idaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-C05a,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/74,74,bigburn,35.jp2,/bigburn/image/35.jp2,bigburn37,https://archiveswest.orbiscascade.org/ark:80444/xv407875
"Forest Fire Aftermath, 1910  - Placer Creek after the fire. [02]","Barnard-Stockbridge Studio (Wallace, Idaho)",,1910,Image shows burned timber surrounding Placer Creek after the fire. Forest fire 1910.,"fires;  creeks;  Barnard, T. N. (Thomas Nathan); Stockbridge, Nellie; debris; buildings; Bricks; cities and towns;",,,,,,"Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires;",debris; Buildings--Idaho; Bricks; Cities and towns--Idaho;,United States--Idaho--Shoshone County--Wallace,Wallace,"PG 8, Barnard-Stockbridge photograph collection, University of Idaho Library Special Collections and Archives",Barnard-Stockbridge photograph collection,University of Idaho Library Digital Initiatives,University of Idaho Library Special Collections and Archives,"To learn about requesting reproductions or permissions, see https://www.lib.uidaho.edu/special-collections/policies.html ",8x10 black and white glass negative,image/jpeg,Image;StillImage,8-C05b,2009,eng,http://www.lib.uidaho.edu/digital/bigburn/,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,300 dpi grayscale with watermark (displayed). Archival master is a TIFF.,,,2011-08-01,2015-08-27,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bigburn/id/75,75,bigburn,36.jp2,/bigburn/image/36.jp2,bigburn38,https://archiveswest.orbiscascade.org/ark:80444/xv407875
