title,description,date,date is approximate,subject,campus location,latitude,longitude,donor,publisher - digital,source,identifier,id number,photo number,building number,rights,rightsstatement,ordering information,format original,type,format,cdm_url,cdmid,contentdm file name,contentdm file path,objectid,location_identifier
"University Farms, University of Idaho. [105-18]",1895 photograph of University Farms. Greenhouse to the left. [PG1_105-18],1895,y,farms; trees; greenhouses; trees; fields (land),University Farms,46.729654,-117.024232,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_105-18,19994,18,105,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",5.5x7.5 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/228,228,212.jp2,/pg1/image/212.jp2,campus00066,universityfarms
"University Farms, University of Idaho. At west end of Sixth Street. [105-19]",1925 photograph of University Farms. Moscow in background. Donor: W.C. Edmundson.  [PG1_105-19],1925,y,farms; farmers; students; horse-drawn vehicles; fields (land),University Farms,46.729654,-117.024232,W.C. Edmundson,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_105-19,19995,19,105,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",4x8 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/229,229,213.jp2,/pg1/image/213.jp2,campus00067,universityfarms
"University Farms, University of Idaho. Tractor. [105-2]",1932 photograph of University Farms. Students are grouped around a tractor. [PG1_105-02],1932,y,farms; farmers; tractors (agricultural equipment); fields (land); students,University Farms,46.729654,-117.024232,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_105-02,19923,2,105,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",3.5x5.5 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/213,213,197.jp2,/pg1/image/197.jp2,campus00068,universityfarms
"University Farms, University of Idaho. [105-20]",1925 photograph of University Farms. Building to the left. Donor: W.C. Edmundson.  [PG1_105-20],1925,y,fields (land); buildings; farms,University Farms,46.729654,-117.024232,W.C. Edmundson,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_105-20,19996,20,105,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",5x8 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/230,230,214.jp2,/pg1/image/214.jp2,campus00069,universityfarms
"University Farms, University of Idaho. [105-21]",1921 photograph of University Farms. Farmhouse in background. Donor: Publications Dept..  [PG1_105-21],1921,y,farms; fields (land); farmhouses; buildings,University Farms,46.729654,-117.024232,Publications Dept.,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_105-21,19997,21,105,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",6x6 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/231,231,215.jp2,/pg1/image/215.jp2,campus00070,universityfarms
"University Farms, University of Idaho. Dairy barns. [105-22]","1950 photograph of University Farms. Cows in foreground, water tower in background.  [PG1_105-22]",1950,y,farms; fields (land); cows; campuses; buildings; water towers,University Farms,46.729654,-117.024232,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_105-22,19998,22,105,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",4x5 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/232,232,216.jp2,/pg1/image/216.jp2,campus00071,universityfarms
"University Farms, University of Idaho. Gardening irrigated plots. [105-3]",1930 photograph of University Farms. Students gardening irrigated plots. [PG1_105-03],1930,y,farms; farmers; fields (land); students; trees; farming,University Farms,46.729654,-117.024232,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_105-03,19924,3,105,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",4x5 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/215,215,199.jp2,/pg1/image/199.jp2,campus00072,universityfarms
"University Farms, University of Idaho. Hand-cultivators. [105-6]",1930 photograph of University Farms. Students are using hand-cultivators on a field.  [PG1_105-06],1930,y,farms; farmers; fields (land); farming; students,University Farms,46.729654,-117.024232,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_105-06,19926,6,105,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",5.5x3 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/214,214,198.jp2,/pg1/image/198.jp2,campus00073,universityfarms
"University Farms, University of Idaho. Harvesting sunflowers with horse-drawn corn-binder. [105-7]",1926 photograph of University Farms. A farmer harvests sunflowers with a horse-drawn corn-binder. [PG1_105-07],1926,y,farms; farmers; plows (agricultural equipment); farming; Equus caballus (species),University Farms,46.729654,-117.024232,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_105-07,19927,7,105,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",5x7 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/216,216,200.jp2,/pg1/image/200.jp2,campus00074,universityfarms
"University Farms, University of Idaho. [105-8]",1926 photograph of University Farms. Piles of hay in background. [PG1_105-08],1926,y,fields (land); farmers; hay; farming; students,University Farms,46.729654,-117.024232,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_105-08,19928,8,105,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",5x7 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/217,217,201.jp2,/pg1/image/201.jp2,campus00075,universityfarms
"University Farms, University of Idaho. [105-9]",1930 photograph of University Farms. Students plant seeds in a field.  [PG1_105-09],1930,y,famers; farms; farming; students; buildings,University Farms,46.729654,-117.024232,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_105-09,19929,9,105,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",5x7 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/218,218,202.jp2,/pg1/image/202.jp2,campus00076,universityfarms
"Home Management House, University of Idaho [106-1]",1925 photograph of Home Management House.  A couch to the left. [PG1_106-01],1925,y,living rooms;  couches (reclining furniture); desks,Home Management House,46.727454,-117.009413,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_106-01,19999,1,106,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",5x7 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/233,233,217.jp2,/pg1/image/217.jp2,campus00077,homemanagementhouseold
"Home Management House, University of Idaho. Bedroom. [106-10]",1945 photograph of the Home Management House. View of a bedroom. [PG1_106-10],1945,y,bedrooms; desks; shelves; dressers (chests of drawers),Home Management House,46.727454,-117.009413,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_106-10,20008,10,106,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",5x7 black and white film negative,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/242,242,226.jp2,/pg1/image/226.jp2,campus00078,homemanagementhouseold
"Home Management House, University of Idaho. Bedroom. [106-11]",1945 photograph of the Home Management House. Two female students set up a bedroom. [PG1_106-11],1945,y,bedrooms; bunk beds; interiors; students; women,Home Management House,46.727454,-117.009413,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_106-11,20009,11,106,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",5x7 black and white film negative,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/243,243,227.jp2,/pg1/image/227.jp2,campus00079,homemanagementhouseold
"Home Management House, University of Idaho. Bedroom. [106-12]",1945 photograph of the Home Management House. A bedroom with bunk beds. [PG1_106-12],1945,y,bedrooms; bunk beds; interiors,Home Management House,46.727454,-117.009413,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_106-12,20010,12,106,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",5x7 black and white film negative,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/245,245,229.jp2,/pg1/image/229.jp2,campus00080,homemanagementhouseold
"Home Management House, University of Idaho [106-2]",1932 photograph of Home Management House. Four students at a dining table. [PG1_106-02],1932,y,dining rooms; groups of people; dinners; women,Home Management House,46.727454,-117.009413,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_106-02,20000,2,106,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",5x7 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/234,234,218.jp2,/pg1/image/218.jp2,campus00081,homemanagementhouseold
"Home Management House, University of Idaho [106-3]",1942 photograph of Home Management House. Two children play with dolls in foreground.  [PG1_106-03],1942,y,bedrooms; sofas; children; dolls,Home Management House,46.727454,-117.009413,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_106-03,20001,3,106,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",3x4 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/235,235,219.jp2,/pg1/image/219.jp2,campus00082,homemanagementhouseold
"Home Management House, University of Idaho [106-4]",1939 photograph of the Home Management House. Women work around a desk. [PG1_106-04],1939,y,women; students; interiors; living rooms; desks,Home Management House,46.727454,-117.009413,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_106-04,20002,4,106,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",4x5 black and white film negative,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/236,236,220.jp2,/pg1/image/220.jp2,campus00083,homemanagementhouseold
"Home Management House, University of Idaho. [106-5]",1939 photograph of the Home Management House. Shelf top display including flowers. [PG1_106-05],1939,y,interiors; books; flowers,Home Management House,46.727454,-117.009413,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_106-05,20003,5,106,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",4x5 black and white film negative,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/237,237,221.jp2,/pg1/image/221.jp2,campus00084,homemanagementhouseold
"Home Management House, University of Idaho. [106-6]","January 27, 1942 photograph of the Home Management House.  Carmelita Guernsey, Winifred Hart, and Margaret Wilson decorating. [PG1_106-06]",1942-01-27,,women; students; bedrooms,Home Management House,46.727454,-117.009413,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_106-06,20004,6,106,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",3x4 black and white film negative,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/238,238,222.jp2,/pg1/image/222.jp2,campus00085,homemanagementhouseold
"Home Management House, University of Idaho. [106-7]",1942 photograph of the Home Management House. Several women in foreground. [PG1_106-07],1942,,women; students; living rooms,Home Management House,46.727454,-117.009413,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_106-07,20005,7,106,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",3x4 black and white film negative,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/239,239,223.jp2,/pg1/image/223.jp2,campus00086,homemanagementhouseold
"Home Management House, University of Idaho. Bedroom. [106-8]",1945 photograph of the Home Management House. View of a bedroom. [PG1_106-08],1945,y,bedrooms; beds; dressers (chests of drawers),Home Management House,46.727454,-117.009413,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_106-08,20006,8,106,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",5x7 black and white film negative,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/240,240,224.jp2,/pg1/image/224.jp2,campus00087,homemanagementhouseold
"Home Management House, University of Idaho. Bedroom. [106-9]",1945 photograph of the Home Management House. View of a bedroom. [PG1_106-09],1945,y,bedrooms; curtains (window hangings); beds,Home Management House,46.727454,-117.009413,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_106-09,20007,9,106,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",5x7 black and white film negative,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/241,241,225.jp2,/pg1/image/225.jp2,campus00088,homemanagementhouseold
"Mines Building, University of Idaho. [107-08a]",1949 photograph of Mines Building. Student in background at entrance. [PG1_107-08a],1949,y,exteriors; buildings; students,Mines Building,46.727398,-117.011264,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_107-08a,74170,08a,107,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",8x10 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/256,256,240.jp2,/pg1/image/240.jp2,campus00089,artandarchitecturebuilding
"Mines Building, University of Idaho. Laboratory. [107-1]",1926 photograph of Mines Building.  [PG1_107-01],1926,y,laboratories; mining; stools; interiors,Mines Building,46.727398,-117.011264,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_107-01,20011,1,107,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",6x8 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/246,246,230.jp2,/pg1/image/230.jp2,campus00090,artandarchitecturebuilding
Mines Building. University of Idaho [107-11],1915 photograph of the Mines Building. Trees and wood plank walkway in foreground. Donor: Don R. Besse.  [PG1_107-11],1915,y,buildings; campuses; trees; walkways,Mines Building,46.727398,-117.011264,Don R. Besse,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_107-11,13604,11,107,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",5x7 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/255,255,239.jp2,/pg1/image/239.jp2,campus00091,artandarchitecturebuilding
"Mines Building, University of Idaho. Laboratory. [107-2]",1926 photograph of Mines Building. Laboratory equipment in foreground. [PG1_107-02],1926,y,laboratories; mining; interiors,Mines Building,46.727398,-117.011264,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_107-02,20012,2,107,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",8x10 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/247,247,231.jp2,/pg1/image/231.jp2,campus00092,artandarchitecturebuilding
"Mines Building, University of Idaho. Classroom, office. [107-3]",1926 photograph of Mines Building. Maps and photographs to the right. [PG1_107-03],1926,y,laboratories; mining; interiors; desks; chairs,Mines Building,46.727398,-117.011264,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_107-03,20013,3,107,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",8x10 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/248,248,232.jp2,/pg1/image/232.jp2,campus00093,artandarchitecturebuilding
