objectid,title,creator,description,date,date_is_approximate,source,findingaid,subject,category,coverage,language,digitization_specifications,date_digital,identifier,publisher,relation,collection,type,format,format_original,rights,rightsstatement,cdmid,contentdmfilename,contentdmfilepath,cpdstart,cpdend
spec_uihp50,New I Tank,Publication Department,A man and a woman looking at the new I Tank tower.,1952,,"University of Idaho Campus photograph collection, 1890-1995, PG 1, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv382718,water tanks,Buildings;,United States--Idaho--Latah County--Moscow,eng,"240 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.",2010-05,1-89-4,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Campus Photographs,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,50,144.jpg,/spec_uihp/image/144.jpg,,
spec_uihp51,Commencement 1939 [1],,Commencement taking place inside the Gymnasium.,1939,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;gymnasiums;interior views;audiences,Graduation;,United States--Idaho--Latah County--Moscow,eng,200 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-33,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,51,15.jpg,/spec_uihp/image/15.jpg,,
spec_uihp52,Commencement Luncheon [1],,People waiting in line during the outdoor commencement luncheon.,1938,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;campuses;picnics,Graduation;,United States--Idaho--Latah County--Moscow,eng,270 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-34,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,52,16.jpg,/spec_uihp/image/16.jpg,,
spec_uihp53,Commencement Luncheon [2],,People picnicking during the outdoor commencement luncheon.,1938,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;campuses;picnics,Graduation;,United States--Idaho--Latah County--Moscow,eng,270 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-35,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,53,17.jpg,/spec_uihp/image/17.jpg,,
spec_uihp54,Commencement 1937,,Commencement taking place inside the Gymnasium.,1937,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;gymnasiums;interior views;audiences,Graduation;,United States--Idaho--Latah County--Moscow,eng,270 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-36,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,54,18.jpg,/spec_uihp/image/18.jpg,,
spec_uihp55,Commencement 1936,,Granting of degrees.,1936,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement,Graduation;,United States--Idaho--Latah County--Moscow,eng,270 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-37,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,55,19.jpg,/spec_uihp/image/19.jpg,,
spec_uihp56,Talbot Jennings [1],,Talbot Jennings speaking during commencement.,1939,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;speakers (people);governors (public officers),Graduation;,United States--Idaho--Latah County--Moscow,eng,200 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-12,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,56,2.jpg,/spec_uihp/image/2.jpg,,
spec_uihp57,Commencement Procession [4],,Students lined up for a commencement procession.,1934,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;college students,Graduation;,United States--Idaho--Latah County--Moscow,eng,270 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-38,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,57,20.jpg,/spec_uihp/image/20.jpg,,
spec_uihp58,Commencement Procession [5],,Beginning of an academic procession.,1934,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;processions,Graduation;,United States--Idaho--Latah County--Moscow,eng,270 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-39,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,58,21.jpg,/spec_uihp/image/21.jpg,,
spec_uihp59,Commencement 1943 [1],"Dimond, Charlie",Commencement taking place inside the Gymnasium.,1943,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;gymnasiums;interior views;audiences,Graduation;,United States--Idaho--Latah County--Moscow,eng,270 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-41,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,59,22.jpg,/spec_uihp/image/22.jpg,,
spec_uihp60,Naval Training School Commencement,"Dimond, Charlie","Commencement exercises for the Naval Training School (Radio), held in the Memorial Armory-Gymnasium.",1943,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;naval schools (institutions);armories (military buildings),Graduation;,United States--Idaho--Latah County--Moscow,eng,270 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-42,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,60,23.jpg,/spec_uihp/image/23.jpg,,
spec_uihp61,Commencement 1945 [1],,Commencement taking place inside the Gymnasium.,1945,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;gymnasiums;interior views;audiences,Graduation;,United States--Idaho--Latah County--Moscow,eng,370 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-43,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,61,24.jpg,/spec_uihp/image/24.jpg,,
spec_uihp62,Commencement 1943 [2],"Dimond, Charlie",Commencement taking place inside the Gymnasium.,1943,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;gymnasiums;interior views;audiences,Graduation;,United States--Idaho--Latah County--Moscow,eng,270 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-40,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,62,25.jpg,/spec_uihp/image/25.jpg,,
spec_uihp63,Commencement Procession [6],,Students walking down the street in an academic procession.,1945,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;processions,Graduation;,United States--Idaho--Latah County--Moscow,eng,370 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-44,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,63,26.jpg,/spec_uihp/image/26.jpg,,
spec_uihp64,Commencement 1945 [2],,Commencement taking place inside the Gymnasium.,1945,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;gymnasiums;interior views;audiences,Graduation;,United States--Idaho--Latah County--Moscow,eng,370 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-45,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,64,27.jpg,/spec_uihp/image/27.jpg,,
spec_uihp65,R. H. Wells [1],,R. H. Wells speaking at commencement.,1945,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;speakers (people),Graduation;,United States--Idaho--Latah County--Moscow,eng,370 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-47,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,65,28.jpg,/spec_uihp/image/28.jpg,,
spec_uihp66,Commencement Dinner,,University dinner following commencement ceremony.,1922,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;dinner parties,Graduation;,United States--Idaho--Latah County--Moscow,eng,280 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-48,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,66,29.jpg,/spec_uihp/image/29.jpg,,
spec_uihp67,Talbot Jennings [2],,Talbot Jennings receiving honorary degree.,1939,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;honoraria (awards),Graduation;,United States--Idaho--Latah County--Moscow,eng,300 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-13,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,67,3.jpg,/spec_uihp/image/3.jpg,,
spec_uihp68,R. H. Wells [2],,R. H. Wells speaking at commencement.,1945,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;speakers (people),Graduation;,United States--Idaho--Latah County--Moscow,eng,370 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-46,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,68,30.jpg,/spec_uihp/image/30.jpg,,
spec_uihp69,Commencement 1943 [3],,Commencement taking place inside the Gymnasium.,1943,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;gymnasiums;interior views;audiences,Graduation;,United States--Idaho--Latah County--Moscow,eng,200 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-49,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,69,31.jpg,/spec_uihp/image/31.jpg,,
spec_uihp70,William Perkins [1],,William Perkins receiving honorary degree.,1952,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;honoraria (awards),Graduation;,United States--Idaho--Latah County--Moscow,eng,200 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-50,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,70,32.jpg,/spec_uihp/image/32.jpg,,
spec_uihp71,William Perkins [2],,William Perkins receiving honorary degree.,1952,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;honoraria (awards),Graduation;,United States--Idaho--Latah County--Moscow,eng,250 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-51,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,71,33.jpg,/spec_uihp/image/33.jpg,,
spec_uihp72,W. Walter Williams,,"W. Walter Williams, Chairman of NECD, giving commencement address.",1949,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;speakers (people),Graduation;,United States--Idaho--Latah County--Moscow,eng,200 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-52,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,72,34.jpg,/spec_uihp/image/34.jpg,,
spec_uihp73,Edwin Palmer Hoyt,,"Edwin Palmer Hoyt, Editor and Publisher of the Denver Post, giving commencement address.",1950,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;speakers (people),Graduation;,United States--Idaho--Latah County--Moscow,eng,250 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-53,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,73,35.jpg,/spec_uihp/image/35.jpg,,
spec_uihp74,Rt. Rev. Frank A. Rhea,,"Rt. Rev. Frank A. Rhea, Bishop of Idaho giving Baccalaureate Sermon.",1950,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;speakers (people),Graduation;,United States--Idaho--Latah County--Moscow,eng,350 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-54,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,74,36.jpg,/spec_uihp/image/36.jpg,,
spec_uihp75,Dr. Adam S. Bennion,,"Dr. Adam S. Bennion of Salt Lake City, Utah, speaking at commencement. He told University of Idaho graduates at that they live in the last great refuge of free men, and must meet two challenges - of Communism, of Socialism.",1949,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;speakers (people),Graduation;,United States--Idaho--Latah County--Moscow,eng,250 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-55,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,75,37.jpg,/spec_uihp/image/37.jpg,,
spec_uihp76,Stanly A. Easton,,"An honorary Doctor of Laws degree was awarded by the University of Idaho at commencement exercises to Stanly A. Easton (center, Kellogg), president of the Bunker Hill and Sullivan Mining and Concentrating company. He is shown with Dean A. W. Fahrenwald of the school of mines at the university and President J. E. Buchanan.",1950,,"University of Idaho Student Organizations collection, 1890-1992, PG 2, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv867166,commencement;honoraria (awards),Graduation;,United States--Idaho--Latah County--Moscow,eng,250 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.,2010-05,2-109-56,University of Idaho Library,University of Idaho Historical Photograph Collection,University of Idaho Student Organizations,Image;StillImage,image/jpeg,Black and white prints,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,76,38.jpg,/spec_uihp/image/38.jpg,,
