title,date,date is approximate?,description,location,latitude,longitude,subject,source,identifier,donor,collection,format original,type,format,language,rights,rightsstatement,cdm_url,collectionid,cdmid,objectid
"Plaza rest room. Lewiston, Idaho.",1925,y,,Lewiston,46.371461,-116.973066,neighborhood parks;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-007-5b,Mildred D. Downing,Idaho Cities & Towns Collection,1.75x2.5 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/374,cities,374,cities374
"Fountain at Lewiston City Park. Lewiston, Idaho.",1925,Y,,Lewiston,41.974993,-111.858641,neighborhood parks; fountains;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-007-5c,Mildred D. Downing,Idaho Cities & Towns Collection,1.75x2.5 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/375,cities,375,cities375
"Harbor on the Snake River, Interior Warehouse Co. and several boats. Lewiston, Idaho.",1914,,From the files of C.J. Brosnan,Lewiston,46.407427,-117.035315,harbors;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-007-6,,Idaho Cities & Towns Collection,6.75x9.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/376,cities,376,cities376
"Lewiston Commercial Club in a parade? at Grangeville, Idaho.",1909-08-16,,,Grangeville,45.926343,-116.122313,automobiles;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-007-7a,,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/377,cities,377,cities377
"Volunteer Fire Department standing in front of the old fire station on 3rd street.  Lewiston, Idaho.",1930,y,Individuals identified on print,Lewiston,46.422726,-117.030428,firefighters; fire stations;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-007-7b,Philip Weisgerber,Idaho Cities & Towns Collection,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/378,cities,378,cities378
"Pioneers. Grangeville, Idaho.",1895,y,"Standing, L-R: Alda Davis (1864?), John Riggins (1877), G.V. Smith (1874?), George Riggins (1865?). Seated, L-R: Charles Flinn (1861?), William Corman (1868), Cyrus Overman (1871), and Joe Baker (1863?)",Grangeville,45.927751,-116.121325,pioneers,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-117-06a,Verna McGrane,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/379,cities,379,cities379
"Lewiston Chamber of Commerce. Lewiston, Idaho.",1960,y,"Group posed in the street with Governor Robert Smylie, Slim Pickens and three rodeo royalty",Lewiston,46.421984,-117.031517,motion picture theaters;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-007-7c,Lewiston Chamber of Commerce,Idaho Cities & Towns Collection,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/380,cities,380,cities380
"Consistory class of May 3-6, 1920. Lewiston Consistory No. 1.",1920,,Individuals identified on print,Lewiston,46.404034,-117.001846,,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-007-7d,Mrs. Ardith Butler,Idaho Cities & Towns Collection,8x12 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/381,cities,381,cities381
"Group picture of upper grades at Peck, Idaho school.",1912,,,Peck,46.47466,-116.422822,schools; children;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-004-2a,,Idaho Cities & Towns Collection,3.5x3.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/382,cities,382,cities382
"Homestead buildings on Central Ridge near Peck, Idaho.",1900,,,Peck,46.466755,-116.413622,horses; panoramas;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-004-3a,,Idaho Cities & Towns Collection,3.5x3.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/383,cities,383,cities383
"Baseball diamond. Peck, Idaho.",1913,,,Peck,46.47466,-116.422822,panoramas;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-004-3b,,Idaho Cities & Towns Collection,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/384,cities,384,cities384
"Fire at C. Weisgerber Brewery. Lewiston, Idaho.",1936-02-07,,Aerial view of fire which destroyed the structure,Lewiston,46.409184,-117.001734,fires; breweries;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-007-8a,Philip Weisgerber,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/385,cities,385,cities385
"View of C. Weisgerber Brewery shortly after the fire. Lewiston, Idaho.",1936-02-01,,,Lewiston,46.409184,-117.001734,breweries;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-007-8b,Philip Weisgerber,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/386,cities,386,cities386
"C. Weisgerber Brewery. Lewiston, Idaho.",1905,y,,Lewiston,46.409184,-117.001734,breweries;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-007-8c,Philip Weisgerber,Idaho Cities & Towns Collection,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/387,cities,387,cities387
"R.D. Rogers home on homestead on Central Ridge. Peck, Idaho.",1900,,"L-R: Unknown boy, Carrie Rogers (Mrs. Lenn Magill), Mr. And Mrs. R.D. Rogers",Peck,46.466755,-116.413622,homesteads; families;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-004-3c,,Idaho Cities & Towns Collection,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/388,cities,388,cities388
"Birdseye view of C. Weisgerber Brewery and Wite Bros. Fruit. Lewiston, Idaho.",1902,,,Lewiston,46.409184,-117.001734,breweries;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-007-8d,Philip Weisgerber,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/389,cities,389,cities389
"Veterans of 1877 (group of elderly men and women). Grangeville, Idaho.",1895,y,"Mrs. E. Smith, Mattie Callison, Ernest Smith, Jenine Martin, Edith Brayboor, Belle Cone, Mrs. John Byrom, Mrs. Eastman, Hattie Adkison, Birdie Cone, Mrs. Joe Vincent, Nancy Hendy, Maude Bryom, Clara Fitzgerald, Grandma Aram, Mrs. Call, etc.",Grangeville,45.927751,-116.121325,pioneers,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-117-06b,Verna McGrane,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/390,cities,390,cities390
"Bottling room. C. Weisgerber Brewery. Lewiston, Idaho.",1902,,,Lewiston,46.409184,-117.001734,breweries;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-007-8f,Philip Weisgerber,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/391,cities,391,cities391
"Engine room and ice plant. C. Weisgerber Brewery. Lewiston, Idaho.",1902,,,Lewiston,46.409184,-117.001734,breweries;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-007-8g,Philip Weisgerber,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/392,cities,392,cities392
"R.D. Rogers homestead on Central Ridge. Peck, Idaho.",1907,,"L-R: Jim Lyle, E.E. Rogers, Mrs. Helen Powell Heger, Donald Lyle, Harold L. Powell, Mrs. Mayme Rogers Hicks; in background Mrs. J. M. Lyle",Peck,46.466755,-116.413622,homesteads; families; children;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-004-3d,Jim Lyle,Idaho Cities & Towns Collection,4x5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/393,cities,393,cities393
"Barley being spread to dry on floor of large room. C. Weisgerber Brewery. Lewiston, Idaho.",1902,,,Lewiston,46.409184,-117.001734,breweries;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-007-8e,Philip Weisgerber,Idaho Cities & Towns Collection,7x5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/394,cities,394,cities394
"Stock cellar. C. Weisgerber Brewery. Lewiston, Idaho.",1902,,Brew master is checking contents of large aging vats,Lewiston,46.409184,-117.001734,breweries;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-007-8h,Philip Weisgerber,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/395,cities,395,cities395
"Interior view of R.D. Rogers home on Central Ridge. Peck, Idaho.",1903,,,Peck,46.466755,-116.413622,homesteads; children;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-004-3e,Jim Lyle,Idaho Cities & Towns Collection,4x5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/396,cities,396,cities396
"Wash house on 1st floor. C. Weisgerber Brewery. Lewiston, Idaho.",1902,,Two men washing barrels in a large tub,Lewiston,46.409184,-117.001734,breweries;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-007-8i,Philip Weisgerber,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/397,cities,397,cities397
"Brew house on 1st floor. C. Weisgerber Brewery. Lewiston, Idaho.",1902,,,Lewiston,46.409184,-117.001734,breweries;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-007-8j,Philip Weisgerber,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/398,cities,398,cities398
"Peck Ferry looking north across the river. Peck, Idaho.",1912,,,Peck,46.49746,-116.427913,boats; panoramas;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-004-3f,Jim Lyle,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/399,cities,399,cities399
"Peck Ferry. Peck, Idaho.",1912,,,Peck,46.49746,-116.427913,docks; panoramas;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-004-3g,Jim Lyle,Idaho Cities & Towns Collection,3.5x5.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/400,cities,400,cities400
"J. Arborgast, Cal Huddleston, and George Arnold, pioneers of Grangeville, Idaho.",1899,y,,Grangeville,45.927751,-116.121325,pioneers,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-117-06c,Verna McGrane,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/401,cities,401,cities401
"Peck Ferry. Peck, Idaho.",1910-08-01,,"Dan Lyle, proprietor",Peck,46.49746,-116.427913,docks; panoramas;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-004-3h,Jim Lyle,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/402,cities,402,cities402
"Albion State Normal School. Albion, Idaho.",1928,,,Albion,42.412826,-113.576789,schools; horses;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-005-1a,,Idaho Cities & Towns Collection,2.75x4.5 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/403,cities,403,cities403
"Peck Ferry. Peck, Idaho.",1910,,"Dan Lyle, proprietor, on the left",Peck,46.49746,-116.427913,docks; panoramas;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-004-3i,Jim Lyle,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/404,cities,404,cities404
"Albion State Normal School. Approach from northwest. Albion, Idaho.",1928,,,Albion,42.412826,-113.576789,schools;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-005-1b,,Idaho Cities & Towns Collection,2.75x4.5 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/405,cities,405,cities405
"Albion State Normal School. West side of old Administration Building. Albion, Idaho.",1928,,,Albion,42.412826,-113.576789,schools;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-005-1c,,Idaho Cities & Towns Collection,2.75x4.5 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/406,cities,406,cities406
"Albion State Normal School. Old Administration Building and Miller Hall. Albion, Idaho.",1928,,,Albion,42.412826,-113.576789,schools;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-005-1d,,Idaho Cities & Towns Collection,2.75x4.5 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/407,cities,407,cities407
"Albion State Normal School. Old Administration Building. Albion, Idaho.",1928,,,Albion,42.412826,-113.576789,schools;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-005-1e,,Idaho Cities & Towns Collection,2.75x4.5 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/408,cities,408,cities408
"Albion State Normal School. Old Administration Building and Miller Hall. Albion, Idaho.",1928,,,Albion,42.412826,-113.576789,schools;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-005-1f,,Idaho Cities & Towns Collection,2.75x4.5 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/409,cities,409,cities409
"Albion State Normal School. Old Administration Building. Albion, Idaho.",1928,,,Albion,42.412826,-113.576789,schools;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-005-1h,,Idaho Cities & Towns Collection,2.75x4.5 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/410,cities,410,cities410
"Albion State Normal School. West side of new Administration Building. Albion, Idaho.",1928,,,Albion,42.412826,-113.576789,schools;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-005-1i,,Idaho Cities & Towns Collection,2.75x4.5 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/411,cities,411,cities411
"Group picture, baseball team. Nez Perce, Idaho.",1932,y,"Front, L-R: Henry Slopman, Bill Reasoner, Lou Bogner, ?, Bill Harpkey, George Nagargast, Henry Bogner. Back, L-R: Pete Lauby, Frank Bogner, Louie Louer, Mike Bogner",Nez Perce,46.232791,-116.236424,baseball players,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-101-4a,Nez Perce Historical Club,Idaho Cities & Towns Collection,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/412,cities,412,cities412
"Albion State Normal School. New Administration Building. Albion, Idaho.",1928,,,Albion,42.412826,-113.576789,schools;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-005-1j,,Idaho Cities & Towns Collection,2.75x4.5 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/413,cities,413,cities413
"Albion State Normal School. West side of new dorm. Albion, Idaho.",1928,,,Albion,42.412826,-113.576789,schools;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-005-1k,,Idaho Cities & Towns Collection,2.75x4.5 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/414,cities,414,cities414
