title,description,creator,date,date is approximate,subjects,relation,latitude,longitude,source,identifier,rightsstatement,rights,format original,type,format,language,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
"The new Main Street buildings in Bovill, Idaho, after the 1914 fire","The new buildings of Main Street in January 1915. Just after reconstruction of the town. (The plan here conforms to what is shown on Map 5 in the book 'The Trees Grew Tall,' by John B. Miller). Seen in the first doorway is E.K. Parker. In the 2nd, with another man a little to one side, is Dan Featherstone. A showbill: 'Black Crow' minstrel type - The Oldest and Best Threatre - Tuesday, January 12.' Another bill on the wall of the store is readable in except for three words here reproduced as blanks: The Road to Ruin - an uplift drama with a cast of Broadway stars. The _____ _____ _____ people - 250 scenes.'",,1915,,masonry; bricks; flat roofs; storefronts; main streets; downtowns; snow; utility poles; windows; transoms; store signs; felling axes; backsaws; handsaws; hardware stores; woodworking axes;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-086,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6.5x8.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/53,53,192.jp2,/treesgrewtall/image/192.jp2,trees53
Workers perched on a Marion steam log loader,A Marion steam log loader with three crew members sitting on the boom.,,1906,yes,cranes; loaders; lumberyards; logs; timber; loggers; cranemen; booms; steam engines;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-244,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/54,54,124.jp2,/treesgrewtall/image/124.jp2,trees54
"Panorama of Bovill, Idaho","Seen at left center is the Opera House. Next to it is the David Boarding House, built after the 1912 fire, and at far lefta saloon building that burned in 1914. In the distance (center) is the Catholic Church and to its right, the school. The dark building in the semi-foreground is the Chapin home. In the original photo could be seen the studding of the dance hall wing which Chapin built to entertain prospective buyers of cedar poles. Toward the right is the square frame house which started as a brothel.",,1913,,panoramas; opera houses; dance halls; recreation buildings; main streets; towns; brothels; schools; churches; dwellings; ponds; forests; timber; rail fences;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-079,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",4.5x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/55,55,81.jp2,/treesgrewtall/image/81.jp2,trees55
Homesteader Hampton Felts and sons,"Homesteader Hampton Felts with his sons Dallas (standing) and Joe on a street in Bovill, Idaho.",,1905,yes,men; boys; fathers; sons; brothers; streets; portraits; suspenders;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-037,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/56,56,52.jp2,/treesgrewtall/image/52.jp2,trees56
White pine logs loaded on flatcar,A load of white pine logs on a flatcar. People in photograph are unidentified.,,1910,yes,"flatcars; timber; logs; Pinus monticola; axes; sledgehammers; snow, railway tracks; men; hatchets;","Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-166,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/57,57,42.jp2,/treesgrewtall/image/42.jp2,trees57
"The Bovill Macabee Lodge, Bovill, Idaho","Members are identified in caption: 'Beginning at left, front row: Mrs. Dee White, Mrs. A. Freel, June Clark, Mrs. Frank Hays, Mrs. Bill Chilton, Mrs. Murray Chilton, Mrs. George ('Grandma') Hale, Mrs. Ernie Smith, Mrs. Ray Waldron. Back row: Mrs. W.R. Greenwood, Mrs. George Chrystal, Mrs. Lee Denevan, Mrs. Weingard, Mrs. W.J. Boll, Edith bailey, Mrs. O. Tarbox, (Mrs.) Emma Galloway.'",,1923,,sororities; lodges;  women; group portraits; formal dress;  sidewalks;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-143,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",7x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/58,58,193.jp2,/treesgrewtall/image/193.jp2,trees58
"Pack horses in front of the Bovill Hotel, Bovill, Idaho","A pack string pictured at the Bovill Hotel. Also pictured is a structure known as 'the cottage,' first occupied by Tamaki, then by Fosberrys.",,1904,yes,hotels; cottages; pack animals; halters; bridles; tack;  horses; fences;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-018,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",8x10 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/59,59,166.jp2,/treesgrewtall/image/166.jp2,trees59
"Deary, Idaho in 1906","The apparent location is just east of the site of main street. The railroad, built the following year, passed through or just behind the place where the buildings stand. In the foreground is the stable. Beyond, seen to the left and right of the broken snag of a tree, are the main living quarters. At right center, their partly drawn flaps just visible, are two tents mounted over frame floors.",,1906-06-23,,log buildings; tents; snags; dirt roads; homesteads; logging camps; forests; trees;,"Latah County, Idaho",46.799474,-116.55881,John B. Miller,pg12-035,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/60,60,127.jp2,/treesgrewtall/image/127.jp2,trees60
"Harvesting grain in the ridge area, south of Deary, Idaho","Harvesting grain in the ridge area, south of Deary, Idaho. Steam tractor in foreground. The grain was stocked for protection from the weather until the crew could move in. Steam tractor as source of power in foreground, threshing machine, half-hidden behind one of the stacks, and a large straw pile forming beside it at right.",,1906,yes,harvesters; threshers; steam engines; tractors; hay; straw; wheat; wagons; laborers; horses; barrels;,"Latah County, Idaho",46.799474,-116.55881,John B. Miller,pg12-254,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/61,61,206.jp2,/treesgrewtall/image/206.jp2,trees61
Orvil Anderson,"Orvil Anderson with a grizzly bear strung up. He is pictured with his rifle, which appears to be a Winchester Model 1892, and his dog.",,1905,yes,sporting rifles; hunts; men; dogs; Ursus arctos horribilis; grizzly bears; bears; hunting guns; hunters; forests;,"Latah County, Idaho",46.868217,-116.412916,John B. Miller,pg12-065,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/62,62,148.jp2,/treesgrewtall/image/148.jp2,trees62
A crew of volunteer laborers,"A crew of volunteer laborers. Left to right: Dudley Hobbs, Harry Long, unidentified, unidentified, Jimmy Gilroy, Minnis Anderson, Buck Chambers, Henry Mallory, Pete David.",,1912,yes,volunteers; laborers; men; shovels; clapboards; group portraits;,,46.85996,-116.395424,John B. Miller,pg12-152,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/63,63,169.jp2,/treesgrewtall/image/169.jp2,trees63
Elk Falls School,"Elk Falls School located south of Elk River, Idaho.",,1905,yes,schools; one-room schools; rural schools; fences; yards; gates; flagpoles; bell towers; belfries;,"Clearwater County, Idaho",46.782902,-116.178905,John B. Miller,pg12-038,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",4x6 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/64,64,123.jp2,/treesgrewtall/image/123.jp2,trees64
Sorted logs at the cedar yard,"Sorted logs at the cedar yard in Bovill, Idaho.",,1916,yes,lumberyards; railway tracks; engines; lumber; logs; timber;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-209,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/65,65,142.jp2,/treesgrewtall/image/142.jp2,trees65
Dr. F.C. Gibson,Dr. F.C. Gibson is here shown standing along a trail with one hand on his pistol belt.,,1905,yes,belt pistols; hats; men; trails; dry conifer forests;,,,,John B. Miller,pg12-124,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/66,66,134.jp2,/treesgrewtall/image/134.jp2,trees66
Horses on pasture,"Potlatch Lumber Co. horses on pasture -- Bovill, Idaho. Hodgins Foto Moscow, Idaho.'",,1928,yes,horses; pastures; barns; residences; streams;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-149,http://rightsstatements.org/vocab/InC-EDU/1.0/,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/67,67,64.jp2,/treesgrewtall/image/64.jp2,trees67
"Pat Malone, Deputy Sheriff",Deputy Sheriff Pat Malone stands on the sidewalk,,1918,yes,sherriffs; deputies; pocketwatches; vests; bowlers; sidewalks; storefronts; bowler hats;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-134,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",4x6.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/68,68,68.jp2,/treesgrewtall/image/68.jp2,trees68
Reverend Richard T. Ferrell,A portrait of Reverend Richard T. Ferrell from a newspaper clipping.,,1930,yes,men; priests; reverends; portraits;,,,,John B. Miller,pg12-199,http://rightsstatements.org/vocab/InC-EDU/1.0/,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",4x5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/69,69,44.jp2,/treesgrewtall/image/44.jp2,trees69
A logger operating a caterpillar tractor,A logger operates a caterpillar tractor in the middle of the snowy woods.,,1920,yes,crawler tractors; loggers; drivers; lumberyards; snow; dirt road; dry conifer forests;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-186,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/70,70,93.jp2,/treesgrewtall/image/93.jp2,trees70
Business is good in Elk River ID.',"Buildings are identified in book caption: 'Main Street in Elk River about 1913. The first building at left was a rooming house and a cobbler shop. Beyond it (hipped roof) was the Grant and Giles store, and then another rooming house. The other building with the hipped roof is the McDonald store. At right is a dry goods store, the hardware, an unidentified building, and then the Morris Drug.'",,1913,yes,main streets; downtowns; dirt roads; boardwalks; forests; women; children; girls; men; boys; people; utility poles; dirt roads; false fronts; storefronts; hipped roofs; flags; boardinghouses; drugstores; stores;,"Clearwater County, Idaho",46.782902,-116.178905,John B. Miller,pg12-114,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5.5x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/71,71,227.jp2,/treesgrewtall/image/227.jp2,trees71
John G. 'Judge' Miller,John G. 'Judge' Miller at the Olson home. The Olson girls are in the background.,,1919,yes,men; girls; porches; stairs; hats; pipes;,"Latah County, Idaho",46.799513,-116.560858,John B. Miller,pg12-106,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",4.5x5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/72,72,226.jp2,/treesgrewtall/image/226.jp2,trees72
Marie Parker and Betty Helmer,Possibly Marie Parker (left) and Betty Helmer.,,1905,yes,double portrait; women; dresses;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-145,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",4x6 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/73,73,104.jp2,/treesgrewtall/image/104.jp2,trees73
"Woman and two children walking down the sidewalk in Bovill, Idaho","A woman and two children walk down the sidewalk in Bovill. From the caption in Trees Grew Tall: 'The view past the Verdon premises toward the depot. At this stage, the concrete building was occupied by Jimmy Gilroy.'",,1913,yes,billiard rooms; women; children; lumberyards; boardwalks; restaurants; advertisements; storefronts; balconies; benches; utility poles; dirt roads; main streets; downtowns; buggies; horses; tack;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-092,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",8x10 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/74,74,128.jp2,/treesgrewtall/image/128.jp2,trees74
"Teams of horses and logging crew, in the Deary, Idaho area",Early logging crew. Somewhere in the Deary area.,,1906,yes,loggers; crew; draft animals; horses; logs; timber; dry conifer forests; peavies; cant hooks; dogs;,"Latah County, Idaho",46.799474,-116.55881,John B. Miller,pg12-253,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/75,75,163.jp2,/treesgrewtall/image/163.jp2,trees75
"Main street, Bovill, Idaho","The buildings beginning from left to right are the Major and Peters Barber Shop, Bovill Drug Store, Spokane Hotel, Anderson and Anderson Barbershop, Idle Hour Pool Hall, (J.I. Brocke), Grant and Giles drygoods, E.K. Parker men's furnishings, post office and newstand, and the Sherman House (then E. Haverland).",,1913,yes,main streets; boardwalks; storefronts; power lines; cables; utility poles; store signs; single-story buildings; two-story buildings; three-story buildings; Hotels; post offices; stores; recreational buildings; billiard rooms; barbershops; drugstores; newsstands; boardinghouses; boardwalks;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-078,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/76,76,194.jp2,/treesgrewtall/image/194.jp2,trees76
"River near Bovill, Idaho","An unidentified forest stream. It resembles, and very likely is, the west fork of the Potlatch, somewhere in the canyon just below Wareen Meadows near Bovill.",,1905,yes,rivers; dry conifer forests; landscapes;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-237,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/77,77,242.jp2,/treesgrewtall/image/242.jp2,trees77
"The Groh grocery store in Bovill, Idaho","John Groh (standing by horses) operated his first grocery store out of a tent. The man at left is not identified. Beside him are three large squash;  elsewhere are crates of vegetables and melons. In the background at left is the frame of a new building, probably the Gropp store. Dimly seen above the horse's rump is a two-story building once the J.A. Anderson store, which stood at Pine and 1st.",,1910,yes,tents; horses; collars; harnesses; breast straps; traces; saddles; blankets; breechings; bridles; reins; bits; swingletrees; wagons; carts; crates; melons; squashes; boardwalks; storefronts; hitching posts; merchants; men;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-072,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/78,78,176.jp2,/treesgrewtall/image/176.jp2,trees78
A team moves a large log for the Lawrence Logging Company,"A team moves a large log for the Lawrence Logging Company near Helmer, Idaho. On the log (left to right) are Harve Parks, Russ Lawrence, and Floyd Lawrence. A man named Newmaster rides the horse. The log scaled 1800 board feet.",,1920,yes,draft animals; sleighs; horses; drivers; roads; loggers; timber; logs; dry conifer forests;,"Latah County, Idaho",46.80079,-116.470515,John B. Miller,pg12-187,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/79,79,197.jp2,/treesgrewtall/image/197.jp2,trees79
Looking eastward at the cedar yard from the Bovill baseball park,Chapin Cedar Yard looking east. This view shows the north half of the cedar yard. The ballpark fence is in the foreground and the cedar yard water tank is beyond it at far left. The cedar yard office is on the right.,,1915,yes,lumber yards; fences; baseball fields; water tanks;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-241,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/80,80,110.jp2,/treesgrewtall/image/110.jp2,trees80
Dudley Hobbs cabin,"At Little Meadow, east of Bovill, Idaho.",,1914,yes,cabins; timber construction; chimnies; shingles; windows; horseshoes; firewood; picket fences; rail fences; forests; timber; barrels; rain barrels; trusses; fascias; doors;,"Latah County, Idaho",46.868217,-116.412916,John B. Miller,pg12-061,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",4x6.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/81,81,221.jp2,/treesgrewtall/image/221.jp2,trees81
Donkey 4 Bovill.',"Donkey 4 Bovill.' A donkey engine operating at Potlatch Lumber Company's Camp 8. Ernie Smith, left, and Jim Griffin.",,1908,yes,donkey engines; steam engines; engine houses; boilers; cables; winches; engineers;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-175,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/82,82,157.jp2,/treesgrewtall/image/157.jp2,trees82
Dr. Will Young,"Dr. Will Young seated on a stump, a dog at his left.",,1905,yes,doctors; men; hats; coats; dogs; stumps; fences; towns; cigarettes;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-071,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x6 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/83,83,78.jp2,/treesgrewtall/image/78.jp2,trees83
Logging teams,"Teams of horses and loggers working near Bovill, Idaho.",,1910,yes,horses; loggers; draft animals; traces; swingletrees; logs; timber; dry conifer forests; peavies; axes;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-185,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/84,84,24.jp2,/treesgrewtall/image/24.jp2,trees84
Troy barbershop and bath room,W.S. Miller and his daughter Gladys Miller stand in front of the Troy barbershop and bath room,,1904,yes,storefronts; men; children; girls; dogs; boardwalks; barbershops; transom windows; draperies; bay windows;,"Latah County, Idaho",46.868217,-116.412916,John B. Miller,pg12-048,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x6 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/85,85,2.jp2,/treesgrewtall/image/2.jp2,trees85
Bovill High School's first graduating class,"Bovill High School's first graduating class. Left to right: Allen Woolsey, Ethel Bellamy, Gladys Miller. Standing in front of Ernie and Nell Wood Smith's house.",,1919,,graduations; group portraits; porches; formal dress; students; graduates; men; women;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-146,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5.5x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/86,86,238.jp2,/treesgrewtall/image/238.jp2,trees86
"King David mine near Harvard, Idaho","A photograph of King David Mine at Ruby Creek sometime just after 1920. The hoist and engine houses are at the right, the shaft and head frame are to the left.",,1921,yes,mines; mineshafts; mills; hoists; engine houses; chimneys; head-frames;,"Latah County, Idaho",46.917606,-116.729708,John B. Miller,pg12-009,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6.5x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/87,87,21.jp2,/treesgrewtall/image/21.jp2,trees87
Hollenbeck children,"Left to right: Harold, Frankie, Genevieve. They lived on a homestead east of the Horse Ranch, north of Ruby Creek.",,1905,yes,children; infants; bow-back Windsor chairs; bows; blankets; breeches;,"Latah County, Idaho",46.868217,-116.412916,John B. Miller,pg12-059,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6.5x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/88,88,125.jp2,/treesgrewtall/image/125.jp2,trees88
"Tipi near Collins, Idaho","A tipi erected in front of a stand of trees in Collins, Idaho.",,1923,yes,tipis; logs; dry conifer forests; camps; camp furniture; wagons;,,,,John B. Miller,pg12-151,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x5.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/89,89,138.jp2,/treesgrewtall/image/138.jp2,trees89
